pointid,near_woodycrop
3122,2281.282534
3123,2310.292189
3124,2339.326826
3125,2368.385526
3126,2397.467414
3127,2426.571656
3128,2455.697457
3129,2484.844059
3130,2514.01074
3131,2543.196807
3132,2572.401602
3133,2601.624493
3134,2630.864877
3135,2660.122178
3136,2689.061174
3137,2718.023179
3138,2747.007463
3139,2776.013328
3140,2805.040107
3141,2834.087155
3142,2863.153855
3143,2892.239617
3144,2921.343869
3145,2950.466065
3146,2979.605679
3147,3008.762204
3148,3037.935154
3149,3067.12406
3150,3096.328471
3151,3125.547952
3152,3154.782084
3153,3184.030465
3154,3213.292704
3155,3242.568426
3156,3271.857271
3157,3301.158887
3158,3330.472939
3159,3359.799101
3160,3389.137058
3161,3418.486507
3162,3424.799264
3163,3415.589261
3164,3406.618558
3165,3397.889051
3166,3389.402602
3167,3381.161043
3168,3373.166168
3169,3365.419736
3170,3357.923465
3171,3350.679036
3172,3343.688084
3173,3336.952202
3174,3330.472939
3175,3324.251796
3176,3318.290222
3177,3312.589621
3178,3307.151342
3179,3301.976681
3180,3297.066878
3181,3292.42312
3182,3288.046533
3183,3283.938185
3184,3280.099084
3185,3276.530177
3186,3273.232347
3187,3270.206416
3188,3267.453137
3189,3264.973201
3190,3262.76723
3191,3260.835782
3192,3259.179345
3193,3257.798336
3194,3256.693108
3195,3255.863941
3196,3255.311045
3197,3255.034562
3198,3255
3199,3255
3200,3255.034562
3201,3255.311045
3202,1281.424988
3203,1308.529709
3204,1335.758212
3205,1363.103078
3206,1390.557442
3207,1418.114946
3208,1445.769691
3209,1473.516203
3210,1501.349393
3211,1529.264529
3212,1557.257204
3213,1585.323311
3214,1613.459017
3215,1641.660744
3216,1669.925148
3217,1698.249098
3218,1726.629665
3219,1755.064101
3220,1783.549831
3221,1812.084435
3222,1840.66564
3223,1869.29131
3224,1897.959431
3225,1926.668108
3226,1955.415557
3227,1984.200091
3228,2013.020119
3229,2041.874139
3230,2070.76073
3231,2099.678547
3232,2128.626318
3233,2157.602836
3234,2186.606961
3235,2215.637606
3236,2244.693743
3237,2273.774395
3238,2302.878633
3239,2332.005575
3240,2361.154379
3241,2390.324246
3242,2419.514414
3243,2448.724158
3244,2477.952784
3245,2507.199633
3246,2536.464074
3247,2565.394706
3248,2594.349629
3249,2623.328039
3250,2652.329165
3251,2681.352271
3252,2710.39665
3253,2739.461626
3254,2768.54655
3255,2797.6508
3256,2826.773779
3257,2855.914915
3258,2885.073656
3259,2914.249475
3260,2943.441863
3261,2972.650333
3262,3001.874414
3263,3031.113657
3264,3060.367625
3265,3089.635901
3266,3118.918082
3267,3148.213779
3268,3177.52262
3269,3206.844243
3270,3236.178302
3271,3265.52446
3272,3294.882395
3273,3324.251796
3274,3353.632359
3275,3383.023795
3276,3405.825891
3277,3396.299457
3278,3387.011957
3279,3377.965364
3280,3369.161617
3281,3360.602625
3282,3352.290262
3283,3344.226368
3284,3336.412744
3285,3328.851153
3286,3321.543316
3287,3314.490911
3288,3307.695572
3289,3301.158887
3290,3294.882395
3291,3288.867586
3292,3283.115898
3293,3277.628716
3294,3272.407371
3295,3267.453137
3296,3262.76723
3297,3258.35081
3298,3254.204972
3299,3250.330752
3300,3246.729123
3301,3243.400993
3302,3240.347204
3303,3237.568532
3304,3235.065687
3305,3232.839309
3306,3230.88997
3307,3229.218172
3308,3227.824345
3309,3226.70885
3310,3225.871975
3311,3225.313938
3312,3225.034884
3313,3225
3314,3225
3315,3225.034884
3316,3225.313938
3317,1214.351679
3318,1241.470902
3319,1268.719827
3320,1296.090275
3321,1323.574705
3322,1351.166163
3323,1378.858223
3324,1406.644945
3325,1434.520826
3326,1462.480769
3327,1490.520043
3328,1518.634255
3329,1546.819317
3330,1575.071427
3331,1603.38704
3332,1631.76285
3333,1660.195772
3334,1688.682919
3335,1717.221593
3336,1745.809268
3337,1774.443575
3338,1803.122292
3339,1831.843334
3340,1860.60474
3341,1889.404668
3342,1918.241382
3343,1947.113248
3344,1976.018725
3345,2004.956359
3346,2033.924777
3347,2062.922684
3348,2091.948852
3349,2121.002122
3350,2150.081394
3351,2179.185628
3352,2208.313836
3353,2237.465084
3354,2266.63848
3355,2295.833182
3356,2325.048387
3357,2354.28333
3358,2383.537287
3359,2412.809566
3360,2441.730943
3361,2470.678045
3362,2499.649975
3363,2528.645883
3364,2557.664951
3365,2586.7064
3366,2615.769485
3367,2644.853493
3368,2673.957741
3369,2703.081575
3370,2732.224369
3371,2761.385522
3372,2790.564459
3373,2819.760628
3374,2848.973499
3375,2878.202564
3376,2907.447334
3377,2936.70734
3378,2965.982131
3379,2995.271273
3380,3024.57435
3381,3053.890961
3382,3083.220719
3383,3112.563252
3384,3141.918204
3385,3171.285228
3386,3200.663994
3387,3230.054179
3388,3259.455476
3389,3288.867586
3390,3318.290222
3391,3347.723107
3392,3377.165972
3393,3377.432457
3394,3367.825708
3395,3358.459468
3396,3349.335755
3397,3340.456556
3398,3331.823825
3399,3323.439483
3400,3315.305416
3401,3307.423469
3402,3299.795448
3403,3292.42312
3404,3285.308205
3405,3278.452379
3406,3271.857271
3407,3265.52446
3408,3259.455476
3409,3253.651795
3410,3248.114838
3411,3242.845972
3412,3237.846507
3413,3233.11769
3414,3228.660713
3415,3224.476702
3416,3220.56672
3417,3216.931768
3418,3213.572778
3419,3210.490617
3420,3207.686082
3421,3205.159902
3422,3202.912737
3423,3200.945173
3424,3199.257726
3425,3197.850841
3426,3196.724887
3427,3195.88016
3428,3195.316886
3429,3195.035211
3430,3195
3431,3195
3432,3195.035211
3433,3195.316886
3434,1120.290141
3435,1147.279391
3436,1174.414748
3437,1201.686315
3438,1229.085026
3439,1256.602562
3440,1284.231288
3441,1311.964176
3442,1339.79476
3443,1367.717076
3444,1395.725618
3445,1423.815297
3446,1451.981405
3447,1480.219578
3448,1508.52577
3449,1536.896223
3450,1565.327442
3451,1593.816175
3452,1622.359393
3453,1650.95427
3454,1679.598166
3455,1708.288617
3456,1737.023316
3457,1765.800102
3458,1794.616951
3459,1823.471963
3460,1852.363355
3461,1881.289451
3462,1910.248675
3463,1939.239542
3464,1968.260653
3465,1997.310692
3466,2026.388413
3467,2055.492642
3468,2084.622268
3469,2113.776242
3470,2142.953569
3471,2172.15331
3472,2201.374571
3473,2230.616507
3474,2259.878315
3475,2289.159234
3476,2318.070318
3477,2347.008735
3478,2375.973485
3479,2404.963617
3480,2433.978225
3481,2463.016443
3482,2492.077447
3483,2521.160447
3484,2550.264692
3485,2579.389463
3486,2608.534071
3487,2637.69786
3488,2666.8802
3489,2696.080488
3490,2725.298149
3491,2754.532628
3492,2783.783397
3493,2813.049946
3494,2842.331789
3495,2871.628458
3496,2900.939503
3497,2930.264493
3498,2959.603014
3499,2988.954667
3500,3018.319069
3501,3047.695851
3502,3077.084659
3503,3106.485152
3504,3135.897001
3505,3165.319889
3506,3194.753512
3507,3224.197575
3508,3253.651795
3509,3283.115898
3510,3312.589621
3511,3342.07271
3512,3358.995386
3513,3349.067034
3514,3339.378685
3515,3329.932432
3516,3320.730341
3517,3311.774449
3518,3303.066757
3519,3294.609233
3520,3286.40381
3521,3278.452379
3522,3270.756793
3523,3263.318863
3524,3256.140353
3525,3249.222984
3526,3242.568426
3527,3236.178302
3528,3230.054179
3529,3224.197575
3530,3218.609948
3531,3213.292704
3532,3208.247185
3533,3203.474676
3534,3198.976399
3535,3194.753512
3536,3190.807108
3537,3187.138215
3538,3183.747792
3539,3180.636729
3540,3177.805847
3541,3175.255895
3542,3172.987551
3543,3171.001419
3544,3169.29803
3545,3167.877839
3546,3166.741227
3547,3165.888501
3548,3165.319889
3549,3165.035545
3550,3165
3551,3165
3552,3165.035545
3553,3165.319889
3554,1053.209381
3555,1080.208313
3556,1107.36173
3557,1134.658539
3558,1162.088637
3559,1189.642804
3560,1217.312614
3561,1245.090358
3562,1272.968971
3563,1300.941966
3564,1329.003386
3565,1357.147744
3566,1385.369987
3567,1413.665448
3568,1442.029819
3569,1470.459112
3570,1498.949632
3571,1527.497954
3572,1556.100896
3573,1584.755502
3574,1613.459017
3575,1642.208878
3576,1671.002693
3577,1699.838228
3578,1728.713394
3579,1757.62624
3580,1786.574935
3581,1815.557766
3582,1844.573121
3583,1873.619492
3584,1902.695456
3585,1931.799679
3586,1960.930901
3587,1990.087938
3588,2019.26967
3589,2048.475043
3590,2077.703059
3591,2106.952776
3592,2136.223303
3593,2165.513796
3594,2194.413361
3595,2223.342079
3596,2252.298826
3597,2281.282534
3598,2310.292189
3599,2339.326826
3600,2368.385526
3601,2397.467414
3602,2426.571656
3603,2455.697457
3604,2484.844059
3605,2514.01074
3606,2543.196807
3607,2572.401602
3608,2601.624493
3609,2630.864877
3610,2660.122178
3611,2689.395843
3612,2718.685344
3613,2747.990175
3614,2777.309849
3615,2806.643903
3616,2835.99189
3617,2865.353381
3618,2894.727966
3619,2924.115251
3620,2953.514855
3621,2982.926415
3622,3012.349581
3623,3041.784016
3624,3071.229396
3625,3100.685408
3626,3130.151754
3627,3159.628143
3628,3189.114297
3629,3218.609948
3630,3248.114838
3631,3277.628716
3632,3307.151342
3633,3336.682484
3634,3330.74316
3635,3320.730341
3636,3310.959076
3637,3301.431508
3638,3292.149754
3639,3283.115898
3640,3274.331993
3641,3265.800055
3642,3257.522064
3643,3249.499962
3644,3241.735646
3645,3234.230975
3646,3226.98776
3647,3220.007764
3648,3213.292704
3649,3206.844243
3650,3200.663994
3651,3194.753512
3652,3189.114297
3653,3183.747792
3654,3178.655376
3655,3173.83837
3656,3169.29803
3657,3165.035545
3658,3161.05204
3659,3157.348571
3660,3153.926125
3661,3150.785616
3662,3147.92789
3663,3145.353716
3664,3143.063792
3665,3141.058739
3666,3139.339102
3667,3137.905352
3668,3136.75788
3669,3135.897001
3670,3135.32295
3671,3135.035885
3672,3135
3673,3135
3674,3135.035885
3675,3135.32295
3676,986.1287948
3677,1013.138687
3678,1040.312453
3679,1067.637579
3680,1095.102735
3681,1122.697644
3682,1150.412969
3683,1178.240213
3684,1206.17163
3685,1234.200146
3686,1262.319294
3687,1290.52315
3688,1318.806278
3689,1347.163687
3690,1375.590782
3691,1404.083331
3692,1432.637428
3693,1461.249465
3694,1489.916105
3695,1518.634255
3696,1547.401047
3697,1576.213818
3698,1605.070092
3699,1633.967564
3700,1662.904086
3701,1691.877655
3702,1720.8864
3703,1749.92857
3704,1779.00253
3705,1808.106745
3706,1837.239777
3707,1866.400279
3708,1895.58698
3709,1924.798691
3710,1954.034288
3711,1983.292717
3712,2012.57298
3713,2041.874139
3714,2070.76073
3715,2099.678547
3716,2128.626318
3717,2157.602836
3718,2186.606961
3719,2215.637606
3720,2244.693743
3721,2273.774395
3722,2302.878633
3723,2332.005575
3724,2361.154379
3725,2390.324246
3726,2419.514414
3727,2448.724158
3728,2477.952784
3729,2507.199633
3730,2536.464074
3731,2565.745506
3732,2595.043352
3733,2624.357064
3734,2653.686116
3735,2683.030004
3736,2712.388247
3737,2741.760383
3738,2771.145972
3739,2800.54459
3740,2829.95583
3741,2859.379303
3742,2888.814636
3743,2918.261469
3744,2947.719457
3745,2977.188271
3746,3006.667591
3747,3036.157111
3748,3065.656537
3749,3095.165585
3750,3124.683984
3751,3154.21147
3752,3183.747792
3753,3213.292704
3754,3242.845972
3755,3272.407371
3756,3301.976681
3757,3312.861301
3758,3302.521764
3759,3292.42312
3760,3282.567593
3761,3272.957378
3762,3263.594644
3763,3254.481526
3764,3245.620126
3765,3237.012512
3766,3228.660713
3767,3220.56672
3768,3212.732482
3769,3205.159902
3770,3197.850841
3771,3190.807108
3772,3184.030465
3773,3177.52262
3774,3171.285228
3775,3165.319889
3776,3159.628143
3777,3154.21147
3778,3149.071292
3779,3144.208963
3780,3139.625774
3781,3135.32295
3782,3131.301646
3783,3127.562949
3784,3124.107873
3785,3120.937359
3786,3118.052277
3787,3115.453418
3788,3113.1415
3789,3111.117163
3790,3109.380967
3791,3107.933397
3792,3106.774855
3793,3105.905665
3794,3105.32607
3795,3105.036232
3796,3105
3797,3105
3798,3105.036232
3799,3105.32607
3800,919.0484209
3801,946.0708219
3802,973.2676919
3803,1000.624805
3804,1028.129369
3805,1055.769861
3806,1083.535879
3807,1111.418013
3808,1139.407741
3809,1167.497323
3810,1195.679723
3811,1223.948528
3812,1252.297888
3813,1280.722452
3814,1309.217323
3815,1337.778008
3816,1366.400381
3817,1395.080643
3818,1423.815297
3819,1452.601115
3820,1481.435115
3821,1510.314537
3822,1539.236824
3823,1568.199605
3824,1597.200676
3825,1626.23799
3826,1655.309639
3827,1684.413845
3828,1713.548949
3829,1742.713402
3830,1771.905754
3831,1801.124649
3832,1830.368815
3833,1859.637061
3834,1888.928268
3835,1918.241382
3836,1947.113248
3837,1976.018725
3838,2004.956359
3839,2033.924777
3840,2062.922684
3841,2091.948852
3842,2121.002122
3843,2150.081394
3844,2179.185628
3845,2208.313836
3846,2237.465084
3847,2266.63848
3848,2295.833182
3849,2325.048387
3850,2354.28333
3851,2383.537287
3852,2412.809566
3853,2442.099507
3854,2471.406482
3855,2500.729893
3856,2530.069169
3857,2559.423763
3858,2588.793155
3859,2618.176847
3860,2647.574362
3861,2676.985245
3862,2706.40906
3863,2735.84539
3864,2765.293836
3865,2794.754014
3866,2824.225558
3867,2853.708114
3868,2883.201346
3869,2912.704928
3870,2942.218551
3871,2971.741913
3872,3001.274729
3873,3030.816722
3874,3060.367625
3875,3089.927184
3876,3119.495151
3877,3149.071292
3878,3178.655376
3879,3208.247185
3880,3237.846507
3881,3267.453137
3882,3295.428652
3883,3284.760265
3884,3274.331993
3885,3264.146136
3886,3254.204972
3887,3244.510749
3888,3235.065687
3889,3225.871975
3890,3216.931768
3891,3208.247185
3892,3199.820307
3893,3191.653177
3894,3183.747792
3895,3176.106107
3896,3168.73003
3897,3161.621419
3898,3154.782084
3899,3148.213779
3900,3141.918204
3901,3135.897001
3902,3130.151754
3903,3124.683984
3904,3119.495151
3905,3114.58665
3906,3109.959807
3907,3105.615881
3908,3101.556061
3909,3097.781464
3910,3094.293134
3911,3091.09204
3912,3088.179075
3913,3085.555055
3914,3083.220719
3915,3081.176723
3916,3079.423647
3917,3077.961988
3918,3076.792161
3919,3075.914498
3920,3075.329251
3921,3075.036585
3922,3075
3923,3075
3924,3075.036585
3925,3075.329251
3926,851.9683093
3927,879.0051194
3928,906.228448
3929,933.6219792
3930,961.1711606
3931,988.8629834
3932,1016.685792
3933,1044.629121
3934,1072.683551
3935,1100.840588
3936,1129.092556
3937,1157.432503
3938,1185.854123
3939,1214.351679
3940,1242.919949
3941,1271.554167
3942,1300.249976
3943,1329.003386
3944,1357.810738
3945,1386.66867
3946,1415.574088
3947,1444.524143
3948,1473.516203
3949,1502.547836
3950,1531.616793
3951,1560.720987
3952,1589.858484
3953,1619.027486
3954,1648.226319
3955,1677.453427
3956,1706.707356
3957,1735.986751
3958,1765.290344
3959,1794.616951
3960,1823.471963
3961,1852.363355
3962,1881.289451
3963,1910.248675
3964,1939.239542
3965,1968.260653
3966,1997.310692
3967,2026.388413
3968,2055.492642
3969,2084.622268
3970,2113.776242
3971,2142.953569
3972,2172.15331
3973,2201.374571
3974,2230.616507
3975,2259.878315
3976,2289.159234
3977,2318.45854
3978,2347.775543
3979,2377.109589
3980,2406.460056
3981,2435.826348
3982,2465.207902
3983,2494.604177
3984,2524.014659
3985,2553.438858
3986,2582.876304
3987,2612.326549
3988,2641.789166
3989,2671.263746
3990,2700.749896
3991,2730.247242
3992,2759.755424
3993,2789.274099
3994,2818.802937
3995,2848.341623
3996,2877.889852
3997,2907.447334
3998,2937.01379
3999,2966.58895
4000,2996.172558
4001,3025.764366
4002,3055.364135
4003,3084.971637
4004,3114.58665
4005,3144.208963
4006,3173.83837
4007,3203.474676
4008,3233.11769
4009,3262.76723
4010,3267.453137
4011,3256.693108
4012,3246.174672
4013,3235.900184
4014,3225.871975
4015,3216.092349
4016,3206.563581
4017,3197.287913
4018,3188.267555
4019,3179.504678
4020,3171.001419
4021,3162.759871
4022,3154.782084
4023,3147.070066
4024,3139.625774
4025,3132.451117
4026,3125.547952
4027,3118.918082
4028,3112.563252
4029,3106.485152
4030,3100.685408
4031,3095.165585
4032,3089.927184
4033,3084.971637
4034,3080.30031
4035,3075.914498
4036,3071.815424
4037,3068.004237
4038,3064.482012
4039,3061.249745
4040,3058.308356
4041,3055.658685
4042,3053.301492
4043,3051.237454
4044,3049.467167
4045,3047.991142
4046,3046.809807
4047,3045.923505
4048,3045.332494
4049,3045.036946
4050,3045
4051,3045
4052,3045.036946
4053,3045.332494
4054,839.1960438
4055,866.6314095
4056,894.2315136
4057,921.9815616
4058,949.8684119
4059,977.8803608
4060,1006.006958
4061,1034.238851
4062,1062.567645
4063,1090.985793
4064,1119.486489
4065,1148.063587
4066,1176.711519
4067,1205.425236
4068,1234.200146
4069,1263.032066
4070,1291.91718
4071,1320.851998
4072,1349.833323
4073,1378.858223
4074,1407.924004
4075,1437.028183
4076,1466.168476
4077,1495.34277
4078,1524.549114
4079,1553.7857
4080,1583.050852
4081,1612.343016
4082,1641.660744
4083,1671.002693
4084,1699.838228
4085,1728.713394
4086,1757.62624
4087,1786.574935
4088,1815.557766
4089,1844.573121
4090,1873.619492
4091,1902.695456
4092,1931.799679
4093,1960.930901
4094,1990.087938
4095,2019.26967
4096,2048.475043
4097,2077.703059
4098,2106.952776
4099,2136.223303
4100,2165.513796
4101,2194.823455
4102,2224.151524
4103,2253.497282
4104,2282.860048
4105,2312.239174
4106,2341.634045
4107,2371.044074
4108,2400.468704
4109,2429.907406
4110,2459.359673
4111,2488.825024
4112,2518.303
4113,2547.793163
4114,2577.295094
4115,2606.808393
4116,2636.33268
4117,2665.867589
4118,2695.41277
4119,2724.96789
4120,2754.532628
4121,2784.106679
4122,2813.689748
4123,2843.281555
4124,2872.881828
4125,2902.49031
4126,2932.106751
4127,2961.730913
4128,2991.362566
4129,3021.00149
4130,3050.647472
4131,3080.30031
4132,3109.959807
4133,3139.625774
4134,3169.29803
4135,3198.976399
4136,3228.660713
4137,3250.607636
4138,3239.513852
4139,3228.660713
4140,3218.050652
4141,3207.686082
4142,3197.569389
4143,3187.702935
4144,3178.089048
4145,3168.73003
4146,3159.628143
4147,3150.785616
4148,3142.20464
4149,3133.887362
4150,3125.835888
4151,3118.052277
4152,3110.538539
4153,3103.296634
4154,3096.328471
4155,3089.635901
4156,3083.220719
4157,3077.084659
4158,3071.229396
4159,3065.656537
4160,3060.367625
4161,3055.364135
4162,3050.647472
4163,3046.218968
4164,3042.079881
4165,3038.231393
4166,3034.674612
4167,3031.410563
4168,3028.440193
4169,3025.764366
4170,3023.383866
4171,3021.299389
4172,3019.51155
4173,3018.020875
4174,3016.827804
4175,3015.932692
4176,3015.335802
4177,3015.037313
4178,3015
4179,3015
4180,3015.037313
4181,3015.335802
4182,827.314934
4183,855.1315688
4184,883.0911618
4185,911.1805529
4186,939.3880987
4187,967.703467
4188,996.117463
4189,1024.621881
4190,1053.209381
4191,1081.873375
4192,1110.607942
4193,1139.407741
4194,1168.267949
4195,1197.184196
4196,1226.152519
4197,1255.169311
4198,1284.231288
4199,1313.335448
4200,1342.47905
4201,1371.659579
4202,1400.874727
4203,1430.122372
4204,1459.400562
4205,1488.707493
4206,1518.041501
4207,1547.401047
4208,1576.213818
4209,1605.070092
4210,1633.967564
4211,1662.904086
4212,1691.877655
4213,1720.8864
4214,1749.92857
4215,1779.00253
4216,1808.106745
4217,1837.239777
4218,1866.400279
4219,1895.58698
4220,1924.798691
4221,1954.034288
4222,1983.292717
4223,2012.57298
4224,2041.874139
4225,2071.195307
4226,2100.535646
4227,2129.894364
4228,2159.27071
4229,2188.663976
4230,2218.073488
4231,2247.49861
4232,2276.938734
4233,2306.393288
4234,2335.861725
4235,2365.343527
4236,2394.838199
4237,2424.345272
4238,2453.864299
4239,2483.394854
4240,2512.936529
4241,2542.488938
4242,2572.05171
4243,2601.624493
4244,2631.206947
4245,2660.798752
4246,2690.399599
4247,2720.009191
4248,2749.627247
4249,2779.253497
4250,2808.88768
4251,2838.529549
4252,2868.178865
4253,2897.835399
4254,2927.498933
4255,2957.169255
4256,2986.846163
4257,3016.529463
4258,3046.218968
4259,3075.914498
4260,3105.615881
4261,3135.32295
4262,3165.035545
4263,3194.753512
4264,3224.476702
4265,3222.801576
4266,3211.611745
4267,3200.663994
4268,3189.960815
4269,3179.504678
4270,3169.29803
4271,3159.343286
4272,3149.642837
4273,3140.199038
4274,3131.014213
4275,3122.090646
4276,3113.430584
4277,3105.036232
4278,3096.90975
4279,3089.053253
4280,3081.468806
4281,3074.158421
4282,3067.12406
4283,3060.367625
4284,3053.890961
4285,3047.695851
4286,3041.784016
4287,3036.157111
4288,3030.816722
4289,3025.764366
4290,3021.00149
4291,3016.529463
4292,3012.349581
4293,3008.463063
4294,3004.871045
4295,3001.574587
4296,2998.574661
4297,2995.87216
4298,2993.467889
4299,2991.362566
4300,2989.556823
4301,2988.051204
4302,2986.846163
4303,2985.942062
4304,2985.339177
4305,2985.037688
4306,2985
4307,2985
4308,2985.037688
4309,2985.339177
4310,816.3638895
4311,844.5412956
4312,872.8401916
4313,901.2491331
4314,929.758033
4315,958.3579707
4316,987.0410326
4317,1015.800177
4318,1044.629121
4319,1073.52224
4320,1102.47449
4321,1131.48133
4322,1160.538668
4323,1189.642804
4324,1218.790384
4325,1247.978365
4326,1277.203977
4327,1306.464695
4328,1335.758212
4329,1365.082415
4330,1394.43537
4331,1423.815297
4332,1452.601115
4333,1481.435115
4334,1510.314537
4335,1539.236824
4336,1568.199605
4337,1597.200676
4338,1626.23799
4339,1655.309639
4340,1684.413845
4341,1713.548949
4342,1742.713402
4343,1771.905754
4344,1801.124649
4345,1830.368815
4346,1859.637061
4347,1888.928268
4348,1918.241382
4349,1947.575416
4350,1976.929437
4351,2006.302569
4352,2035.693985
4353,2065.102903
4354,2094.528587
4355,2123.970339
4356,2153.427501
4357,2182.899448
4358,2212.38559
4359,2241.885367
4360,2271.398248
4361,2300.923728
4362,2330.461328
4363,2360.010593
4364,2389.571091
4365,2419.14241
4366,2448.724158
4367,2478.31596
4368,2507.917463
4369,2537.528325
4370,2567.148223
4371,2596.776848
4372,2626.413905
4373,2656.059111
4374,2685.712196
4375,2715.372903
4376,2745.040983
4377,2774.716202
4378,2804.398331
4379,2834.087155
4380,2863.782464
4381,2893.484059
4382,2923.191749
4383,2952.905349
4384,2982.624683
4385,3012.349581
4386,3042.079881
4387,3071.815424
4388,3101.556061
4389,3131.301646
4390,3161.05204
4391,3190.807108
4392,3206.563581
4393,3195.035211
4394,3183.747792
4395,3172.703894
4396,3161.906071
4397,3151.356851
4398,3141.058739
4399,3131.014213
4400,3121.225721
4401,3111.695679
4402,3102.42647
4403,3093.420437
4404,3084.679886
4405,3076.20708
4406,3068.004237
4407,3060.073529
4408,3052.417075
4409,3045.036946
4410,3037.935154
4411,3031.113657
4412,3024.57435
4413,3018.319069
4414,3012.349581
4415,3006.667591
4416,3001.274729
4417,2996.172558
4418,2991.362566
4419,2986.846163
4420,2982.624683
4421,2978.699381
4422,2975.071428
4423,2971.741913
4424,2968.711842
4425,2965.982131
4426,2963.55361
4427,2961.427021
4428,2959.603014
4429,2958.082149
4430,2956.864894
4431,2955.951623
4432,2955.34262
4433,2955.038071
4434,2955
4435,2955
4436,2955.038071
4437,2955.34262
4438,806.3808033
4439,834.895203
4440,863.5102779
4441,892.2163415
4442,921.004886
4443,949.8684119
4444,978.8002861
4445,1007.794622
4446,1036.84618
4447,1065.95028
4448,1095.102735
4449,1124.299782
4450,1153.538036
4451,1182.81444
4452,1212.126231
4453,1241.470902
4454,1270.846175
4455,1300.249976
4456,1329.003386
4457,1357.810738
4458,1386.66867
4459,1415.574088
4460,1444.524143
4461,1473.516203
4462,1502.547836
4463,1531.616793
4464,1560.720987
4465,1589.858484
4466,1619.027486
4467,1648.226319
4468,1677.453427
4469,1706.707356
4470,1735.986751
4471,1765.290344
4472,1794.616951
4473,1823.96546
4474,1853.334832
4475,1882.72409
4476,1912.132318
4477,1941.558652
4478,1971.002283
4479,2000.462447
4480,2029.938423
4481,2059.429533
4482,2088.935135
4483,2118.454625
4484,2147.98743
4485,2177.533008
4486,2207.090845
4487,2236.660457
4488,2266.241382
4489,2295.833182
4490,2325.435443
4491,2355.04777
4492,2384.669788
4493,2414.301141
4494,2443.941489
4495,2473.590508
4496,2503.24789
4497,2532.913342
4498,2562.586584
4499,2592.267347
4500,2621.955377
4501,2651.650429
4502,2681.352271
4503,2711.060678
4504,2740.775438
4505,2770.496345
4506,2800.223205
4507,2829.95583
4508,2859.69404
4509,2889.437662
4510,2919.186531
4511,2948.940488
4512,2978.699381
4513,3008.463063
4514,3038.231393
4515,3068.004237
4516,3097.781464
4517,3127.562949
4518,3157.348571
4519,3187.138215
4520,3178.938502
4521,3167.309584
4522,3155.923003
4523,3144.781391
4524,3133.887362
4525,3123.243506
4526,3112.85239
4527,3102.716552
4528,3092.838502
4529,3083.220719
4530,3073.865644
4531,3064.775685
4532,3055.953206
4533,3047.400532
4534,3039.119938
4535,3031.113657
4536,3023.383866
4537,3015.932692
4538,3008.762204
4539,3001.874414
4540,2995.271273
4541,2988.954667
4542,2982.926415
4543,2977.188271
4544,2971.741913
4545,2966.58895
4546,2961.730913
4547,2957.169255
4548,2952.905349
4549,2948.940488
4550,2945.275878
4551,2941.912643
4552,2938.851817
4553,2936.094345
4554,2933.641082
4555,2931.492794
4556,2929.65015
4557,2928.113727
4558,2926.884009
4559,2925.96138
4560,2925.346133
4561,2925.038461
4562,2925
4563,2925
4564,2925.038461
4565,2925.346133
4566,797.4020316
4567,826.2263612
4568,855.1315688
4569,884.1097217
4570,913.1538753
4571,942.2579265
4572,971.4164915
4573,1000.624805
4574,1029.878634
4575,1059.174207
4576,1088.508153
4577,1117.877453
4578,1147.279391
4579,1176.711519
4580,1205.425236
4581,1234.200146
4582,1263.032066
4583,1291.91718
4584,1320.851998
4585,1349.833323
4586,1378.858223
4587,1407.924004
4588,1437.028183
4589,1466.168476
4590,1495.34277
4591,1524.549114
4592,1553.7857
4593,1583.050852
4594,1612.343016
4595,1641.660744
4596,1671.002693
4597,1700.367607
4598,1729.754318
4599,1759.161732
4600,1788.588829
4601,1818.034653
4602,1847.498309
4603,1876.978956
4604,1906.475806
4605,1935.98812
4606,1965.5152
4607,1995.05639
4608,2024.611074
4609,2054.178668
4610,2083.758623
4611,2113.350421
4612,2142.953569
4613,2172.567605
4614,2202.19209
4615,2231.826606
4616,2261.47076
4617,2291.124178
4618,2320.786505
4619,2350.457402
4620,2380.136551
4621,2409.823645
4622,2439.518395
4623,2469.220525
4624,2498.929771
4625,2528.645883
4626,2558.368621
4627,2588.097757
4628,2617.833073
4629,2647.574362
4630,2677.321423
4631,2707.074066
4632,2736.83211
4633,2766.595381
4634,2796.36371
4635,2826.136939
4636,2855.914915
4637,2885.697489
4638,2915.484522
4639,2945.275878
4640,2975.071428
4641,3004.871045
4642,3034.674612
4643,3064.482012
4644,3094.293134
4645,3124.107873
4646,3153.926125
4647,3163.328943
4648,3151.356851
4649,3139.625774
4650,3128.138424
4651,3116.897496
4652,3105.905665
4653,3095.165585
4654,3084.679886
4655,3074.451171
4656,3064.482012
4657,3054.774951
4658,3045.332494
4659,3036.157111
4660,3027.251228
4661,3018.617233
4662,3010.257464
4663,3002.174212
4664,2994.369717
4665,2986.846163
4666,2979.605679
4667,2972.650333
4668,2965.982131
4669,2959.603014
4670,2953.514855
4671,2947.719457
4672,2942.218551
4673,2937.01379
4674,2932.106751
4675,2927.498933
4676,2923.191749
4677,2919.186531
4678,2915.484522
4679,2912.086881
4680,2908.994672
4681,2906.208871
4682,2903.730359
4683,2901.559925
4684,2899.69826
