,Unnamed: 0,woodyrip_class,pointid,near_woody
1959,1959,Salix gooddingii,1288485,83.952342378
1960,1960,Salix gooddingii,1288486,83.4472776341
1961,1961,Salix gooddingii,1288487,93.0879484355
1962,1962,Salix gooddingii,1288488,110.267950096
1963,1963,Salix gooddingii,1288489,130.882509544
1964,1964,Salix gooddingii,1288490,154.524630076
1965,1965,Salix gooddingii,1288570,86.4161741655
1966,1966,Salix gooddingii,1288571,66.6327784235
1967,1967,Salix gooddingii,1288572,54.3657163239
1968,1968,Salix gooddingii,1288573,54.0485720883
1969,1969,Salix gooddingii,1288574,67.99386843069999
1970,1970,Salix gooddingii,1288575,88.54959796909999
1971,1971,Salix gooddingii,1288576,113.08696346100001
1972,1972,Salix gooddingii,1288577,139.77228373399998
1973,1973,Salix gooddingii,1288657,99.04998314
1974,1974,Salix gooddingii,1288658,70.5908716281
1975,1975,Salix gooddingii,1288659,44.218131578000005
1976,1976,Salix gooddingii,1288660,25.6525069192
1977,1977,Salix gooddingii,1288661,26.058552236100002
1978,1978,Salix gooddingii,1288662,46.387835693999996
1979,1979,Salix gooddingii,1288663,72.7973989938
1980,1980,Salix gooddingii,1288664,100.046643108
1981,1981,Salix gooddingii,1288665,124.97614584700001
1982,1982,Salix gooddingii,1288746,95.5312260994
1983,1983,Salix gooddingii,1288747,65.5620862789
1984,1984,Salix gooddingii,1288748,35.6449037069
1985,1985,Salix gooddingii,1288749,6.189202820419999
1986,1986,Salix gooddingii,1288750,6.3074835371599995
1987,1987,Salix gooddingii,1288751,33.3264775172
1988,1988,Salix gooddingii,1288752,58.3000059854
1989,1989,Salix gooddingii,1288753,83.73229919810001
1990,1990,Salix gooddingii,1288754,110.01114192799999
1991,1991,Salix gooddingii,1288835,129.87786835100002
1992,1992,Salix gooddingii,1288836,100.83676973600001
1993,1993,Salix gooddingii,1288837,72.0749012404
1994,1994,Salix gooddingii,1288838,44.859572810100005
1995,1995,Salix gooddingii,1288839,18.6060961708
1996,1996,Salix gooddingii,1288840,0.0
1997,1997,Salix gooddingii,1288841,16.8929712958
1998,1998,Salix gooddingii,1288842,42.9890840617
1999,1999,Salix gooddingii,1288843,71.6087798496
2000,2000,Salix gooddingii,1288844,101.03253608799999
2001,2001,Salix gooddingii,1288927,138.89811155
2002,2002,Salix gooddingii,1288928,111.883928211
2003,2003,Salix gooddingii,1288929,85.6304515519
2004,2004,Salix gooddingii,1288930,59.0356609236
2005,2005,Salix gooddingii,1288931,32.012022180500004
2006,2006,Salix gooddingii,1288932,5.15869756297
2007,2007,Salix gooddingii,1288933,9.02547376497
2008,2008,Salix gooddingii,1288934,38.9128657057
2009,2009,Salix gooddingii,1288935,68.8002576687
2010,2010,Salix gooddingii,1288936,98.6876495872
2011,2011,Salix gooddingii,1289019,178.92989516900002
2012,2012,Salix gooddingii,1289020,152.654806971
2013,2013,Salix gooddingii,1289021,126.10786428899999
2014,2014,Salix gooddingii,1289022,99.0939828682
2015,2015,Salix gooddingii,1289023,72.2406582907
2016,2016,Salix gooddingii,1289024,44.5181977408
2017,2017,Salix gooddingii,1289025,14.620821481099998
2018,2018,Salix gooddingii,1289026,6.42859044459
2019,2019,Salix gooddingii,1289027,36.3159823853
2020,2020,Salix gooddingii,1289028,66.2169886496
2021,2021,Salix gooddingii,1289029,96.17149048899999
2022,2022,Salix gooddingii,1289112,216.565062129
2023,2023,Salix gooddingii,1289113,187.152191294
2024,2024,Salix gooddingii,1289114,157.739320503
2025,2025,Salix gooddingii,1289115,128.326449691
2026,2026,Salix gooddingii,1289116,98.913578856
2027,2027,Salix gooddingii,1289117,69.5007080653
2028,2028,Salix gooddingii,1289118,40.098882604
2029,2029,Salix gooddingii,1289119,11.8807835184
2030,2030,Salix gooddingii,1289120,6.60283964202
2031,2031,Salix gooddingii,1289121,36.5963388137
2032,2032,Salix gooddingii,1289122,66.58983800770001
2033,2033,Salix gooddingii,1289123,96.583337157
2034,2034,Salix gooddingii,1289206,239.128963686
2035,2035,Salix gooddingii,1289207,210.031624682
2036,2036,Salix gooddingii,1289208,180.934285656
2037,2037,Salix gooddingii,1289209,151.833134715
2038,2038,Salix gooddingii,1289210,122.42026390299999
2039,2039,Salix gooddingii,1289211,93.007393068
2040,2040,Salix gooddingii,1289212,63.5945222772
2041,2041,Salix gooddingii,1289213,34.1816514646
2042,2042,Salix gooddingii,1289214,4.76878063004
2043,2043,Salix gooddingii,1289215,14.1266760655
2044,2044,Salix gooddingii,1289216,43.6301167491
2045,2045,Salix gooddingii,1289217,71.6373126056
2046,2046,Salix gooddingii,1289301,261.374466859
2047,2047,Salix gooddingii,1289302,231.965268817
2048,2048,Salix gooddingii,1289303,202.729277455
2049,2049,Salix gooddingii,1289304,173.63052889099998
2050,2050,Salix gooddingii,1289305,144.533189909
2051,2051,Salix gooddingii,1289306,115.435850905
2052,2052,Salix gooddingii,1289307,86.338511879
2053,2053,Salix gooddingii,1289308,57.2411728966
2054,2054,Salix gooddingii,1289309,28.1438338925
2055,2055,Salix gooddingii,1289310,0.0
2056,2056,Salix gooddingii,1289311,17.4869301875
2057,2057,Salix gooddingii,1289312,47.2479705718
2058,2058,Salix gooddingii,1289313,77.0090109783
2059,2059,Salix gooddingii,1289396,317.358957551
2060,2060,Salix gooddingii,1289397,287.416043285
2061,2061,Salix gooddingii,1289398,257.486418916
2062,2062,Salix gooddingii,1289399,227.57532805099999
2063,2063,Salix gooddingii,1289400,197.691183257
2064,2064,Salix gooddingii,1289401,167.8483778
2065,2065,Salix gooddingii,1289402,138.073719213
2066,2066,Salix gooddingii,1289403,108.42336435200001
2067,2067,Salix gooddingii,1289404,79.0373325329
2068,2068,Salix gooddingii,1289405,49.937416131999996
2069,2069,Salix gooddingii,1289406,20.840077128
2070,2070,Salix gooddingii,1289407,0.0
2071,2071,Salix gooddingii,1289408,23.3845416786
2072,2072,Salix gooddingii,1289409,52.37444901520001
2073,2073,Salix gooddingii,1289492,376.98382450400004
2074,2074,Salix gooddingii,1289493,346.998671355
2075,2075,Salix gooddingii,1289494,317.016327557
2076,2076,Salix gooddingii,1289495,287.03767337700003
2077,2077,Salix gooddingii,1289496,257.063999669
2078,2078,Salix gooddingii,1289497,227.097278578
2079,2079,Salix gooddingii,1289498,197.140680575
2080,2080,Salix gooddingii,1289499,167.199646919
2081,2081,Salix gooddingii,1289500,137.284361591
2082,2082,Salix gooddingii,1289501,107.41633924700001
2083,2083,Salix gooddingii,1289502,77.6466607549
2084,2084,Salix gooddingii,1289503,47.93016560189999
2085,2085,Salix gooddingii,1289504,18.213670426700002
2086,2086,Salix gooddingii,1289505,0.416212762205
2087,2087,Salix gooddingii,1289506,30.307678100500002
2088,2088,Salix gooddingii,1289507,60.199143461000006
2089,2089,Salix gooddingii,1289590,408.910960892
2090,2090,Salix gooddingii,1289591,379.077100255
2091,2091,Salix gooddingii,1289592,349.271702149
2092,2092,Salix gooddingii,1289593,319.502732285
2093,2093,Salix gooddingii,1289594,289.776724736
2094,2094,Salix gooddingii,1289595,260.06022953900003
2095,2095,Salix gooddingii,1289596,230.343734386
2096,2096,Salix gooddingii,1289597,200.627239211
2097,2097,Salix gooddingii,1289598,170.910744013
2098,2098,Salix gooddingii,1289599,141.19424886
2099,2099,Salix gooddingii,1289600,111.536342895
2100,2100,Salix gooddingii,1289601,82.12579243319999
2101,2101,Salix gooddingii,1289602,53.3754230553
2102,2102,Salix gooddingii,1289603,26.8385447163
2103,2103,Salix gooddingii,1289604,18.617906005
2104,2104,Salix gooddingii,1289605,35.377703384899995
2105,2105,Salix gooddingii,1289688,472.19029352
2106,2106,Salix gooddingii,1289689,442.47379832300004
2107,2107,Salix gooddingii,1289690,412.75730317
2108,2108,Salix gooddingii,1289691,383.040807995
2109,2109,Salix gooddingii,1289692,353.32455585599996
2110,2110,Salix gooddingii,1289693,323.63950900099996
2111,2111,Salix gooddingii,1289694,294.01840382299997
2112,2112,Salix gooddingii,1289695,264.48272490799997
2113,2113,Salix gooddingii,1289696,235.064675752
2114,2114,Salix gooddingii,1289697,205.81470255099998
2115,2115,Salix gooddingii,1289698,176.81623731599998
2116,2116,Salix gooddingii,1289699,148.216975365
2117,2117,Salix gooddingii,1289700,120.30196085799999
2118,2118,Salix gooddingii,1289701,93.49148345520001
2119,2119,Salix gooddingii,1289702,69.1655078945
2120,2120,Salix gooddingii,1289703,51.2550239716
2121,2121,Salix gooddingii,1289704,47.647533858100005
2122,2122,Salix gooddingii,1289705,57.6305118541
2123,2123,Salix gooddingii,1289787,535.765534318
2124,2124,Salix gooddingii,1289788,506.111645575
2125,2125,Salix gooddingii,1289789,476.501088967
2126,2126,Salix gooddingii,1289790,446.94247702300004
2127,2127,Salix gooddingii,1289791,417.446844265
2128,2128,Salix gooddingii,1289792,388.028552798
2129,2129,Salix gooddingii,1289793,358.706631903
2130,2130,Salix gooddingii,1289794,329.506809925
2131,2131,Salix gooddingii,1289795,300.464686422
2132,2132,Salix gooddingii,1289796,271.630848349
2133,2133,Salix gooddingii,1289797,243.079426909
2134,2134,Salix gooddingii,1289798,214.92300432099998
2135,2135,Salix gooddingii,1289799,187.33976561
2136,2136,Salix gooddingii,1289800,160.502359741
2137,2137,Salix gooddingii,1289801,134.923005757
2138,2138,Salix gooddingii,1289802,111.568039684
2139,2139,Salix gooddingii,1289803,92.144655203
2140,2140,Salix gooddingii,1289804,79.5854728108
2141,2141,Salix gooddingii,1289805,77.311431774
2142,2142,Salix gooddingii,1289888,570.4144316080001
2143,2143,Salix gooddingii,1289889,540.996223428
2144,2144,Salix gooddingii,1289890,511.645584156
2145,2145,Salix gooddingii,1289891,482.374847797
2146,2146,Salix gooddingii,1289892,453.19949665400003
2147,2147,Salix gooddingii,1289893,424.139215101
2148,2148,Salix gooddingii,1289894,395.219386906
2149,2149,Salix gooddingii,1289895,366.473264743
2150,2150,Salix gooddingii,1289896,337.945178671
2151,2151,Salix gooddingii,1289897,309.695388707
2152,2152,Salix gooddingii,1289898,281.80760063400004
2153,2153,Salix gooddingii,1289899,254.400891875
2154,2154,Salix gooddingii,1289900,227.55517458900002
2155,2155,Salix gooddingii,1289901,201.555370742
2156,2156,Salix gooddingii,1289902,176.82697046099997
2157,2157,Salix gooddingii,1289903,153.983724732
2158,2158,Salix gooddingii,1289904,133.993274006
2159,2159,Salix gooddingii,1289905,118.31063976899999
2160,2160,Salix gooddingii,1289906,108.81460142200001
2161,2161,Salix gooddingii,1289907,107.16262166899999
2162,2162,Salix gooddingii,1289989,635.29225539
2163,2163,Salix gooddingii,1289990,606.053248309
2164,2164,Salix gooddingii,1289991,576.892390127
2165,2165,Salix gooddingii,1289992,547.8221607080001
2166,2166,Salix gooddingii,1289993,518.8577934140001
2167,2167,Salix gooddingii,1289994,490.018060674
2168,2168,Salix gooddingii,1289995,461.326337604
2169,2169,Salix gooddingii,1289996,432.812060583
2170,2170,Salix gooddingii,1289997,404.512756024
2171,2171,Salix gooddingii,1289998,376.47690469800006
2172,2172,Salix gooddingii,1289999,348.768045822
2173,2173,Salix gooddingii,1290000,321.470744837
2174,2174,Salix gooddingii,1290001,294.621295005
2175,2175,Salix gooddingii,1290002,268.411843036
2176,2176,Salix gooddingii,1290003,243.08049588900002
2177,2177,Salix gooddingii,1290004,218.932266864
2178,2178,Salix gooddingii,1290005,196.404041409
2179,2179,Salix gooddingii,1290006,176.118589257
2180,2180,Salix gooddingii,1290007,158.936992165
2181,2181,Salix gooddingii,1290008,145.959506309
2182,2182,Salix gooddingii,1290009,138.37408529799998
2183,2183,Salix gooddingii,1290092,671.508872456
2184,2184,Salix gooddingii,1290093,642.517280514
2185,2185,Salix gooddingii,1290094,613.622641195
2186,2186,Salix gooddingii,1290095,584.839324761
2187,2187,Salix gooddingii,1290096,556.184614821
2188,2188,Salix gooddingii,1290097,527.679463109
2189,2189,Salix gooddingii,1290098,499.349482614
2190,2190,Salix gooddingii,1290099,471.226268121
2191,2191,Salix gooddingii,1290100,443.349169151
2192,2192,Salix gooddingii,1290101,415.767694496
2193,2193,Salix gooddingii,1290102,388.544805359
2194,2194,Salix gooddingii,1290103,361.693319654
2195,2195,Salix gooddingii,1290104,335.358416448
2196,2196,Salix gooddingii,1290105,309.690938632
2197,2197,Salix gooddingii,1290106,284.871352513
2198,2198,Salix gooddingii,1290107,261.14152768599996
2199,2199,Salix gooddingii,1290108,238.82652171599997
2200,2200,Salix gooddingii,1290109,218.360521804
2201,2201,Salix gooddingii,1290110,200.31107678400002
2202,2202,Salix gooddingii,1290111,185.38537558
2203,2203,Salix gooddingii,1290112,174.387348975
2204,2204,Salix gooddingii,1290113,168.089730449
2205,2205,Salix gooddingii,1290195,737.256937407
2206,2206,Salix gooddingii,1290196,708.415190257
2207,2207,Salix gooddingii,1290197,679.6737245080001
2208,2208,Salix gooddingii,1290198,651.045821551
2209,2209,Salix gooddingii,1290199,622.547148244
2210,2210,Salix gooddingii,1290200,594.196299035
2211,2211,Salix gooddingii,1290201,566.0154872119999
2212,2212,Salix gooddingii,1290202,538.031431969
2213,2213,Salix gooddingii,1290203,510.276505227
2214,2214,Salix gooddingii,1290204,482.790225426
2215,2215,Salix gooddingii,1290205,455.62121525099997
2216,2216,Salix gooddingii,1290206,428.768477715
2217,2217,Salix gooddingii,1290207,402.350118015
2218,2218,Salix gooddingii,1290208,376.468893114
2219,2219,Salix gooddingii,1290209,351.243558635
2220,2220,Salix gooddingii,1290210,326.826020186
2221,2221,Salix gooddingii,1290211,303.411366765
2222,2222,Salix gooddingii,1290212,281.250186635
2223,2223,Salix gooddingii,1290213,260.662382163
2224,2224,Salix gooddingii,1290214,242.049762409
2225,2225,Salix gooddingii,1290215,225.90107897599998
2226,2226,Salix gooddingii,1290216,212.77807095400001
2227,2227,Salix gooddingii,1290217,203.267600671
2228,2228,Salix gooddingii,1290299,803.225633173
2229,2229,Salix gooddingii,1290300,774.516434807
2230,2230,Salix gooddingii,1290301,745.90884011
2231,2231,Salix gooddingii,1290302,717.415003876
2232,2232,Salix gooddingii,1290303,689.049038738
2233,2233,Salix gooddingii,1290304,660.827411476
2234,2234,Salix gooddingii,1290305,632.7694349340001
2235,2235,Salix gooddingii,1290306,604.897882114
2236,2236,Salix gooddingii,1290307,577.239757607
2237,2237,Salix gooddingii,1290308,549.8272708640001
2238,2238,Salix gooddingii,1290309,522.6990686180001
2239,2239,Salix gooddingii,1290310,495.845497571
2240,2240,Salix gooddingii,1290311,469.367625089
2241,2241,Salix gooddingii,1290312,443.338671313
2242,2242,Salix gooddingii,1290313,417.842539081
2243,2243,Salix gooddingii,1290314,392.98294808
2244,2244,Salix gooddingii,1290315,368.888611211
2245,2245,Salix gooddingii,1290316,345.71956477699996
2246,2246,Salix gooddingii,1290317,323.674570335
2247,2247,Salix gooddingii,1290318,302.99907175
2248,2248,Salix gooddingii,1290319,283.99233699900003
2249,2249,Salix gooddingii,1290320,267.01096884099996
2250,2250,Salix gooddingii,1290321,252.463992446
2251,2251,Salix gooddingii,1290322,240.793017918
2252,2252,Salix gooddingii,1290323,232.431683472
2253,2253,Salix gooddingii,1290405,840.773057223
2254,2254,Salix gooddingii,1290406,812.282970268
2255,2255,Salix gooddingii,1290407,783.905551573
2256,2256,Salix gooddingii,1290408,755.6534945039999
2257,2257,Salix gooddingii,1290409,727.541403487
2258,2258,Salix gooddingii,1290410,699.5861517980001
2259,2259,Salix gooddingii,1290411,671.807318924
2260,2260,Salix gooddingii,1290412,644.227726652
2261,2261,Salix gooddingii,1290413,616.874098814
2262,2262,Salix gooddingii,1290414,589.777409193
2263,2263,Salix gooddingii,1290415,562.923713732
2264,2264,Salix gooddingii,1290416,536.401265362
2265,2265,Salix gooddingii,1290417,510.264174191
2266,2266,Salix gooddingii,1290418,484.574800709
2267,2267,Salix gooddingii,1290419,459.40825796
2268,2268,Salix gooddingii,1290420,434.85532935300006
2269,2269,Salix gooddingii,1290421,411.025993682
2270,2270,Salix gooddingii,1290422,388.053575531
2271,2271,Salix gooddingii,1290423,366.099422931
2272,2272,Salix gooddingii,1290424,345.35778184699996
2273,2273,Salix gooddingii,1290425,326.06012863
2274,2274,Salix gooddingii,1290426,308.477580182
2275,2275,Salix gooddingii,1290427,292.919148371
2276,2276,Salix gooddingii,1290428,279.722786849
2277,2277,Salix gooddingii,1290429,269.236044167
2278,2278,Salix gooddingii,1290511,907.15101267
2279,2279,Salix gooddingii,1290512,878.7646156889999
2280,2280,Salix gooddingii,1290513,850.4890003710001
2281,2281,Salix gooddingii,1290514,822.335594382
2282,2282,Salix gooddingii,1290515,794.317392349
2283,2283,Salix gooddingii,1290516,766.4492219030001
2284,2284,Salix gooddingii,1290517,738.7480624589999
2285,2285,Salix gooddingii,1290518,711.23342848
2286,2286,Salix gooddingii,1290519,683.927832274
2287,2287,Salix gooddingii,1290520,656.855749809
2288,2288,Salix gooddingii,1290521,630.002744027
2289,2289,Salix gooddingii,1290522,603.4456623909999
2290,2290,Salix gooddingii,1290523,577.2260194090001
2291,2291,Salix gooddingii,1290524,551.391954495
2292,2292,Salix gooddingii,1290525,526.000282759
2293,2293,Salix gooddingii,1290526,501.118256984
2294,2294,Salix gooddingii,1290527,476.82566781
2295,2295,Salix gooddingii,1290528,453.217307113
2296,2296,Salix gooddingii,1290529,430.40578235199996
2297,2297,Salix gooddingii,1290530,408.524598381
2298,2298,Salix gooddingii,1290531,387.731295449
2299,2299,Salix gooddingii,1290532,368.21022186
2300,2300,Salix gooddingii,1290533,350.17421019
2301,2301,Salix gooddingii,1290534,333.864025428
2302,2302,Salix gooddingii,1290535,319.544046232
2303,2303,Salix gooddingii,1290536,307.492451098
2304,2304,Salix gooddingii,1290537,297.98459268700003
2305,2305,Salix gooddingii,1290618,973.6254853830001
2306,2306,Salix gooddingii,1290619,945.331093187
2307,2307,Salix gooddingii,1290620,917.1451170810001
2308,2308,Salix gooddingii,1290621,889.0778682360001
2309,2309,Salix gooddingii,1290622,861.140955797
2310,2310,Salix gooddingii,1290623,833.347488018
2311,2311,Salix gooddingii,1290624,805.712309566
2312,2312,Salix gooddingii,1290625,778.2522828460001
2313,2313,Salix gooddingii,1290626,750.9866215760001
2314,2314,Salix gooddingii,1290627,723.934090403
2315,2315,Salix gooddingii,1290628,697.0823534230001
2316,2316,Salix gooddingii,1290629,670.497589467
2317,2317,Salix gooddingii,1290630,644.212874352
2318,2318,Salix gooddingii,1290631,618.266477708
2319,2319,Salix gooddingii,1290632,592.7028323540001
2320,2320,Salix gooddingii,1290633,567.573658199
2321,2321,Salix gooddingii,1290634,542.939285244
2322,2322,Salix gooddingii,1290635,518.870193286
2323,2323,Salix gooddingii,1290636,495.448773821
2324,2324,Salix gooddingii,1290637,472.771295095
2325,2325,Salix gooddingii,1290638,450.950005523
2326,2326,Salix gooddingii,1290639,430.115237444
2327,2327,Salix gooddingii,1290640,410.417260199
2328,2328,Salix gooddingii,1290641,392.027470315
2329,2329,Salix gooddingii,1290642,375.13830447099997
2330,2330,Salix gooddingii,1290643,359.96104994
2331,2331,Salix gooddingii,1290644,346.72058993
2332,2332,Salix gooddingii,1290645,335.646208799
2333,2333,Salix gooddingii,1290727,1011.96566236
2334,2334,Salix gooddingii,1290728,983.859132085
2335,2335,Salix gooddingii,1290729,955.867711427
2336,2336,Salix gooddingii,1290730,928.0018166939999
2337,2337,Salix gooddingii,1290731,900.2731040010001
2338,2338,Salix gooddingii,1290732,872.694649778
2339,2339,Salix gooddingii,1290733,845.2811613819999
2340,2340,Salix gooddingii,1290734,818.049223328
2341,2341,Salix gooddingii,1290735,791.012608907
2342,2342,Salix gooddingii,1290736,764.1623894710001
2343,2343,Salix gooddingii,1290737,737.554992853
2344,2344,Salix gooddingii,1290738,711.217672344
2345,2345,Salix gooddingii,1290739,685.181572638
2346,2346,Salix gooddingii,1290740,659.482370865
2347,2347,Salix gooddingii,1290741,634.161026442
2348,2348,Salix gooddingii,1290742,609.264653071
2349,2349,Salix gooddingii,1290743,584.8475249859999
2350,2350,Salix gooddingii,1290744,560.972225215
2351,2351,Salix gooddingii,1290745,537.710933014
2352,2352,Salix gooddingii,1290746,515.146830993
2353,2353,Salix gooddingii,1290747,493.375584587
2354,2354,Salix gooddingii,1290748,472.50680152
2355,2355,Salix gooddingii,1290749,452.66531508699995
2356,2356,Salix gooddingii,1290750,433.992047705
2357,2357,Salix gooddingii,1290751,416.644101701
2358,2358,Salix gooddingii,1290752,400.79360958300003
2359,2359,Salix gooddingii,1290753,386.62478900699995
2360,2360,Salix gooddingii,1290754,374.328649027
2361,2361,Salix gooddingii,1290755,364.09497041599997
2362,2362,Salix gooddingii,1290836,1078.65570401
2363,2363,Salix gooddingii,1290837,1050.62001587
2364,2364,Salix gooddingii,1290838,1022.69580413
2365,2365,Salix gooddingii,1290839,994.892455388
2366,2366,Salix gooddingii,1290840,967.220392541
2367,2367,Salix gooddingii,1290841,939.6912140630001
2368,2368,Salix gooddingii,1290842,912.317854581
2369,2369,Salix gooddingii,1290843,885.114770949
2370,2370,Salix gooddingii,1290844,858.091660303
2371,2371,Salix gooddingii,1290845,831.24274883
2372,2372,Salix gooddingii,1290846,804.616503342
2373,2373,Salix gooddingii,1290847,778.23577885
2374,2374,Salix gooddingii,1290848,752.126410573
2375,2375,Salix gooddingii,1290849,726.31766291
2376,2376,Salix gooddingii,1290850,700.842748041
2377,2377,Salix gooddingii,1290851,675.739422768
2378,2378,Salix gooddingii,1290852,651.050671959
2379,2379,Salix gooddingii,1290853,626.825484072
2380,2380,Salix gooddingii,1290854,603.119720688
2381,2381,Salix gooddingii,1290855,579.997075391
2382,2382,Salix gooddingii,1290856,557.530104552
2383,2383,Salix gooddingii,1290857,535.801294775
2384,2384,Salix gooddingii,1290858,514.904105117
2385,2385,Salix gooddingii,1290859,494.943883165
2386,2386,Salix gooddingii,1290860,476.03850420199996
2387,2387,Salix gooddingii,1290861,458.31852185
2388,2388,Salix gooddingii,1290862,441.926552136
2389,2389,Salix gooddingii,1290863,427.01555883
2390,2390,Salix gooddingii,1290864,413.74569179
2391,2391,Salix gooddingii,1290865,402.279389831
2392,2392,Salix gooddingii,1290946,1145.39152858
2393,2393,Salix gooddingii,1290947,1117.41936791
2394,2394,Salix gooddingii,1290948,1089.55510819
2395,2395,Salix gooddingii,1290949,1061.80724416
2396,2396,Salix gooddingii,1290950,1034.18514483
2397,2397,Salix gooddingii,1290951,1006.6991625
2398,2398,Salix gooddingii,1290952,979.360757712
2399,2399,Salix gooddingii,1290953,952.182642032
2400,2400,Salix gooddingii,1290954,925.171144968
2401,2401,Salix gooddingii,1290955,898.323359067
2402,2402,Salix gooddingii,1290956,871.681173068
2403,2403,Salix gooddingii,1290957,845.2640282660001
2404,2404,Salix gooddingii,1290958,819.0936988210001
2405,2405,Salix gooddingii,1290959,793.194615136
2406,2406,Salix gooddingii,1290960,767.5942336160001
2407,2407,Salix gooddingii,1290961,742.3234587789999
2408,2408,Salix gooddingii,1290962,717.417122378
2409,2409,Salix gooddingii,1290963,692.914523935
2410,2410,Salix gooddingii,1290964,668.860035775
2411,2411,Salix gooddingii,1290965,645.303771476
2412,2412,Salix gooddingii,1290966,622.302311968
2413,2413,Salix gooddingii,1290967,599.9194758140001
2414,2414,Salix gooddingii,1290968,578.227107183
2415,2415,Salix gooddingii,1290969,557.30583837
2416,2416,Salix gooddingii,1290970,537.24576077
2417,2417,Salix gooddingii,1290971,518.146907239
2418,2418,Salix gooddingii,1290972,500.119413221
2419,2419,Salix gooddingii,1290973,483.283185585
2420,2420,Salix gooddingii,1290974,467.766873005
2421,2421,Salix gooddingii,1290975,453.705915193
2422,2422,Salix gooddingii,1290976,441.23946726599996
2423,2423,Salix gooddingii,1290977,430.50607136400004
2424,2424,Salix gooddingii,1291058,1184.25067861
2425,2425,Salix gooddingii,1291059,1156.44021019
2426,2426,Salix gooddingii,1291060,1128.74188803
2427,2427,Salix gooddingii,1291061,1101.16417477
2428,2428,Salix gooddingii,1291062,1073.71636373
2429,2429,Salix gooddingii,1291063,1046.40867723
2430,2430,Salix gooddingii,1291064,1019.25237787
2431,2431,Salix gooddingii,1291065,992.250975027
2432,2432,Salix gooddingii,1291066,965.4041679430001
2433,2433,Salix gooddingii,1291067,938.748324889
2434,2434,Salix gooddingii,1291068,912.300184943
2435,2435,Salix gooddingii,1291069,886.0783472589999
2436,2436,Salix gooddingii,1291070,860.103509749
2437,2437,Salix gooddingii,1291071,834.398740082
2438,2438,Salix gooddingii,1291072,808.989782063
2439,2439,Salix gooddingii,1291073,783.90540085
2440,2440,Salix gooddingii,1291074,759.177770653
2441,2441,Salix gooddingii,1291075,734.842906669
2442,2442,Salix gooddingii,1291076,710.9411420660001
2443,2443,Salix gooddingii,1291077,687.5176488339999
2444,2444,Salix gooddingii,1291078,664.6229965040001
2445,2445,Salix gooddingii,1291079,642.313737579
2446,2446,Salix gooddingii,1291080,620.653000849
2447,2447,Salix gooddingii,1291081,599.711061664
2448,2448,Salix gooddingii,1291082,579.5658439580001
2449,2449,Salix gooddingii,1291083,560.303290608
2450,2450,Salix gooddingii,1291084,542.017515845
2451,2451,Salix gooddingii,1291085,524.810630116
2452,2452,Salix gooddingii,1291086,508.79210633699995
2453,2453,Salix gooddingii,1291087,494.07754197300005
2454,2454,Salix gooddingii,1291088,480.78667565
2455,2455,Salix gooddingii,1291089,469.040549926
2456,2456,Salix gooddingii,1291170,1251.1088265
2457,2457,Salix gooddingii,1291171,1223.34687877
2458,2458,Salix gooddingii,1291172,1195.6930525
2459,2459,Salix gooddingii,1291173,1168.15502642
2460,2460,Salix gooddingii,1291174,1140.74118703
2461,2461,Salix gooddingii,1291175,1113.46070689
2462,2462,Salix gooddingii,1291176,1086.32363306
2463,2463,Salix gooddingii,1291177,1059.33108492
2464,2464,Salix gooddingii,1291178,1032.48513669
2465,2465,Salix gooddingii,1291179,1005.81746229
2466,2466,Salix gooddingii,1291180,979.342625174
2467,2467,Salix gooddingii,1291181,953.076695488
2468,2468,Salix gooddingii,1291182,927.037430445
2469,2469,Salix gooddingii,1291183,901.244477088
2470,2470,Salix gooddingii,1291184,875.719599805
2471,2471,Salix gooddingii,1291185,850.486935497
2472,2472,Salix gooddingii,1291186,825.573278081
2473,2473,Salix gooddingii,1291187,801.00839414
2474,2474,Salix gooddingii,1291188,776.825371274
2475,2475,Salix gooddingii,1291189,753.060998514
2476,2476,Salix gooddingii,1291190,729.756176735
2477,2477,Salix gooddingii,1291191,706.9563547060001
2478,2478,Salix gooddingii,1291192,684.7119814069999
2479,2479,Salix gooddingii,1291193,663.0789602169999
2480,2480,Salix gooddingii,1291194,642.119083553
2481,2481,Salix gooddingii,1291195,621.900416049
2482,2482,Salix gooddingii,1291196,602.4975829680001
2483,2483,Salix gooddingii,1291197,583.991907022
2484,2484,Salix gooddingii,1291198,566.471320971
2485,2485,Salix gooddingii,1291199,550.029969622
2486,2486,Salix gooddingii,1291200,534.767405019
2487,2487,Salix gooddingii,1291201,520.787276613
2488,2488,Salix gooddingii,1291202,508.195432371
2489,2489,Salix gooddingii,1291203,497.097382285
2490,2490,Salix gooddingii,1291284,1317.9897275
2491,2491,Salix gooddingii,1291285,1290.27175889
2492,2492,Salix gooddingii,1291286,1262.6581096
2493,2493,Salix gooddingii,1291287,1235.15577632
2494,2494,Salix gooddingii,1291288,1207.7723634000001
2495,2495,Salix gooddingii,1291289,1180.51614633
2496,2496,Salix gooddingii,1291290,1153.39614261
2497,2497,Salix gooddingii,1291291,1126.4114246
2498,2498,Salix gooddingii,1291292,1099.56623604
2499,2499,Salix gooddingii,1291293,1072.88821295
2500,2500,Salix gooddingii,1291294,1046.39014114
2501,2501,Salix gooddingii,1291295,1020.08604414
2502,2502,Salix gooddingii,1291296,993.991321632
