species,flag
a035,0
a044,0
a067,0
a070,0
a071,0
b109,0
b113,0
b121,0
b143,0
b144,0
b150,0
b154,0
b234,0
b240,0
b241,0
m183,0
r005,0
r007,0
r014,0
r019,0
r035,0
r046,0
r053,0
r061,0
r079,0
b259,0
b268,0
b270,0
b271,0
b297,0
b315,0
b342,0
b410,0
b413,0
b484,0
b497,0
b499,0
b549,0
b553,0
m006,0
m045,0
m052,0
m068,0
m073,0
m086,0
m104,0
m106,0
m108,0
m110,0
m111,0
m114,0
m127,0
m134,0
m147,0
m148,0
m150,0
m159,0
m164,0
m168,0
a001,0
a003,0
a011,0
a013,0
a017,0
a018,0
a024,0
a025,0
a031,0
