cwhr_id,whr13_code,habitat_suitability
M032,11,0.92
M165,11,0.70352380952381
B162,9,1
B348,1023,0.22
B121,2,0.55
M034,11,0.951428571428571
B093,9,0.517777777777778
B282,1043,0.11
B528,1040,0.333333333333333
R036,8,0.495
B215,1052,0.22
B435,1034,0.22
M177,6,0.773333333333333
B277,6,0.22
B344,12,0.22
B129,2,0.886666666666667
B417,1063,0.55
B267,1063,0.886666666666667
B065,1052,1
A038,4,0.623333333333333
B094,3,0.666666666666667
M047,1042,0.33
R067,8,0.33
B293,11,1
M027,2,0.886666666666667
M178,1,1
B163,1040,0.663333333333333
M143,3,0.33
M145,11,0.449428571428571
M042,1042,0.22
M005,1,1
B286,13,1
R058,8,0.495
M112,1052,0.33
B333,12,0.22
R051,8,0.66
R072,5,0.33
M103,2,0.33
B126,5,1
M029,4,0.172857142857143
B103,11,0.22
R057,4,0.808571428571429
B255,1042,1
R005,4,0.33
A046,11,0.645238095238095
B051,1,0.537533333333333
B226,1023,0.333333333333333
B375,1063,0.44
B798,1037,0.11
M038,1040,0.11
B321,1,0.33
A056,3,0.33
B510,1052,0.11
B368,1,0.35734693877551
B520,1040,0.333333333333333
M051,1043,0.773333333333333
B315,6,0.443333333333333
M040,13,0.146666666666667
B077,9,0.48
B408,13,1
B460,11,0.366666666666667
B104,11,0.666666666666667
M070,1034,0.663333333333333
M116,2,0.83
M039,13,0.22
B366,4,0.83952380952381
B799,11,0.22
M001,1037,0.44
B487,3,1
B343,3,0.773333333333333
B389,1034,0.22
B550,13,0.666666666666667
B542,4,0.146666666666667
M162,1034,0.443333333333333
A029,8,0.385
M035,13,0.61
A028,9,0.83
M023,1040,0.11
R037,1042,0.33
B126,11,0.91952380952381
B545,6,0.11
B124,12,0.11
B281,4,0.11
B702,4,0.20625
B156,1023,0.22
B346,8,0.275
B272,12,0.33
M036,13,0.11
B521,1040,0.66
A043,11,0.425714285714286
A002,2,0.553333333333333
B407,1,0.290964187327824
M177,1039,0.333333333333333
M072,1034,0.773333333333333
B532,1042,0.66
B277,1039,0.11
B534,4,0.415
B267,12,0.22
B864,1040,0.666666666666667
B344,1063,0.333333333333333
B133,1040,1
B140,1023,0.662222222222222
B087,1040,0.776666666666667
M174,1034,0.443333333333333
B148,1052,0.66
B551,3,0.66
R051,1037,0.33
M026,12,0.11
B052,9,0.666666666666667
A040,6,0.665
B476,11,0.61
R058,1037,0.66
B337,4,0.83
B348,2,0.66
B121,1023,0.331666666666667
R023,8,1
B333,1063,0.385
B114,4,0.33
R059,1,0.58575
B798,8,0.22
B289,2,0.924444444444445
B293,5,0.666666666666667
M160,4,0.915
A048,4,0.33
B111,1023,0.354666666666667
M161,1049,0.11
R061,1042,0.33
B129,1023,0.403333333333333
R042,8,0.495
A017,2,0.66
B172,1040,0.666666666666667
B127,1,0.792602040816327
B354,5,0.886666666666667
B123,1,1
R049,2,0.83
M027,1023,0.11
M014,12,0.83
M032,5,0.776666666666667
M057,4,0.605
B071,1023,0.61
M153,1049,0.11
R009,13,0.66
M045,1049,0.33
B086,6,0.496666666666667
B510,1043,0.44
B059,1,0.443333333333333
A034,1039,0.33
M051,1052,0.33
M136,4,0.385
M072,3,1
B354,1063,0.22
B415,1,0.69
M034,1063,0.11
M103,13,0.66
B180,9,0.442222222222222
A004,2,0.83
B286,2,0.22
M003,6,1
M134,1040,0.773333333333333
M165,1063,0.11
M032,1063,0.22
M162,3,0.7
B125,1,0.506111111111111
B436,1042,0.22
R026,13,1
B512,1034,0.44
M039,2,0.183333333333333
B417,11,0.904285714285714
M127,11,0.680857142857143
B437,8,0.22
B267,11,0.904285714285714
B475,4,0.44
B386,1,0.9425
M166,6,0.44
B404,1023,0.591111111111111
R062,1023,0.33
B009,9,0.61
A031,6,0.495
B233,1052,0.22
B272,11,0.866
B408,2,0.66
M145,1063,0.146666666666667
B253,1042,0.663333333333333
R072,12,0.6625
M149,1042,0.22
B126,12,0.36
B341,1,0.85125
R034,8,0.66
B124,11,0.505238095238095
R046,1,0.692
B150,1023,0.664
M152,1,0.724628099173554
B536,1,0.790909090909091
A009,1,0.66
B276,11,0.655238095238095
M113,1,0.457959183673469
M026,11,0.61552380952381
B119,4,0.33
A071,4,0.665
M025,1,0.715867346938776
M142,1042,0.33
R006,8,0.33
B391,1,0.488291666666667
B140,13,0.701111111111111
A046,1063,0.33
B375,11,0.258
R012,13,0.495
M109,12,0.915
R010,1,0.33
B257,1042,0.553333333333333
M046,3,0.44
B085,1040,0.55
M027,13,0.495
B235,1040,1
M024,9,0.333333333333333
M099,4,0.663333333333333
R028,8,0.33
M174,3,1
M140,1023,0.462
B799,1063,0.22
M006,1,0.7875
B183,9,0.666666666666667
B352,6,0.333333333333333
B342,9,0.665
B197,1034,0.666666666666667
R008,8,0.33
B129,13,0.776666666666667
B075,1023,0.627777777777778
R079,9,0.666666666666667
M089,4,0.66
B116,1049,0.776666666666667
B251,8,0.22
A063,8,0.66
B200,1052,0.33
M120,6,0.33
M134,6,0.773333333333333
R060,8,0.33
B119,1034,0.333333333333333
M142,2,0.33
B250,1040,0.333333333333333
B288,4,0.66
M117,1,0.947959183673469
M160,3,0.886666666666667
M042,13,0.295555555555556
M166,1040,0.22
R078,1052,0.33
R027,2,0.33
M047,13,0.774444444444444
B114,3,1
R074,12,0.44
M133,12,0.33
B551,4,1
R073,1,0.33
B307,11,0.912571428571429
R045,1,0.33
B393,1049,1
B337,3,1
B113,11,0.342571428571429
B410,1037,0.44
M081,1049,1
R066,5,0.33
M102,1037,0.33
B311,8,0.44
M075,2,0.773333333333333
M106,3,1
M079,8,0.33
M136,1034,0.773333333333333
M151,1043,0.22
R018,4,0.44
M063,4,0.33
A045,1043,0.33
M115,4,0.66
B308,1,0.814833333333333
B255,13,0.625555555555556
M181,1063,0.22
B324,1023,0.443333333333333
B199,1023,0.44
B286,1042,0.33
B281,3,0.11
B702,3,0.22
M052,6,1
B469,12,0.44
B235,6,0.553333333333333
B085,6,0.627777777777778
B512,4,0.457142857142857
B236,5,0.666666666666667
R076,1,0.666530612244898
M039,1042,0.11
M055,4,1
A039,1023,0.33
B411,1039,0.333333333333333
B436,2,0.553333333333333
M069,8,0.33
B542,3,0.22
B070,1023,0.553333333333333
M054,8,0.33
B352,1040,0.333333333333333
M107,12,0.915
M019,5,0.55
R047,4,0.495
M149,2,0.59
B052,1,0.22
M083,8,0.83
B141,2,0.886666666666667
R065,9,0.44
B274,1063,0.11
R050,1,0.33
A014,1,0.553333333333333
R011,4,0.33
B337,1034,0.666666666666667
M077,1063,0.183333333333333
B341,9,0.943333333333333
B620,12,1
M174,4,0.594
B213,1023,0.11
R061,2,0.66
B289,1042,0.22
M160,1034,0.44
M023,6,0.165
M046,4,0.61
B114,1034,1
R071,1,0.33
B084,1023,0.293333333333333
B348,1042,0.776666666666667
M123,1037,0.66
B521,6,1
B278,8,0.886666666666667
B307,12,0.33
M122,8,0.33
A071,3,0.66
B119,3,0.22
B059,9,0.515555555555556
B864,6,0.74
R074,11,0.33
M047,1023,0.618666666666667
R004,1052,0.33
M042,1023,0.248333333333333
A032,1043,0.33
B176,5,0.666666666666667
B542,1034,0.22
B324,13,1
M146,1,1
M038,1039,0.11
B255,1023,0.3325
B087,6,0.665555555555556
M021,5,0.666666666666667
B133,6,0.776666666666667
R037,2,0.665
R029,1052,0.33
B376,8,0.33
B530,1063,0.66
B524,1043,1
B350,1,0.58969696969697
B418,1063,0.44
M162,4,0.951428571428571
B304,4,0.22
B519,1063,0.44
B364,8,0.22
B273,8,0.22
B398,11,0.345714285714286
M025,9,0.22
M126,8,1
M084,1063,1
B281,1034,0.11
B409,1023,0.468333333333333
B172,6,0.666666666666667
A039,13,0.33
B499,1063,0.33
B110,8,0.22
B360,4,0.582857142857143
B532,2,0.625555555555556
B269,1,0.553333333333333
M072,4,0.83
M136,3,0.886666666666667
B128,8,0.33
A009,9,0.66
B520,1039,0.333333333333333
B469,11,1
R069,12,0.5775
B255,6,0.11
B546,13,0.22
B111,1040,0.553333333333333
M043,3,0.33
B159,3,0.666666666666667
B380,1034,0.22
M071,13,1
B139,1042,0.663333333333333
B344,8,0.776666666666667
B409,6,0.553333333333333
B538,1052,0.22
B117,1,0.882090729783037
M027,1040,0.11
B390,4,0.22
B407,1043,0.666666666666667
M031,4,0.236666666666667
B131,1052,0.33
B798,1063,0.22
M026,1037,0.11
B333,8,0.22
B083,11,0.22
B168,9,0.61
B514,1034,0.22
B463,11,0.643809523809524
A041,6,0.495
R055,13,0.55
R022,1049,0.66
M023,1023,0.132
A058,3,0.33
B084,6,0.48
B317,2,0.552222222222222
A006,11,0.738285714285714
B115,1049,0.33
A057,11,0.951428571428571
B544,2,0.716666666666667
B127,1043,0.666666666666667
M121,3,1
B326,4,0.625555555555556
R039,13,0.886666666666667
B864,1023,0.627777777777778
M151,9,0.165
M114,3,0.66
M042,6,0.333333333333333
B357,1,0.569523809523809
B349,8,1
M142,1039,0.773333333333333
M104,2,0.33
A032,9,0.886666666666667
B510,1,0.509132653061224
M108,11,0.33
M165,8,1
M032,8,0.66
A003,1,0.586875
A008,9,1
B235,1023,0.591111111111111
M076,11,0.33
A007,3,0.33
B051,1052,0.22
M152,1043,0.11
B381,3,0.333333333333333
B103,8,0.22
M025,1043,0.22
R058,11,0.689714285714286
M113,1043,0.66
R051,11,0.825142857142857
M159,1,0.556125
B318,13,0.22
R040,1052,0.33
B799,8,0.22
M150,5,0.44
B537,2,0.55
R064,1,0.53625
B363,1,0.873111111111111
B239,9,1
B110,5,0.11
M121,4,0.775
B361,11,0.245142857142857
B128,5,0.11
B150,6,1
B264,1034,0.333333333333333
B483,1042,0.22
B199,1040,0.44
B438,11,0.609047619047619
M085,1034,1
A058,4,0.5775
M176,1063,0.257777777777778
A039,1040,0.33
R033,12,0.33
B311,1063,0.666666666666667
B353,1049,1
B339,1042,0.22
M031,3,0.183333333333333
B070,1040,0.666666666666667
B495,1052,0.11
B352,1023,0.305
B425,13,0.368888888888889
B158,11,0.4975
B411,1042,0.666666666666667
B089,9,0.638333333333333
M151,1,1
M078,11,0.66
B369,4,0.8025
B075,1040,0.666666666666667
B370,8,0.22
M141,3,0.66
B151,1034,0.666666666666667
B159,4,0.22
B058,11,0.403714285714286
M029,1049,0.11
R057,1049,0.66
M147,1063,0.366666666666667
B101,9,0.555
B274,8,0.66
A027,1063,0.33
M043,4,0.165
M166,1023,0.22
B173,5,0.666666666666667
B265,1034,0.333333333333333
B149,1034,0.666666666666667
A044,6,0.83
B140,6,0.773333333333333
M147,5,0.11
B226,1039,0.333333333333333
A027,5,0.33
M012,1,0.914920634920635
M038,1042,0.11
B121,6,0.44
B410,11,0.833142857142857
B129,6,0.888888888888889
A003,9,1
M177,2,0.698888888888889
A008,1,1
B277,2,0.495
A018,11,0.33
B520,1042,0.22
M102,11,0.33
A032,1,0.419551282051282
B381,4,0.275
B071,6,0.517777777777778
R064,9,0.666666666666667
B649,9,0.666666666666667
B093,1052,0.22
B165,1034,0.33
R066,8,0.33
B262,1052,0.22
B528,1042,0.773333333333333
M037,1052,0.11
A007,4,1
B156,6,0.22
A030,12,0.22
B545,1023,0.33
B499,8,0.22
B809,4,0.242
B128,1063,0.33
B065,9,0.553333333333333
M047,1040,0.663333333333333
R041,4,0.33
B496,4,0.662
B062,3,0.11
A063,11,0.66
R061,1040,0.66
B226,6,0.333333333333333
B251,11,0.943888888888889
B134,4,0.275
A021,2,0.33
B007,9,0.517777777777778
B079,1034,1
B305,1,0.8085
A062,9,0.55
M122,12,0.83
B071,1039,0.666666666666667
B113,8,0.44
M100,1,0.33
B377,4,0.458333333333333
R019,4,0.33
A034,13,0.33
B220,6,0.11
M079,11,0.83
R063,1023,0.33
B331,1023,0.22
M023,1042,0.22
R033,5,0.773333333333333
M129,2,1
B273,12,0.22
B231,9,0.553333333333333
M016,1034,0.66
B493,1,0.4975
B241,9,1
M126,12,1
B425,2,0.591111111111111
B116,1034,0.333333333333333
R030,1,0.495
B110,12,0.11
R075,1,0.33
A060,11,1
R021,1,0.33
B128,12,0.11
B548,1023,0.33
A001,3,0.665
B269,1052,0.44
R060,12,0.6625
B247,4,0.666666666666667
B150,1039,0.553333333333333
M140,1039,0.44
M050,8,0.66
B262,1043,0.666666666666667
B006,6,0.72
B257,1040,0.666666666666667
R074,8,0.33
B497,1,0.66
M133,8,0.66
M037,1043,0.11
R029,1,0.44
B309,2,0.476666666666667
B278,11,0.886666666666667
M130,4,0.83
B364,11,0.248571428571429
B287,1042,0.55
B044,1023,0.22
M181,1037,0.22
B376,11,0.606
M175,1034,0.443333333333333
B393,3,0.22
B303,3,0.11
M081,3,1
B525,1063,0.44
M069,12,1
B351,1034,0.333333333333333
B057,11,0.33
B485,1042,0.33
M161,4,0.854285714285714
M160,1049,0.44
B009,1052,0.44
B340,4,0.11
M033,4,0.22
M107,8,1
M149,1040,0.33
M083,12,0.66
B356,1042,0.22
A027,12,0.775555555555556
M177,13,0.66
B277,13,0.776666666666667
B123,1052,0.33
B127,1052,0.33
B317,13,0.22
B504,4,0.552380952380952
M034,1037,0.11
M142,6,0.66
B354,1037,0.333333333333333
A062,1,0.789583333333333
M134,2,0.665
M153,1034,0.33
M135,1,0.66
B131,1043,0.22
R054,8,0.83
M039,1040,0.11
R039,2,0.33
M145,1037,0.11
B323,13,1
R019,3,1
B426,1,0.585238095238095
B339,1023,0.295555555555556
B544,13,0.66
B355,2,1
M015,3,0.22
R072,8,0.33
B411,1023,0.354666666666667
B126,8,1
B352,1042,1
B346,11,0.540952380952381
B200,9,0.591111111111111
R023,11,0.495
B538,1043,1
R044,13,0.495
M072,1049,0.66
B546,2,0.476666666666667
B134,3,0.44
M166,1042,0.11
M052,2,0.663333333333333
M001,11,0.708571428571429
R042,11,0.463
M049,1,0.455
B334,1043,0.22
R040,1043,0.66
B319,1,0.773333333333333
R036,1063,0.44
B135,6,1
M161,3,0.366666666666667
B340,3,0.333333333333333
M033,3,0.183333333333333
A029,12,0.22
M038,1023,0.154666666666667
M150,12,0.66
B303,4,0.22
B393,4,0.805
M081,4,0.7475
M011,11,0.421666666666667
M152,1052,0.11
B533,1,1
R034,11,0.33
B520,1023,0.333333333333333
B138,1034,0.22
B521,2,0.33
M018,11,0.661428571428572
B096,9,0.833333333333333
B318,2,1
B288,1049,0.55
B413,11,1
M113,1052,0.33
B164,1034,0.663333333333333
B437,11,0.518666666666667
B484,11,0.875428571428571
A026,4,0.33
B191,1023,0.515555555555556
B082,3,0.831666666666667
B528,1023,0.388333333333333
B545,1042,0.773333333333333
M045,1034,0.773333333333333
B268,13,1
M051,1,0.612568027210884
B059,1052,0.11
M042,1039,0.22
M156,1,0.959388888888889
B163,1023,0.588888888888889
B430,1034,0.22
M014,8,0.66
B501,1034,0.33
M148,1023,0.553333333333333
B326,1023,0.22
M070,1039,0.663333333333333
B415,8,1
M034,1043,0.11
B319,11,0.22
M119,12,0.33
B116,2,0.776666666666667
M023,4,0.204761904761905
B437,1,0.389047619047619
M173,9,1
B509,1037,0.11
B131,1037,0.33
B125,8,0.553333333333333
B264,13,0.848888888888889
M145,1043,0.22
B386,8,0.44
M018,1,0.5995
B042,1052,0.22
M031,1023,0.11
B352,3,0.333333333333333
R034,1,0.4125
B533,11,0.33
B341,8,0.66
B477,2,0.83
M011,1,0.26125
B257,1049,0.44
B272,1052,0.22
M171,5,0.553333333333333
B124,1052,0.33
B538,1037,0.553333333333333
B435,1039,0.22
B297,1063,0.776666666666667
B294,2,0.776666666666667
M128,2,0.83
B536,8,0.33
B079,2,0.66
R024,13,1
M003,3,1
B484,1,0.58125
M141,1023,0.661333333333333
B057,9,0.11
B265,13,0.59
M166,3,0.33
R010,8,0.33
M160,1040,0.44
B275,1039,0.333333333333333
M149,1049,0.22
B291,13,0.666666666666667
M162,6,0.773333333333333
B114,1040,1
M030,1039,0.11
M156,11,0.886666666666667
A037,1039,0.33
M182,1034,0.776666666666667
M051,11,0.893142857142857
R028,1,0.33
R008,1,0.33
B491,12,0.368888888888889
B215,5,0.666666666666667
M161,1042,0.11
R040,1037,0.33
R061,1049,0.33
B351,2,1
B197,6,0.666666666666667
A040,3,0.66
A062,11,1
B219,9,0.666666666666667
B356,4,0.165
B282,12,0.304166666666667
B346,1,0.889285714285714
M120,4,0.78875
B426,11,0.440571428571429
M088,4,0.864
B414,4,0.72
B373,2,0.886666666666667
B287,4,0.886666666666667
M135,11,0.83
B053,1023,0.385
R037,1049,0.33
R068,4,0.55
A015,4,0.5775
M060,13,0.33
R023,1,0.7416
B482,2,0.626666666666667
A060,9,0.55
B051,1037,0.666666666666667
R042,1,0.770355029585799
B545,3,0.22
B250,1034,0.333333333333333
M001,1,0.546857142857143
A036,4,0.33
B380,13,0.293333333333333
M011,9,0.33
B099,9,0.443333333333333
B085,1034,0.55
R071,8,0.33
M166,4,0.971666666666667
M003,4,0.5775
B278,1,0.886666666666667
R029,11,0.648214285714286
B159,1023,0.61
M004,1,0.377142857142857
M028,1039,0.22
M136,6,0.83
M146,8,1
B298,1042,0.666666666666667
B773,2,0.22
B524,1063,1
B376,1,0.728231292517007
B350,8,0.83
B193,9,0.666666666666667
M023,3,0.22
B364,1,0.938333333333333
B495,1037,0.55
B166,1023,0.33
M053,1,0.22
R017,13,0.44
B489,1063,0.886666666666667
A071,6,0.665
M134,1034,0.773333333333333
B505,1063,0.22
M153,2,1
B214,9,0.609166666666667
B864,3,0.776666666666667
B504,1042,0.44
B430,2,0.553333333333333
B385,1063,0.44
A036,3,0.33
B251,1,0.659444444444444
B534,6,1
B172,1034,0.666666666666667
B281,6,0.165
M045,2,0.83
B545,4,0.183333333333333
A063,1,0.66
M117,8,1
B262,1037,0.666666666666667
M185,2,0.22
B133,1034,1
A015,3,0.33
M039,1049,0.11
B087,1034,0.553333333333333
B305,11,0.44
B542,6,0.22
R068,3,0.66
A053,2,0.66
M179,3,0.22
B381,1023,0.368888888888889
M072,1040,0.773333333333333
B307,1052,0.11
M088,3,0.33
A045,1063,0.33
B221,1023,0.22
R043,12,0.33
M079,1,0.939871794871795
M181,1043,0.22
B506,1063,0.22
B655,9,0.666666666666667
B138,2,1
M120,3,0.496666666666667
B521,1034,1
B358,2,0.773333333333333
A060,1,0.789583333333333
R021,11,0.66
B393,1042,0.44
B303,1042,1
M081,1042,1
A048,6,0.66
R076,8,1
M054,1,0.256666666666667
A040,4,0.665
B281,1039,0.11
B367,5,1
B389,1040,0.11
B323,1034,0.666666666666667
M012,11,0.357916666666667
B385,12,0.44
B544,1034,0.22
M139,1052,0.44
B773,13,0.22
B076,6,0.666666666666667
B543,6,0.22
R063,4,0.55
B331,4,0.264
A032,11,0.66
M102,1,0.33
M022,6,0.11
B411,3,0.333333333333333
M031,1042,0.11
A008,11,0.904285714285714
B339,3,0.333333333333333
M154,5,0.44
M153,13,0.716666666666667
B359,12,0.805
B271,6,0.333333333333333
B410,1,0.431388888888889
B170,6,0.626666666666667
M044,1,0.33
M056,3,0.11
R020,4,0.33
B380,2,1
M141,1042,0.33
M125,12,0.745
B340,1023,0.248333333333333
M033,1023,0.22
M161,1023,0.33
B111,1049,0.886666666666667
B438,1,0.85958041958042
B361,1,0.731868131868132
M131,2,1
M038,3,0.295555555555556
B522,1034,0.22
B520,3,0.276666666666667
M027,1049,0.11
B176,1052,0.22
A070,2,0.663333333333333
M136,1039,0.66
M087,5,0.33
B307,1043,0.333333333333333
M181,1052,0.11
M186,11,0.586666666666667
M028,6,0.165
B554,8,1
B343,1040,0.66
B098,9,0.666666666666667
R022,1040,0.33
B082,1023,0.33
B185,1040,0.666666666666667
A057,9,0.33
A066,2,0.83
B115,1040,0.11
B430,13,0.48
M151,11,1
B524,12,0.22
B528,3,0.776666666666667
A023,6,0.33
B083,9,0.478888888888889
B109,5,0.666666666666667
B090,1023,0.33
B094,1040,0.22
A006,9,0.886666666666667
M148,3,0.886666666666667
B489,12,0.22
B058,1,0.252083333333333
M163,1023,0.11
B062,1023,0.330833333333333
B079,13,0.44
B282,1063,0.11
A003,11,0.4455
B265,2,0.886666666666667
B510,11,0.605619047619048
B294,13,0.22
B299,1063,0.666666666666667
B104,1052,0.22
A050,1043,0.33
B049,1023,0.33
B010,9,0.5825
M118,13,0.773333333333333
A056,6,0.33
R067,1,0.33
M056,4,0.773333333333333
B291,2,0.666666666666667
B369,1042,0.66
B339,4,0.198
R051,1,0.627272727272727
R058,1,0.398181818181818
B256,1037,0.666666666666667
B411,4,0.242
B116,13,0.513333333333333
M095,11,0.874166666666667
B331,3,0.22
R063,3,0.44
B127,1037,0.666666666666667
B363,11,0.55
B483,4,0.683333333333333
B368,8,1
A059,2,1
B477,13,0.442222222222222
M034,1052,0.11
M047,1049,0.33
R064,11,0.44
B216,1023,0.385
B354,1052,0.11
M143,6,1
B504,1023,0.22
M066,5,0.776666666666667
B264,2,0.776666666666667
M159,11,0.33
B494,8,0.66
M059,2,1
M148,4,0.66
B482,13,0.22
B244,9,1
M168,9,0.33
B158,9,1
M070,6,1
M060,2,0.83
B809,1042,0.22
B353,1040,0.333333333333333
B528,4,0.66
B290,2,1
B117,11,0.280285714285714
B233,5,0.666666666666667
A039,1049,0.33
R070,13,0.55
A006,1,0.719100529100529
M152,1037,0.11
A020,2,0.83
B101,11,0.44
M157,8,1
B058,9,0.481111111111111
B463,1,0.563928571428571
A022,6,0.33
M113,1037,0.886666666666667
B277,1034,0.11
M025,1037,0.11
B297,12,0.663333333333333
M177,1034,0.333333333333333
B435,6,0.11
M038,4,0.377142857142857
B357,11,0.424285714285714
B282,5,1
B234,6,0.11
B279,6,0.11
M081,1023,0.932
B393,1023,0.183333333333333
M175,13,0.773333333333333
M029,1040,0.11
B275,6,0.333333333333333
R057,1040,0.33
A057,1,0.768571428571429
M162,1039,0.443333333333333
M030,6,0.11
B231,6,0.22
B093,1023,0.22
M180,4,1
B262,1023,0.577333333333333
R076,2,0.66
B554,13,0.33
B220,9,0.833333333333333
M037,1023,0.11
B052,2,0.22
M072,12,0.66
B545,1052,0.44
B050,13,0.44
B259,1063,0.773333333333333
B065,1039,0.553333333333333
M135,6,1
B226,9,1
M174,12,0.66
B115,5,0.11
B185,5,0.666666666666667
B381,1037,0.22
R007,13,0.66
B307,4,0.4125
B476,3,0.553333333333333
A062,6,0.33
M142,1,0.424285714285714
M025,1042,0.22
B389,1063,0.66
M117,2,0.776666666666667
M113,1042,0.66
B124,3,0.517777777777778
M156,6,0.553333333333333
M051,6,0.33
M153,8,0.66
B272,3,0.333333333333333
R018,12,0.7475
B532,1,0.501166666666667
B407,1042,0.44
M162,11,0.951428571428571
M146,2,1
B398,4,0.915
R047,12,0.66
B342,2,1
R094,5,0.773333333333333
B773,8,0.22
B126,1034,0.333333333333333
R022,1063,0.66
B046,5,0.666666666666667
B512,12,0.22
A050,3,0.33
B471,1063,0.44
B629,3,0.44
B115,1063,0.404444444444444
B288,12,0.848888888888889
B127,1042,0.663333333333333
B343,1063,0.495
B077,13,0.22
A014,2,0.66
M183,13,0.22
B135,1,0.22
B276,3,0.773333333333333
M026,3,0.11
B006,9,0.498333333333333
B331,1043,0.22
B495,1023,0.44
R071,2,0.33
B352,1052,0.22
M109,4,0.33
B227,5,1
R070,8,0.66
B074,1034,0.666666666666667
B307,3,0.333333333333333
B200,6,0.851111111111111
A048,11,0.83
R040,1023,0.33
B338,1023,0.333333333333333
M133,1034,0.66
B348,1,0.5225
M050,1034,0.443333333333333
M038,1043,0.22
M057,11,0.66
B482,8,0.83
M175,8,0.66
B196,1034,0.22
B542,11,0.546857142857143
A032,1039,0.33
B281,11,0.297
B235,1052,0.33
M029,5,0.666666666666667
B351,8,1
B108,1063,0.33
M180,3,0.776666666666667
M157,13,0.44
B282,1040,0.11
B051,1023,0.577333333333333
M160,12,1
B509,1023,0.275
B131,1023,0.358333333333333
M029,1063,0.11
M147,1049,0.33
R057,1063,0.66
B114,12,0.11
B108,5,0.886666666666667
A027,1049,0.33
B467,2,0.44
B337,12,0.805
M023,1052,0.11
M031,1037,0.11
B276,4,0.625555555555556
M026,4,0.141428571428571
A071,11,0.499714285714286
M006,2,1
M118,8,0.83
B375,4,0.22
R046,2,0.776666666666667
M013,1,1
B294,8,0.72
M128,8,0.83
B536,2,0.83
B864,1052,0.44
M151,1039,0.11
M176,1049,0.22
M136,11,0.66
B386,2,0.85
B148,1040,0.776666666666667
M040,1,0.11
B353,1063,0.777777777777778
B368,13,0.61
B341,2,1
B477,8,0.33
B334,1023,0.11
B475,11,0.904285714285714
B267,4,0.275
B321,13,0.553333333333333
B415,2,0.886666666666667
B538,1023,0.47
B286,1,0.22
B272,4,0.553888888888889
B702,12,0.11
B124,4,0.242
M141,1037,0.773333333333333
B116,8,0.66
B084,9,0.498333333333333
B525,1049,0.44
B191,1052,0.44
B262,1042,0.666666666666667
M037,1042,0.11
R057,12,0.745
M029,12,0.11
B213,9,0.443333333333333
B215,1040,0.666666666666667
M160,1063,0.44
B528,1052,0.553333333333333
A041,9,0.33
B168,6,0.777777777777778
M021,3,0.11
B114,1063,0.496666666666667
M062,1,1
M094,8,1
M157,2,1
B378,12,0.851111111111111
M137,1034,0.773333333333333
B059,1023,0.331666666666667
B132,11,0.22
M151,6,0.333333333333333
M064,8,1
B163,1052,0.44
B584,5,0.666666666666667
B550,1,1
R029,1039,0.33
R052,11,0.377142857142857
M086,4,0.615714285714286
M028,11,0.628571428571429
B290,8,0.66
M105,11,0.605
M067,12,0.745
M081,1037,1
M038,1052,0.11
M140,1,0.495
B146,6,0.888888888888889
B519,1034,1
M152,1023,0.154
M181,3,0.44
B417,721,0.776666666666667
B126,721,0.11
M041,721,0.22
B530,721,1
B519,721,0.773333333333333
B274,721,0.33
B370,721,1
B460,721,0.22
B080,721,0.44
B799,721,0.666666666666667
A046,721,0.66
M032,721,1
B527,721,1
B333,721,1
B344,721,0.333333333333333
M157,721,0.33
B368,721,1
B321,721,1
B554,721,0.44
B077,721,0.22
B052,721,0.776666666666667
R076,721,0.33
M117,721,0.66
M146,721,0.553333333333333
B342,721,0.11
A014,721,0.33
B536,721,1
B341,721,1
B386,721,0.44
B415,721,0.44
B380,721,1
R024,721,0.33
B265,721,1
B149,721,1
B291,721,0.553333333333333
B264,721,1
M085,721,0.66
B116,721,1
B079,721,1
B298,721,0.666666666666667
B504,721,0.44
B373,721,1
B773,721,0.22
M161,721,0.33
B340,721,1
M033,721,0.66
M153,721,0.66
M045,721,1
B430,721,0.776666666666667
B358,721,1
B545,721,1
B425,721,0.666666666666667
B250,721,1
B086,721,0.22
B352,721,1
M134,721,0.66
B287,721,1
B356,721,1
B485,721,0.55
B546,721,0.44
M023,721,0.66
B864,721,0.22
B521,721,0.773333333333333
B133,721,0.66
B087,721,0.44
B528,721,1
M038,721,0.55
B317,721,1
B520,721,0.22
B544,721,0.44
B483,721,1
B411,721,1
B339,721,1
M177,721,0.22
B139,721,0.886666666666667
B348,721,1
B289,721,1
B220,721,0.666666666666667
B286,721,1
B408,721,1
M040,721,0.33
M039,721,0.55
B252,721,1
M142,721,1
B254,721,1
B257,721,1
B365,721,1
B253,721,1
M149,721,0.33
B436,721,0.22
B260,721,0.33
B532,721,1
B255,721,1
B213,721,0.11
M042,721,0.22
M047,721,1
A039,721,0.55
B075,721,0.22
M140,721,1
B550,721,1
M036,721,0.22
B404,721,0.22
B111,721,1
B121,721,0.773333333333333
B140,721,0.886666666666667
M027,721,0.11
B129,721,1
B076,721,0.773333333333333
M022,721,0.11
B353,721,1
B302,721,0.55
B543,721,1
M029,721,0.886666666666667
R057,721,0.33
B108,721,0.553333333333333
M028,721,0.66
B301,721,1
B343,721,1
B292,721,1
R022,721,0.33
B471,721,0.666666666666667
B115,721,0.886666666666667
B547,721,1
B389,721,1
