cwhr_id,whr13_code,habitat_suitability
B366,1,0.776666666666667
A050,13,0.66
B094,9,0.638333333333333
M035,12,0.11
A046,2,0.66
B151,1052,0.22
B550,12,0.44
B103,2,0.22
M151,1049,0.11
M103,11,0.594
B368,4,0.8325
B483,8,0.66
B083,1040,0.33
R014,12,0.66
M145,2,0.623333333333333
B274,1042,0.11
B219,1039,0.33
B408,1063,0.44
B353,1,0.252083333333333
M010,1,0.589875
B495,1034,0.66
B427,2,0.33
M067,1,0.773333333333333
A049,1,0.789583333333333
M014,13,1
M144,6,1
M027,11,0.632285714285714
B543,1,0.46469387755102
B393,1043,0.666666666666667
B302,1,0.506666666666667
M176,1039,0.333333333333333
B293,2,1
M081,1043,1
R040,4,0.915
B271,1,1
B410,6,0.44
B220,5,0.666666666666667
B129,11,0.807142857142857
M039,1063,0.11
M034,2,1
B121,11,0.787904761904762
B286,1063,0.33
M165,2,1
M032,2,0.886666666666667
B553,11,0.22
B111,11,0.951428571428571
M181,1042,0.22
M178,4,1
B343,9,0.962222222222222
B076,1,0.36
M134,1037,0.773333333333333
B067,1034,0.666666666666667
B140,11,0.900571428571429
A044,11,0.495
A056,9,0.33
B116,1043,0.33
B077,3,1
M026,13,0.221666666666667
B354,2,1
B476,1023,0.553333333333333
B010,6,0.553333333333333
B544,8,0.33
B272,1023,0.276666666666667
B128,1039,0.553333333333333
M036,11,0.290714285714286
R072,13,0.66
B124,1023,0.331666666666667
B126,13,0.665
A030,6,0.33
B301,1,1
B267,1023,0.333333333333333
B057,1039,0.666666666666667
R026,12,0.44
B058,6,0.886666666666667
R054,13,0.66
M157,4,0.6625
R062,11,0.884857142857143
B382,1,0.867925925925926
B323,8,1
M141,1052,0.66
B404,11,0.22
B538,4,0.33
M234,4,0.66
B333,2,1
M103,12,0.495
M030,9,0.165
B348,1063,0.776666666666667
M040,5,0.44
B320,4,0.385
R058,1040,0.33
B273,1039,0.776666666666667
B133,1037,1
B289,1063,0.22
B275,9,0.476666666666667
B550,11,1
B087,1037,0.776666666666667
M037,1034,0.11
B334,4,0.22
M039,5,0.666666666666667
A023,1,0.66
R009,12,0.66
B262,1034,0.666666666666667
B165,1052,0.22
B132,1,0.66
B629,1023,0.22
B279,9,0.555
B234,9,1
B317,8,0.22
M077,1042,0.11
B372,1034,0.33
B270,2,0.74
M035,11,0.74
A050,1023,0.33
B648,1023,0.22
M038,8,0.11
A037,9,0.83
B067,3,0.666666666666667
A032,1049,0.33
M140,11,0.904285714285714
B521,1037,0.66
B077,1034,0.33
B499,1042,0.44
B158,6,0.777777777777778
B344,2,0.831666666666667
M148,8,0.33
M027,12,0.11
M028,1,0.451458333333333
M084,1042,1
R052,1,0.33
B306,1,0.719166666666667
B494,4,0.776
B519,1042,0.44
B476,13,0.776666666666667
M061,1,0.83
M026,1023,0.11
R044,8,0.33
B276,1023,0.333333333333333
B140,12,0.3575
B530,1042,0.66
R012,12,0.745
B418,1042,0.44
M109,13,0.66
B111,12,0.11
B509,4,0.282857142857143
B131,4,0.568095238095238
B046,9,0.517777777777778
M031,1052,0.11
B495,3,1
B042,1023,0.22
M023,1037,0.11
B108,1,1
B528,8,0.66
B121,12,0.22
B150,11,0.22
B057,6,0.44
B307,1042,0.886666666666667
B344,1023,0.421333333333333
M025,4,0.141428571428571
A071,1,0.538
B119,1,0.44
M113,4,0.66125
B520,1037,0.333333333333333
B391,4,0.915
M117,1034,0.55
M152,4,0.807142857142857
B536,4,0.22
M001,1040,0.44
R046,4,0.33
B323,1037,0.44
B128,6,0.22
B116,1052,0.11
B264,1043,0.333333333333333
B293,13,0.22
B110,6,0.258888888888889
A014,3,0.33
B375,2,0.293333333333333
M099,1,0.33
M026,2,0.183333333333333
M006,4,0.33
B393,1052,0.11
B354,13,0.962222222222222
M081,1052,0.66
R014,5,1
M038,1037,0.11
B467,4,0.22
M034,13,0.22
B273,6,1
R071,3,0.66
M032,13,0.44
M165,13,0.477777777777778
M027,1063,0.11
B460,13,0.666666666666667
M004,6,0.66
B521,8,0.495
M158,9,0.249166666666667
B272,2,0.626666666666667
B408,11,0.780714285714286
B318,8,0.33
B799,13,0.22
M123,1039,0.886666666666667
B415,4,0.33
B269,3,1
B267,2,0.776666666666667
B059,4,0.331666666666667
M039,11,0.534285714285714
B417,2,1
M127,2,0.83
B079,1052,0.44
B158,1039,1
M136,1,0.661360946745562
B173,6,0.777777777777778
B265,1043,0.333333333333333
B341,4,0.775333333333333
M146,3,0.59
M174,9,0.22
B111,1063,0.775555555555556
B342,3,1
B333,1023,0.442222222222222
B286,11,0.92
A004,11,0.83
B052,1034,0.666666666666667
R024,1043,0.66
B404,5,0.666666666666667
B386,4,0.33
B528,1037,0.333333333333333
B125,4,0.275
B475,1,0.566875
B527,1023,0.257777777777778
A046,13,0.66
M023,8,0.22
B140,1063,0.775555555555556
B111,5,0.11
A028,3,0.83
A060,6,0.33
M160,1,0.794132653061225
A048,1,0.765050505050505
B293,1023,0.11
M145,1023,0.11
B351,1052,0.22
B581,5,0.666666666666667
B121,5,0.553333333333333
R059,4,0.66
B114,1,0.11
R049,11,0.766857142857143
M031,1043,0.11
R073,3,0.33
M083,6,1
A015,8,0.33
M071,8,1
B411,1037,0.333333333333333
B344,13,0.44
R068,8,0.66
R012,5,0.33
M147,6,0.333333333333333
A017,11,0.418
M032,1023,0.198
A036,8,0.33
B289,11,0.434095238095238
M057,1,0.912840236686391
M027,5,0.666666666666667
M086,13,0.665
M034,1023,0.11
A042,1,0.403333333333333
M013,12,0.33
B348,11,0.932
B354,1023,0.258888888888889
B216,1052,0.22
B123,4,0.374166666666667
B476,2,0.66
B127,4,0.428333333333333
M098,4,0.33
B504,1052,0.22
M117,3,0.55
B129,5,1
B214,1040,0.666666666666667
B546,8,0.22
M039,12,0.1925
B062,1052,0.22
R039,8,0.66
M163,1052,0.11
M082,4,1
R076,3,0.44
B699,1,0.87625
B072,1023,0.554444444444444
B799,1023,0.146666666666667
B080,1023,0.86
M018,1040,0.66
M140,1063,0.33
A002,11,0.650666666666667
B542,1,0.727602040816327
B356,8,0.66
A043,2,0.33
M103,5,0.33
M040,12,0.165
M146,1034,0.553333333333333
B183,1034,0.666666666666667
R038,11,0.66
B408,12,1
B107,6,0.721666666666667
B197,9,0.591111111111111
B342,1034,0.886666666666667
B052,3,0.666666666666667
B126,2,1
B049,1052,0.33
B104,1023,0.22
M176,6,0.22
R026,5,0.33
B534,1,0.3025
A046,1023,0.4125
B414,8,1
B269,1034,1
B407,4,0.275
M088,8,0.66
B286,12,0.22
A024,11,1
B333,13,0.553333333333333
M141,1043,0.44
A063,6,1
B156,5,0.666666666666667
M120,8,1
B702,1,0.22
B103,1023,0.22
B281,1,0.486464646464647
R055,8,0.33
B304,1,0.88984693877551
B125,3,0.517777777777778
M162,1,0.860442176870748
B532,11,0.938952380952381
B082,1052,0.33
B436,12,0.22
B350,4,0.11
B342,4,0.331333333333333
M069,1040,0.663333333333333
M147,1040,0.44
M073,13,0.44
B141,12,0.44
B341,3,0.333333333333333
M146,4,0.943333333333333
M149,12,0.66
B398,2,0.495
B365,12,0.626666666666667
M083,1040,1
B269,4,0.76
M072,1,0.868163265306123
B360,1,0.396
R037,11,0.866
B214,6,0.666666666666667
B090,1052,0.33
M019,13,0.221666666666667
A071,9,0.83
B539,1,0.644722222222222
M046,1,0.275
M166,8,1
M018,6,0.33
R071,4,0.495
M161,1052,0.33
B274,1023,0.11
M033,1052,0.22
B340,1052,0.22
B257,12,0.691666666666667
R074,2,0.33
R027,12,0.44
B254,12,0.4975
B213,5,0.666666666666667
M011,6,1
M176,1040,0.333333333333333
M006,3,0.66
M133,2,0.495
M174,1,0.553333333333333
B499,13,0.22
A039,1063,0.33
A014,4,0.33
M091,13,0.33
R011,1,0.33
B219,1040,0.33
R065,1034,1
B256,1034,0.776666666666667
B260,11,0.888333333333333
B176,1023,0.293333333333333
M042,5,0.66
M152,3,0.146666666666667
M093,12,0.915
B251,1040,0.333333333333333
B300,1,0.748333333333333
M181,1023,0.242666666666667
R061,11,0.652
B418,13,0.666666666666667
B584,9,0.666666666666667
M025,3,0.11
M113,3,0.773333333333333
B530,13,1
A034,1037,0.33
R066,13,0.495
B476,1042,0.553333333333333
B519,13,0.66
B123,1034,0.44
B127,1034,0.666666666666667
B141,11,0.873333333333333
M042,1063,0.22
B253,11,0.33
M111,5,0.33
M149,11,0.919047619047619
M115,1,1
A010,1,0.821333333333333
R042,6,0.33
M063,1,0.551666666666667
R018,1,0.495
M021,13,0.66
B655,6,0.22
B057,1040,0.666666666666667
B425,8,0.22
M047,1063,0.441111111111111
B436,11,0.607809523809524
B059,1034,0.553333333333333
M137,1023,0.716666666666667
B417,1042,0.55
R079,3,0.33
B267,1042,0.886666666666667
B110,1040,0.11
B128,1040,0.553333333333333
M051,1049,0.553333333333333
M001,6,0.716666666666667
A042,9,1
B341,1034,0.333333333333333
R047,1,0.33
R076,4,0.662857142857143
B512,1,0.996581632653061
B125,1034,0.22
M055,1,1
A048,9,0.776666666666667
R058,1039,0.33
B273,1040,0.776666666666667
M082,3,0.66
M075,11,0.83
R051,1039,0.33
B798,6,0.22
B114,9,0.1925
M177,1037,0.333333333333333
M025,1034,0.11
M113,1034,0.886666666666667
M117,4,0.8725
B164,1052,0.44
B113,2,0.403333333333333
B499,1023,0.366666666666667
B545,8,0.22
B123,3,0.516666666666667
B307,2,1
B702,9,0.22
B127,3,0.443333333333333
B281,9,0.11
M084,1023,1
B257,11,0.33
M139,1023,0.44
R027,11,0.33
M152,1034,0.33
M142,11,0.878928571428571
M182,8,0.385
B519,1023,0.924444444444445
R036,1039,0.33
R045,4,0.66
R073,4,0.773333333333333
B551,1,0.66
B375,1042,0.44
M181,13,0.404444444444444
M150,6,0.11
B255,1063,1
R059,3,0.33
M110,12,0.915
B260,12,1
A029,6,0.553333333333333
A028,4,0.293333333333333
B237,5,0.666666666666667
B339,11,0.661428571428572
A059,1,0.789583333333333
M085,1,0.661
M116,8,0.66
R034,13,0.553333333333333
R055,5,0.33
B411,11,0.932
B499,6,1
A032,3,0.66
M139,6,0.665
M155,2,0.886666666666667
B437,13,0.22
M084,6,0.66
B323,12,1
M095,4,0.864
B076,1052,0.44
B413,13,1
B264,1,0.497040816326531
R051,2,0.66
B483,11,0.884857142857143
B519,6,1
M103,8,0.66
R058,2,0.33
B543,1052,0.22
B353,1052,0.553333333333333
A007,9,0.886666666666667
M184,11,0.66
B133,1063,0.586666666666667
B527,1040,0.22
M159,4,0.331666666666667
M038,12,0.1925
R028,13,0.495
B170,1052,0.22
R008,13,0.66
M167,9,1
B344,1040,0.333333333333333
B129,8,0.886666666666667
B655,1023,0.22
B510,4,0.58
B489,3,0.333333333333333
B058,1042,0.22
M124,3,0.886666666666667
M148,12,0.915
B221,9,0.666666666666667
M151,1034,0.11
B506,1034,0.44
M027,8,0.83
M137,6,1
B291,1,0.665510204081633
M001,1023,0.418
B505,3,0.33
R053,2,0.33
R044,12,0.55
B168,1034,0.44
R024,1,0.44
B140,8,0.66
M023,1063,0.22
B053,1,0.22
B265,1,0.841428571428572
R012,8,0.33
M112,4,0.11
M056,11,1
B798,1023,0.275
M078,1042,0.11
R036,2,0.83
B524,3,0.33
R057,1052,0.33
M104,11,0.59125
B121,8,0.886666666666667
B323,11,0.84
R062,8,0.66
B274,6,0.22
B072,1040,0.666666666666667
B114,1043,0.44
M018,1023,0.66
B080,1040,1
M186,3,0.333333333333333
M160,1043,0.44
M097,4,0.773333333333333
B137,4,0.886666666666667
B410,1042,0.44
B145,2,0.22
B108,1052,0.44
B229,9,0.833333333333333
B346,13,0.22
B544,11,0.903809523809524
A057,2,1
B345,1,1
M031,1,0.1753125
B520,11,0.496666666666667
M036,8,0.11
M102,1042,0.33
A032,1034,0.773333333333333
B317,11,0.254952380952381
A011,1,1
A020,1,0.778285714285714
A006,2,0.775
R093,12,1
M038,11,0.589333333333333
B357,4,0.22
M094,1,1
B176,6,0.295555555555556
B326,1,0.53875
M181,6,0.33
M233,2,0.83
B546,1063,0.44
M064,1,1
A046,1040,0.33
B550,8,1
R052,1052,0.33
B463,2,0.813333333333333
B483,12,0.22
M028,1052,0.11
M145,1040,0.11
B166,9,0.666666666666667
M092,12,0.886666666666667
B356,1063,0.22
M148,11,0.66
M133,1039,0.44
A058,9,0.33
B290,1,0.66
M039,1037,0.11
M037,1049,0.11
B524,1034,0.663333333333333
A016,3,0.33
B296,1,0.4345
B485,1063,0.385
B262,1049,0.666666666666667
M021,6,0.165
B168,3,0.22
R080,3,0.33
R028,1023,0.33
M050,1039,0.33
B528,11,0.719238095238095
M034,1040,0.11
M124,1034,1
M151,3,0.333333333333333
B506,3,0.44
M104,12,0.66
B798,13,0.22
M059,1,0.924625
M032,1040,0.22
B117,4,0.141904761904762
B505,1034,0.33
M134,1063,0.33
B390,1,0.509360269360269
B144,9,0.258888888888889
M141,1,0.33
A070,9,0.886666666666667
B287,1063,0.55
B172,5,0.44
B214,1023,0.517777777777778
B702,1043,0.11
A045,3,0.385
M060,1,0.986122448979592
A007,1,0.33
B177,5,0.666666666666667
B524,4,0.2475
B352,1063,0.517777777777778
B072,6,0.666666666666667
M162,1043,0.553333333333333
M112,3,0.11
B080,6,0.851111111111111
B799,6,0.11
A012,4,0.33
M149,1037,0.33
B315,11,0.61
B107,1023,0.44
B311,1023,0.22
B253,1037,0.333333333333333
R020,11,0.33
B219,1023,0.33
M122,13,0.66
M176,1023,0.360833333333333
B104,6,0.44
B460,6,0.11
B634,9,0.666666666666667
B251,1023,0.333333333333333
B505,4,0.366666666666667
M181,1040,0.22
A046,6,0.773333333333333
B510,3,0.11
B489,4,0.1375
B476,1039,0.553333333333333
B176,1040,0.22
M072,1043,0.66
B809,1,0.231
M157,1049,0.22
R060,1023,0.33
B343,1052,0.333333333333333
B380,1,0.655486111111111
A059,9,0.33
B103,6,0.22
R077,12,0.495
A039,8,0.33
B254,1037,0.333333333333333
B110,13,0.33
B293,6,0.183333333333333
M159,3,0.11
B185,1052,0.22
B257,1037,0.666666666666667
B115,1052,0.11
R022,1052,0.33
B128,13,0.22
M145,6,0.443333333333333
R064,3,0.33
B277,11,0.847333333333333
M012,4,0.33
R017,1,0.66
M166,1063,0.146666666666667
B215,3,0.44
M177,11,0.611428571428571
A027,1023,0.33
M083,1023,1
M126,13,0.886666666666667
B057,13,0.666666666666667
B053,9,0.517777777777778
M069,1023,0.663333333333333
M147,1023,0.484666666666667
B149,9,0.628888888888889
B410,2,0.33
M095,3,1
R063,11,0.588333333333333
B331,11,0.941904761904762
B376,13,0.293333333333333
M032,6,0.22
M165,6,0.44
A032,4,0.455714285714286
B381,1,0.706363636363636
B273,13,0.22
M034,6,0.11
B250,1063,0.22
M142,1037,0.773333333333333
B151,9,0.553333333333333
B354,6,0.221111111111111
B094,1052,0.22
A034,12,0.33
B139,12,1
B389,1052,0.22
R020,12,0.495
B311,13,0.22
M076,1042,0.11
B369,1,0.366666666666667
B228,9,0.666666666666667
M042,8,0.22
M084,1040,1
B510,1034,0.44
M047,8,0.66
B425,1063,0.44
M151,4,0.44
B506,4,0.22
B058,2,0.22
B396,13,0.773333333333333
B173,1023,0.665555555555556
R060,13,0.66
M031,9,0.11
R080,4,0.55
A066,1,0.59125
B321,1049,0.44
B333,6,0.165
M026,1039,0.11
B276,1039,0.333333333333333
M043,1,0.2189
R036,1042,0.33
A016,4,0.5775
B344,6,1
A070,1,0.562222222222222
B409,8,0.44
B057,1023,0.666666666666667
A027,13,0.22
M177,12,0.44
B385,4,0.275
B277,12,0.61
B288,1043,0.55
B128,1023,0.4975
M121,1,0.83
B065,1034,0.553333333333333
M137,1040,0.773333333333333
B435,1052,0.11
B545,1063,0.773333333333333
B110,1023,0.11
B255,8,0.33
B215,1034,0.666666666666667
B438,2,0.403333333333333
R058,1042,0.66
B165,9,0.666666666666667
A050,1039,0.33
R051,1042,0.33
B273,1023,0.6925
M186,4,0.33
M131,1,0.33
B361,2,0.22
B376,1023,0.22
R061,1037,0.33
B331,12,0.66
R040,1049,0.66
A058,1,0.789583333333333
B044,11,0.553333333333333
M123,1023,0.886666666666667
B079,9,0.554444444444444
R004,4,0.495
B158,1023,1
B352,11,0.951904761904762
M087,4,0.66
B410,13,0.886666666666667
M153,1,0.961836734693878
B346,1042,0.44
B425,12,0.22
M126,2,0.33
M158,1052,0.22
R043,4,0.66
B139,1063,0.663333333333333
B044,5,0.666666666666667
M047,1037,0.663333333333333
R033,13,0.33
A001,9,0.33
B110,2,0.663333333333333
M130,1,0.73225
M042,1037,0.22
B128,2,0.385
B532,8,0.33
B127,1049,0.663333333333333
B276,6,0.333333333333333
A026,9,0.66
B115,1043,0.553333333333333
B773,1,0.22
A005,9,1
R022,1043,0.66
M033,1,0.6182
B340,1,0.707603305785124
M161,1,0.888994082840237
B376,2,0.368888888888889
M135,1034,0.773333333333333
B282,3,0.553333333333333
R037,8,0.66
B362,4,0.22
B364,2,0.55
B273,2,0.22
B278,2,0.663333333333333
B272,6,0.333333333333333
B309,11,0.38
B407,1049,0.44
M051,3,0.626666666666667
R077,5,0.33
M004,2,1
B240,9,0.553333333333333
B124,6,0.22
M122,2,0.33
M156,3,0.496666666666667
M072,1052,0.66
B409,1037,0.44
B525,13,1
B344,1039,0.333333333333333
B343,1043,0.33
B267,6,0.333333333333333
B058,1023,0.386666666666667
M127,6,0.11
M166,11,0.904285714285714
B277,1063,0.11
M177,1063,0.146666666666667
B109,4,0.753333333333333
M001,1042,0.33
M182,12,0.66
R029,4,1
B250,11,0.44
M003,11,0.425714285714286
B255,1037,0.333333333333333
B491,1034,0.44
M162,1052,0.33
B497,4,1
B154,9,1
B331,1063,0.22
A025,11,0.33
B629,6,0.44
B549,12,0.33
R061,8,0.495
M110,8,0.66
A050,6,0.72
B798,1042,0.22
M018,1042,0.44
M135,3,0.773333333333333
B197,1052,0.22
B282,1034,0.11
B049,9,0.11
A060,2,1
B100,9,0.666666666666667
B436,8,0.55
B437,1042,0.44
B275,1043,0.11
M147,2,0.33
B425,11,0.885238095238095
R078,4,0.55
M015,1,0.904285714285714
B410,1023,0.476666666666667
M102,1023,0.33
M163,9,0.525
B141,8,0.66
M030,1043,0.22
B062,9,0.443333333333333
B377,1,0.366666666666667
B047,9,0.554444444444444
M149,8,1
M083,2,0.66
B367,4,0.66
B361,13,0.22
M025,1049,0.22
M113,1049,0.66
M129,11,0.66
M075,8,0.66
R030,4,0.886666666666667
R021,4,0.44
M066,3,0.773333333333333
M079,2,0.44
R075,4,0.33
B196,1040,0.22
A062,3,0.495
A046,1039,0.33
B138,1,0.729142857142857
M119,3,0.33
A040,11,0.499714285714286
B435,1043,0.44
B493,4,0.886666666666667
B438,13,0.33
B277,5,1
B358,1,0.773333333333333
M166,12,0.66
B134,1,0.823636363636364
M050,1040,0.33
B058,13,0.666666666666667
A039,1037,0.33
M185,1,0.22
B545,11,0.579714285714286
B126,6,0.333333333333333
B525,1023,0.22
M176,2,0.83
A030,13,0.22
M133,1040,0.66
R041,1,0.33
B491,3,0.22
B311,2,1
B512,1052,0.11
M145,1039,0.11
A043,6,0.44
A053,1,0.66
M100,4,0.745
B430,1,0.471258741258741
A021,11,1
B211,6,0.22
B216,9,0.553333333333333
B251,2,1
B328,12,0.276666666666667
B373,9,0.61
A034,1063,0.33
M045,1,0.941714285714286
A047,9,0.83
B484,1042,0.44
M032,1039,0.22
A063,2,1
M175,9,0.11
M142,8,0.33
M051,1034,0.773333333333333
R020,5,0.33
M034,1039,0.11
R067,13,0.33
B411,1063,0.666666666666667
B001,9,0.553333333333333
B339,1063,0.22
B404,1037,0.666666666666667
A026,1,0.854166666666667
B311,1042,0.666666666666667
B191,5,0.666666666666667
M071,12,0.33
A005,1,1
M118,1,0.83
R068,12,0.66
R029,3,0.495
M029,1043,0.11
M176,1042,0.22
B340,9,0.249166666666667
M033,9,0.11
R057,1043,0.66
A036,12,0.33
M148,5,0.66
B097,9,0.666666666666667
B109,3,0.333333333333333
B163,5,1
M128,1,0.815833333333333
B294,1,0.91037037037037
B483,1063,0.22
M013,8,1
M051,4,0.859583333333333
M156,4,0.606666666666667
B476,1040,0.553333333333333
R069,13,0.83
B196,6,0.515555555555556
M181,1039,0.22
B484,2,0.495
B263,4,0.11
M153,9,0.221666666666667
B133,11,0.3025
B437,2,0.366666666666667
M039,8,0.165
R039,12,1
B535,1,0.886666666666667
M081,1,0.870663265306122
B303,1,0.520816326530612
B393,1,0.33
B543,1043,0.55
B353,1043,0.333333333333333
B318,11,0.247857142857143
B282,4,0.539583333333333
M018,2,0.886666666666667
M038,5,0.666666666666667
M050,6,0.33
B319,4,1
B521,11,0.817428571428572
B299,4,0.22
M140,1037,0.44
A028,1049,0.33
M040,8,0.11
B408,8,0.22
M147,1042,0.33
B485,12,1
M133,6,0.665
M169,9,1
B477,1,0.36
B082,9,0.44
M170,9,0.48
M011,2,0.33
B119,1052,0.11
M023,11,0.706190476190476
B323,5,0.886666666666667
B150,1037,0.663333333333333
B090,9,0.5825
B656,9,0.666666666666667
B200,1034,0.776666666666667
R043,3,0.33
M117,1049,0.33
M088,12,1
R058,13,0.33
B286,8,0.22
M087,3,1
M016,1,0.66
B083,1023,0.476666666666667
B074,6,0.184444444444444
B247,9,1
B533,4,0.33
M120,12,0.495
M134,12,0.66
B240,1,0.666666666666667
B463,1023,0.22
R004,3,0.366666666666667
R055,12,0.495
B116,1,0.585917159763314
R068,11,0.612857142857143
M084,1039,1
R042,2,0.83
M138,8,0.66
B190,5,0.666666666666667
A015,11,0.904285714285714
R070,1,0.66
M001,2,0.55
M052,11,0.665
B520,1063,0.22
B544,1063,0.66
B109,1034,0.333333333333333
B164,9,0.775
B491,4,0.663333333333333
B106,6,0.44
B546,11,0.232571428571429
M038,1063,0.146666666666667
M026,1040,0.11
B276,1040,0.333333333333333
B798,2,0.22
R036,1023,0.33
B519,1039,1
M146,1049,0.44
B348,8,0.66
R023,2,0.66
B482,1,0.642479338842975
B579,5,0.666666666666667
B289,8,0.33
M180,6,0.776666666666667
B307,6,0.22
M119,4,0.78875
B346,2,0.735555555555556
M175,1,0.66
B145,13,0.22
B113,6,0.22
M137,1039,0.66
B356,11,0.238444444444444
A062,4,0.55
B504,1,0.810138067061144
R030,3,0.33
M066,4,0.552
R021,3,0.66
R093,5,0.33
B128,1042,0.22
R039,11,0.377142857142857
B200,3,0.553333333333333
M027,1037,0.11
M028,1043,0.22
M105,1043,0.33
B463,13,0.666666666666667
M120,11,0.663333333333333
B351,1,1
R055,11,0.55
B114,1052,0.11
M134,11,0.594
B426,4,0.4425
B298,1,0.59015625
R051,1023,0.33
R058,1023,0.462
B528,1063,0.773333333333333
R078,3,0.33
M154,3,0.22
B217,5,0.443333333333333
M088,11,0.66
A050,1040,0.33
A029,2,0.33
B178,5,0.666666666666667
B287,11,0.932
B111,1037,0.333333333333333
M023,12,0.193333333333333
M179,11,0.641666666666667
B376,1042,0.44
B629,1040,0.22
B337,1052,0.55
M112,1023,0.33
M160,8,1
R076,6,0.33
M031,1063,0.11
B798,4,0.22
B114,8,0.11
R023,4,0.596
M052,1,0.857342657342657
M176,3,0.22
R070,11,0.33
A015,1,0.33
R024,5,0.33
M071,1,1
B052,6,0.591111111111111
A040,9,0.83
M029,1037,0.11
M118,12,0.83
M049,2,0.83
R068,1,0.66
B265,5,1
R057,1037,0.66
B173,1034,1
M057,8,0.605
B510,1023,0.33
A036,1,0.33
B482,11,1
M128,12,0.33
M001,4,0.55
M152,1040,0.11
M113,1040,0.886666666666667
B151,5,0.666666666666667
M025,1040,0.11
M163,11,0.886666666666667
B546,1,0.503668639053254
R060,3,0.66
R042,4,0.665
M081,12,0.66
B177,9,0.666666666666667
B393,12,0.44
M037,1039,0.11
B376,1034,0.22
B543,1037,0.22
B373,11,0.33
M150,4,1
R039,1,0.3564
B273,1034,0.776666666666667
A060,3,0.495
B353,1037,0.333333333333333
A028,6,1
A029,4,0.627777777777778
B504,11,0.440571428571429
B426,2,0.813333333333333
M147,3,0.183333333333333
B356,1,0.857593688362919
B355,1,0.11
B542,8,0.33
M140,1043,0.33
B341,1040,0.22
B634,5,0.666666666666667
M083,3,1
A047,11,0.981111111111111
B215,1023,0.555
B262,1039,0.666666666666667
M179,1,0.33
M141,1063,0.366666666666667
B414,1,1
B110,1034,0.11
B287,1,0.548625
B534,8,0.22
B065,1023,0.665
M088,1,0.345714285714286
B128,1034,0.553333333333333
M066,2,0.495
M117,6,0.55
A062,2,1
B298,11,0.321666666666667
B346,4,0.22
M134,1,0.611875
B702,8,0.22
M119,2,1
R055,1,0.33
M120,1,0.874074074074074
B057,1034,0.666666666666667
B484,4,0.83
B263,2,0.773333333333333
A005,11,1
M004,3,0.33
M051,2,0.626666666666667
R070,12,0.55
A026,11,0.666666666666667
B127,1040,0.666666666666667
B264,1063,0.442222222222222
M122,3,0.66
M156,2,0.886666666666667
A019,13,0.66
B269,6,0.44
M085,1063,1
B067,1039,0.666666666666667
M176,1034,0.443333333333333
R008,4,0.5775
B342,6,0.221111111111111
R032,12,0.83
B311,1034,0.22
M146,6,0.331111111111111
B183,6,0.591111111111111
B006,1052,0.44
B256,1040,0.666666666666667
M099,8,0.33
B173,3,0.666666666666667
B079,11,0.495
B219,1034,0.33
M039,1052,0.11
B294,11,0.774285714285714
M128,11,0.915
A001,11,0.724761904761905
B350,6,0.11
B132,1037,0.22
B482,12,0.22
B510,13,0.44
M175,12,0.66
B477,11,0.869142857142857
B091,1023,0.44
B521,1,0.47112426035503
B057,3,0.666666666666667
B228,5,0.333333333333333
B110,3,0.11
B318,1,0.798626373626374
B303,11,0.788857142857143
B393,11,0.812539682539683
B089,1023,0.44
M027,1043,0.11
B128,3,0.22
M081,11,0.951428571428571
M136,8,0.495
M105,1037,0.33
B086,9,0.666666666666667
M028,1037,0.22
B307,1049,0.663333333333333
B116,11,0.903333333333333
R034,4,0.33
M147,1034,0.663333333333333
M069,1034,0.663333333333333
B140,1043,0.773333333333333
B299,2,1
B297,13,0.775
B298,12,0.44
M016,11,0.66
M083,1034,1
M031,5,0.776666666666667
R015,5,1
B108,1037,0.443333333333333
B101,1023,0.44
B009,6,0.943333333333333
A031,9,0.33
M018,4,0.33
R024,1063,0.44
B282,2,0.74
B273,3,1
B475,8,0.495
B265,1063,0.331111111111111
B437,4,0.22
M023,1,0.253673469387755
B111,1043,0.553333333333333
B127,6,0.331111111111111
B369,1063,0.66
B377,11,0.827857142857143
B123,6,0.443333333333333
M164,9,1
B105,1023,0.33
M153,12,0.33
B425,1,0.510335305719921
M015,11,0.4125
B359,13,0.7
R019,11,0.396
M115,8,1
M167,5,0.443333333333333
R018,8,0.495
B221,5,0.666666666666667
B547,1037,0.22
M047,1043,0.663333333333333
A036,9,0.495
M142,1052,0.66
B008,9,0.366666666666667
A032,1023,0.418666666666667
B094,1037,0.22
B367,2,1
M042,1043,0.22
R017,5,0.33
B358,11,0.858952380952381
R065,6,0.66
B385,13,0.443333333333333
B321,1039,0.44
M083,4,0.495
A040,1,0.538
B138,11,0.872380952380952
B299,1042,0.666666666666667
B183,1040,0.666666666666667
M146,1040,0.44
B340,12,0.11
B051,1039,0.666666666666667
R047,8,0.33
M161,12,0.66
R022,1037,0.33
B342,1040,0.886666666666667
M147,4,0.358333333333333
M054,4,0.915
M154,2,0.83
R078,2,0.736666666666667
B773,12,0.22
M069,4,0.776666666666667
A060,4,0.55
M055,8,1
B085,9,0.591111111111111
B512,8,0.665
B235,9,0.256666666666667
R059,6,1
M129,1,0.671447811447812
M018,1034,0.66
M150,3,0.33
A053,11,0.66
B237,9,1
B305,2,0.33
R042,3,0.33
R060,4,0.528
M051,1042,0.553333333333333
B212,9,0.666666666666667
M125,13,0.66
