Landcover_Class,EVT_Nick,EVT_Name,SOC,total_mass,tot_Mass,N2O_emissions,CH4_emissions,gridcode01
Irrigated Pasture,Irrigated Pasture,Developed-Upland Shrubland,18.55,0,3,-2.45,0,1665
Irrigated Pasture,Irrigated Pasture,Developed-Upland Shrubland,10.14,0,3,-2.45,0,2885
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,18.55,14.82,3,-2.45,0,2948
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,10.14,162.83,3,-2.45,0,1267
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,18.55,162.83,3,-2.45,0,1967
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,14.74,162.83,3,-2.45,0,616
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,11.98,162.83,3,-2.45,0,1103
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,10.14,14.82,3,-2.45,0,2333
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,14.74,14.82,3,-2.45,0,1880
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,14.74,11.34,3,-2.45,0,1881
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,10.14,11.34,3,-2.45,0,2192
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,14.74,14.82,3,-2.45,0,2115
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,14.74,11.34,3,-2.45,0,2408
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,10.14,11.34,3,-2.45,0,2189
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,11.98,11.34,3,-2.45,0,641
Irrigated Pasture,Irrigated Pasture,California Mesic Chaparral,10.14,152.51,3,-2.45,0,1365
Irrigated Pasture,Irrigated Pasture,California Mesic Chaparral,14.74,152.51,3,-2.45,0,3077
Irrigated Pasture,Irrigated Pasture,California Mesic Chaparral,10.14,152.51,3,-2.45,0,1040
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,18.55,14.82,3,-2.45,0,1923
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,14.74,14.82,3,-2.45,0,732
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,10.14,14.82,3,-2.45,0,2390
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,11.98,14.82,3,-2.45,0,2305
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,18.55,11.34,3,-2.45,0,1917
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,11.98,11.34,3,-2.45,0,2303
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,10.14,11.34,3,-2.45,0,2128
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,14.74,11.34,3,-2.45,0,1843
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,10.14,11.34,3,-2.45,0,2180
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,18.55,19.66,3,-2.45,0,2988
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,10.14,19.66,3,-2.45,0,2970
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,14.74,19.66,3,-2.45,0,2994
Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,11.98,281.6,3,-2.45,0,1105
Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,14.74,281.6,3,-2.45,0,995
Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,10.14,281.6,3,-2.45,0,970
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,10.14,11.34,3,-2.45,0,2183
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,10.14,11.34,3,-2.45,0,2125
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,14.74,11.34,3,-2.45,0,2117
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,11.98,11.34,3,-2.45,0,2313
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,18.55,11.34,3,-2.45,0,2297
Irrigated Pasture,Irrigated Pasture,NASS-Row Crop,10.14,0,3,-2.45,0,2242
Irrigated Pasture,Irrigated Pasture,NASS-Row Crop,14.74,0,3,-2.45,0,336
Irrigated Pasture,Irrigated Pasture,NASS-Row Crop,11.98,0,3,-2.45,0,2849
Irrigated Pasture,Irrigated Pasture,NASS-Row Crop,18.55,0,3,-2.45,0,2293
Irrigated Pasture,Irrigated Pasture,NASS-Row Crop,10.14,0,3,-2.45,0,1919
Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,14.74,258.47,3,-2.45,0,1026
Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,10.14,184.49,3,-2.45,0,987
Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,10.14,198.33,3,-2.45,0,996
Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,11.98,198.33,3,-2.45,0,1106
Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,14.74,198.33,3,-2.45,0,649
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,10.14,162.83,3,-2.45,0,743
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,11.98,162.83,3,-2.45,0,650
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,10.14,162.83,3,-2.45,0,1648
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,18.55,162.83,3,-2.45,0,1657
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,14.74,162.83,3,-2.45,0,119
Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,14.74,234.44,3,-2.45,0,2764
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,10.14,251.02,3,-2.45,0,2196
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,11.98,251.02,3,-2.45,0,673
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,14.74,251.02,3,-2.45,0,2947
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,14.74,222.22,3,-2.45,0,103
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,10.14,222.22,3,-2.45,0,2803
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,10.14,222.22,3,-2.45,0,2338
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,10.14,266.22,3,-2.45,0,1055
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,14.74,266.22,3,-2.45,0,112
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,18.55,266.22,3,-2.45,0,506
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,11.98,266.22,3,-2.45,0,1084
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,10.14,231.39,3,-2.45,0,1155
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,11.98,231.39,3,-2.45,0,1101
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,14.74,231.39,3,-2.45,0,107
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,11.98,307.1,3,-2.45,0,1100
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,14.74,307.1,3,-2.45,0,402
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,18.55,307.1,3,-2.45,0,1218
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,10.14,307.1,3,-2.45,0,1164
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,14.74,194.57,3,-2.45,0,386
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,14.74,153.36,3,-2.45,0,115
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,11.98,153.36,3,-2.45,0,1129
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,18.55,170.88,3,-2.45,0,606
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,14.74,170.88,3,-2.45,0,109
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,11.98,170.88,3,-2.45,0,1142
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,18.55,197.84,3,-2.45,0,2667
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,14.74,197.84,3,-2.45,0,102
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,11.98,197.84,3,-2.45,0,677
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,10.14,197.84,3,-2.45,0,2185
Irrigated Pasture,Irrigated Pasture,NASS-Close Grown Crop,14.74,0,3,-2.45,0,1634
Irrigated Pasture,Irrigated Pasture,NASS-Close Grown Crop,10.14,0,3,-2.45,0,1315
Irrigated Pasture,Irrigated Pasture,NASS-Close Grown Crop,10.14,0,3,-2.45,0,2261
Irrigated Pasture,Irrigated Pasture,NASS-Close Grown Crop,11.98,0,3,-2.45,0,1316
Irrigated Pasture,Irrigated Pasture,NASS-Close Grown Crop,18.55,0,3,-2.45,0,1433
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,14.74,202.59,3,-2.45,0,113
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,14.74,162.83,3,-2.45,0,99
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,14.74,177.9,3,-2.45,0,98
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,11.98,177.9,3,-2.45,0,688
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,10.14,177.9,3,-2.45,0,1056
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,14.74,162.36,3,-2.45,0,111
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,18.55,141.25,3,-2.45,0,609
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,14.74,141.25,3,-2.45,0,601
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,14.74,11.34,3,-2.45,0,2412
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,14.74,14.82,3,-2.45,0,2127
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,10.14,14.82,3,-2.45,0,2932
Irrigated Pasture,Irrigated Pasture,California Mesic Chaparral,14.74,152.51,3,-2.45,0,2277
Irrigated Pasture,Irrigated Pasture,California Mesic Chaparral,11.98,152.51,3,-2.45,0,683
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,10.14,162.83,3,-2.45,0,2318
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,11.98,162.83,3,-2.45,0,2287
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,14.74,162.83,3,-2.45,0,654
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,18.55,162.83,3,-2.45,0,2111
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Sagebrush Steppe,11.98,5.07,3,-2.45,0,1341
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Sagebrush Steppe,10.14,5.07,3,-2.45,0,1057
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Sagebrush Steppe,14.74,5.07,3,-2.45,0,1108
Irrigated Pasture,Irrigated Pasture,NASS-Row Crop-Close Grown Crop,10.14,0,3,-2.45,0,1647
Irrigated Pasture,Irrigated Pasture,NASS-Row Crop-Close Grown Crop,14.74,0,3,-2.45,0,330
Irrigated Pasture,Irrigated Pasture,NASS-Row Crop-Close Grown Crop,18.55,0,3,-2.45,0,1686
Irrigated Pasture,Irrigated Pasture,NASS-Row Crop-Close Grown Crop,10.14,0,3,-2.45,0,1836
Irrigated Pasture,Irrigated Pasture,NASS-Row Crop-Close Grown Crop,11.98,0,3,-2.45,0,1413
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,14.74,186.51,3,-2.45,0,2281
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,11.98,186.51,3,-2.45,0,689
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,10.14,162.83,3,-2.45,0,1670
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,14.74,162.83,3,-2.45,0,2116
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,18.55,14.82,3,-2.45,0,2952
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,14.74,14.82,3,-2.45,0,3492
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,14.74,14.82,3,-2.45,0,2284
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,18.55,14.82,3,-2.45,0,2784
Irrigated Pasture,Irrigated Pasture,California Annual Grassland,10.14,14.82,3,-2.45,0,2975
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,14.74,162.83,3,-2.45,0,873
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,10.14,11.34,3,-2.45,0,2389
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,14.74,11.34,3,-2.45,0,1840
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,18.55,11.34,3,-2.45,0,3243
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,18.55,14.82,3,-2.45,0,1926
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,10.14,14.82,3,-2.45,0,2823
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,14.74,14.82,3,-2.45,0,1838
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,14.74,11.34,3,-2.45,0,2829
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,10.14,11.34,3,-2.45,0,2387
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,14.74,14.82,3,-2.45,0,2778
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,10.14,14.82,3,-2.45,0,2920
Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,18.55,14.82,3,-2.45,0,2979
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,10.14,169.25,3,-2.45,0,1378
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,14.74,169.25,3,-2.45,0,94
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,11.98,169.25,3,-2.45,0,1130
Irrigated Pasture,Irrigated Pasture,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,14.74,156.42,3,-2.45,0,847
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,14.74,162.83,3,-2.45,0,655
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,10.14,162.83,3,-2.45,0,2194
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,11.98,162.83,3,-2.45,0,675
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,18.55,162.83,3,-2.45,0,1954
Irrigated Pasture,Irrigated Pasture,NASS-Pasture and Hayland,11.98,0,3,-2.45,0,1693
Irrigated Pasture,Irrigated Pasture,NASS-Pasture and Hayland,10.14,0,3,-2.45,0,1864
Irrigated Pasture,Irrigated Pasture,NASS-Pasture and Hayland,18.55,0,3,-2.45,0,2263
Irrigated Pasture,Irrigated Pasture,NASS-Pasture and Hayland,10.14,0,3,-2.45,0,2264
Irrigated Pasture,Irrigated Pasture,NASS-Pasture and Hayland,14.74,0,3,-2.45,0,105
Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Systems,14.74,128.32,3,-2.45,0,1039
Irrigated Pasture,Irrigated Pasture,Developed-Upland Evergreen Forest,18.55,0,3,-2.45,0,1683
Irrigated Pasture,Irrigated Pasture,Developed-Upland Evergreen Forest,10.14,0,3,-2.45,0,2487
Irrigated Pasture,Irrigated Pasture,NASS-Fallow/Idle Cropland,11.98,0,3,-2.45,0,1740
Irrigated Pasture,Irrigated Pasture,NASS-Fallow/Idle Cropland,10.14,0,3,-2.45,0,2894
Irrigated Pasture,Irrigated Pasture,NASS-Fallow/Idle Cropland,14.74,0,3,-2.45,0,1865
Irrigated Pasture,Irrigated Pasture,NASS-Fallow/Idle Cropland,18.55,0,3,-2.45,0,1731
Irrigated Pasture,Irrigated Pasture,NASS-Fallow/Idle Cropland,10.14,0,3,-2.45,0,1868
Irrigated Pasture,Irrigated Pasture,NASS-Orchard,11.98,0,3,-2.45,0,626
Irrigated Pasture,Irrigated Pasture,NASS-Orchard,10.14,0,3,-2.45,0,1829
Irrigated Pasture,Irrigated Pasture,NASS-Orchard,14.74,0,3,-2.45,0,1820
Irrigated Pasture,Irrigated Pasture,NASS-Orchard,10.14,0,3,-2.45,0,1225
Irrigated Pasture,Irrigated Pasture,NASS-Orchard,18.55,0,3,-2.45,0,1406
Irrigated Pasture,Irrigated Pasture,NASS-Vineyard,14.74,0,3,-2.45,0,337
Irrigated Pasture,Irrigated Pasture,NASS-Vineyard,11.98,0,3,-2.45,0,2552
Irrigated Pasture,Irrigated Pasture,NASS-Vineyard,10.14,0,3,-2.45,0,1886
Irrigated Pasture,Irrigated Pasture,NASS-Vineyard,18.55,0,3,-2.45,0,2750
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,18.55,17.6,3,-2.45,0,3493
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,14.74,17.6,3,-2.45,0,647
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,18.55,17.6,3,-2.45,0,3063
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,10.14,17.6,3,-2.45,0,2943
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,14.74,17.6,3,-2.45,0,3226
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,18.55,150.79,3,-2.45,0,2132
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,14.74,150.79,3,-2.45,0,667
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,14.74,187.68,3,-2.45,0,1689
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,18.55,187.68,3,-2.45,0,2842
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,18.55,231.71,3,-2.45,0,1146
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,14.74,231.71,3,-2.45,0,1688
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,11.98,231.71,3,-2.45,0,3007
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,10.14,231.71,3,-2.45,0,3018
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,14.74,282.86,3,-2.45,0,1719
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,11.98,282.86,3,-2.45,0,3015
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,10.14,282.86,3,-2.45,0,3049
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,14.74,162.92,3,-2.45,0,2840
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,18.55,162.92,3,-2.45,0,2845
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,18.55,199.27,3,-2.45,0,3494
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,14.74,162.83,3,-2.45,0,682
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,10.14,162.83,3,-2.45,0,2351
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,18.55,162.83,3,-2.45,0,2093
Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,11.98,162.83,3,-2.45,0,646
Irrigated Pasture,Irrigated Pasture,California Mesic Chaparral,14.74,152.51,3,-2.45,0,618
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,14.74,17.6,3,-2.45,0,2579
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,10.14,17.6,3,-2.45,0,3434
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,18.55,17.6,3,-2.45,0,3173
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,18.55,17.6,3,-2.45,0,3256
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,14.74,17.6,3,-2.45,0,3240
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,10.14,17.6,3,-2.45,0,2971
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,10.14,242.74,3,-2.45,0,2982
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,18.55,242.74,3,-2.45,0,3495
Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Woodland and Shrubland,10.14,341.11,3,-2.45,0,3050
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,10.14,17.6,3,-2.45,0,2079
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,14.74,17.6,3,-2.45,0,2833
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,18.55,17.6,3,-2.45,0,3092
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,10.14,17.6,3,-2.45,0,3431
Irrigated Pasture,Irrigated Pasture,Developed-Low Intensity,14.74,0,3,-2.45,0,1763
Irrigated Pasture,Irrigated Pasture,Developed-Low Intensity,11.98,0,3,-2.45,0,2904
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,10.14,184.91,3,-2.45,0,2992
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,14.74,205.62,3,-2.45,0,3154
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,14.74,220.18,3,-2.45,0,1811
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,18.55,220.18,3,-2.45,0,3000
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,11.98,196.71,3,-2.45,0,2304
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,14.74,196.71,3,-2.45,0,2912
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,10.14,196.71,3,-2.45,0,2309
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,18.55,196.71,3,-2.45,0,3472
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Mixed Salt Desert Scrub,14.74,4.88,3,-2.45,0,3382
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Mixed Salt Desert Scrub,18.55,4.88,3,-2.45,0,3001
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Mixed Salt Desert Scrub,10.14,4.88,3,-2.45,0,2953
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,10.14,168.4,3,-2.45,0,3059
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,18.55,168.4,3,-2.45,0,3288
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,14.74,168.4,3,-2.45,0,2941
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,11.98,177.45,3,-2.45,0,2301
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,14.74,177.45,3,-2.45,0,651
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,10.14,177.45,3,-2.45,0,2314
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,18.55,177.45,3,-2.45,0,1927
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,14.74,162.37,3,-2.45,0,2841
Irrigated Pasture,Irrigated Pasture,California Central Valley Mixed Oak Savanna,11.98,162.37,3,-2.45,0,2302
Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Mixed Salt Desert Scrub,14.74,4.88,3,-2.45,0,3505
Irrigated Pasture,Irrigated Pasture,Barren,18.55,4.19,3,-2.45,0,1158
Irrigated Pasture,Irrigated Pasture,Barren,14.74,4.19,3,-2.45,0,2684
Irrigated Pasture,Irrigated Pasture,Barren,10.14,4.19,3,-2.45,0,1165
Irrigated Pasture,Irrigated Pasture,Barren,11.98,4.19,3,-2.45,0,1642
Irrigated Pasture,Irrigated Pasture,Barren,10.14,4.19,3,-2.45,0,3484
Irrigated Pasture,Irrigated Pasture,Open Water,10.14,0,3,-2.45,0,3686
Irrigated Pasture,Irrigated Pasture,Open Water,18.55,0,3,-2.45,0,3476
Irrigated Pasture,Irrigated Pasture,Developed-Open Space,10.14,0,3,-2.45,0,774
Irrigated Pasture,Irrigated Pasture,Developed-Open Space,18.55,0,3,-2.45,0,1159
Irrigated Pasture,Irrigated Pasture,Developed-Open Space,10.14,0,3,-2.45,0,2765
Irrigated Pasture,Irrigated Pasture,Developed-Open Space,14.74,0,3,-2.45,0,810
Irrigated Pasture,Irrigated Pasture,Developed-Open Space,11.98,0,3,-2.45,0,1692
Forest,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,15.07,242.72,121.36,0,0,1042
Forest,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,21.12,242.72,121.36,0,0,679
