Landcover_Class,EVT_Nick,EVT_Name,SOC,total_mass,tot_Mass,N2O_emissions,CH4_emissions,gridcode01
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,27.47,162.83,2,-0.06,0,73
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,21.12,162.83,2,-0.06,0,2
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,15.07,162.83,2,-0.06,0,21
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,15.07,162.83,2,-0.06,0,132
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,20.1,162.83,2,-0.06,0,1
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,21.12,14.82,2,-0.06,0,426
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,14.82,2,-0.06,0,3506
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,14.82,2,-0.06,0,2959
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,14.82,2,-0.06,0,3191
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,14.82,2,-0.06,0,3230
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,14.82,2,-0.06,0,3234
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,14.82,2,-0.06,0,3235
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,21.12,14.82,2,-0.06,0,482
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,14.82,2,-0.06,0,527
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,14.82,2,-0.06,0,2342
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,14.82,2,-0.06,0,2478
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,14.82,2,-0.06,0,2799
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,14.82,2,-0.06,0,1797
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,21.12,14.82,2,-0.06,0,2645
Grassland,Grassland,Agriculture-Pasture and Hay,20.1,0,2,-0.06,0,622
Grassland,Grassland,Agriculture-Pasture and Hay,27.47,0,2,-0.06,0,599
Grassland,Grassland,Agriculture-Pasture and Hay,15.07,0,2,-0.06,0,567
Grassland,Grassland,Agriculture-Pasture and Hay,27.47,0,2,-0.06,0,544
Grassland,Grassland,Agriculture-Pasture and Hay,15.07,0,2,-0.06,0,895
Grassland,Grassland,Agriculture-Pasture and Hay,15.07,0,2,-0.06,0,556
Grassland,Grassland,Agriculture-Pasture and Hay,20.1,0,2,-0.06,0,550
Grassland,Grassland,Agriculture-Pasture and Hay,21.12,0,2,-0.06,0,394
Grassland,Grassland,Agriculture-Pasture and Hay,21.12,0,2,-0.06,0,257
Grassland,Grassland,Agriculture-Pasture and Hay,15.07,0,2,-0.06,0,269
Grassland,Grassland,California Montane Riparian Systems,21.12,366.97,2,-0.06,0,2250
Grassland,Grassland,California Montane Riparian Systems,20.1,366.97,2,-0.06,0,2210
Grassland,Grassland,California Montane Riparian Systems,27.47,366.97,2,-0.06,0,2465
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,14.82,2,-0.06,0,3510
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,14.82,2,-0.06,0,3454
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,21.12,162.83,2,-0.06,0,100
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,15.07,162.83,2,-0.06,0,505
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,15.07,162.83,2,-0.06,0,693
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,20.1,162.83,2,-0.06,0,237
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,27.47,162.83,2,-0.06,0,285
Grassland,Grassland,California Mesic Chaparral,21.12,152.51,2,-0.06,0,1737
Grassland,Grassland,California Annual Grassland,20.1,14.82,2,-0.06,0,1575
Grassland,Grassland,California Annual Grassland,20.1,14.82,2,-0.06,0,405
Grassland,Grassland,California Annual Grassland,15.07,14.82,2,-0.06,0,2489
Grassland,Grassland,California Annual Grassland,15.07,14.82,2,-0.06,0,1770
Grassland,Grassland,California Annual Grassland,27.47,14.82,2,-0.06,0,246
Grassland,Grassland,California Annual Grassland,15.07,14.82,2,-0.06,0,264
Grassland,Grassland,California Annual Grassland,21.12,14.82,2,-0.06,0,1724
Grassland,Grassland,California Annual Grassland,21.12,14.82,2,-0.06,0,88
Grassland,Grassland,California Annual Grassland,15.07,14.82,2,-0.06,0,3004
Grassland,Grassland,California Annual Grassland,27.47,14.82,2,-0.06,0,3897
Grassland,Grassland,California Annual Grassland,15.07,11.34,2,-0.06,0,1701
Grassland,Grassland,California Annual Grassland,15.07,11.34,2,-0.06,0,1385
Grassland,Grassland,California Annual Grassland,21.12,11.34,2,-0.06,0,404
Grassland,Grassland,California Annual Grassland,27.47,11.34,2,-0.06,0,2386
Grassland,Grassland,California Annual Grassland,15.07,11.34,2,-0.06,0,2402
Grassland,Grassland,California Annual Grassland,27.47,11.34,2,-0.06,0,259
Grassland,Grassland,California Annual Grassland,20.1,11.34,2,-0.06,0,418
Grassland,Grassland,California Annual Grassland,21.12,11.34,2,-0.06,0,124
Grassland,Grassland,California Annual Grassland,20.1,11.34,2,-0.06,0,661
Grassland,Grassland,California Annual Grassland,15.07,11.34,2,-0.06,0,504
Grassland,Grassland,California Annual Grassland,21.12,14.82,2,-0.06,0,117
Grassland,Grassland,California Annual Grassland,27.47,14.82,2,-0.06,0,1703
Grassland,Grassland,California Annual Grassland,20.1,14.82,2,-0.06,0,279
Grassland,Grassland,California Annual Grassland,15.07,14.82,2,-0.06,0,283
Grassland,Grassland,California Annual Grassland,15.07,14.82,2,-0.06,0,1700
Grassland,Grassland,California Annual Grassland,20.1,14.82,2,-0.06,0,3541
Grassland,Grassland,California Annual Grassland,21.12,14.82,2,-0.06,0,3335
Grassland,Grassland,California Annual Grassland,20.1,11.34,2,-0.06,0,888
Grassland,Grassland,California Annual Grassland,27.47,11.34,2,-0.06,0,1061
Grassland,Grassland,California Annual Grassland,15.07,11.34,2,-0.06,0,2425
Grassland,Grassland,California Annual Grassland,15.07,11.34,2,-0.06,0,1068
Grassland,Grassland,California Annual Grassland,27.47,11.34,2,-0.06,0,1672
Grassland,Grassland,California Annual Grassland,21.12,11.34,2,-0.06,0,376
Grassland,Grassland,California Annual Grassland,21.12,11.34,2,-0.06,0,258
Grassland,Grassland,California Annual Grassland,15.07,11.34,2,-0.06,0,1221
Grassland,Grassland,California Annual Grassland,15.07,11.34,2,-0.06,0,2332
Grassland,Grassland,California Annual Grassland,20.1,11.34,2,-0.06,0,1004
Grassland,Grassland,California Mesic Chaparral,27.47,152.51,2,-0.06,0,138
Grassland,Grassland,California Mesic Chaparral,15.07,152.51,2,-0.06,0,877
Grassland,Grassland,California Mesic Chaparral,15.07,152.51,2,-0.06,0,55
Grassland,Grassland,California Mesic Chaparral,20.1,152.51,2,-0.06,0,74
Grassland,Grassland,California Mesic Chaparral,21.12,152.51,2,-0.06,0,20
Grassland,Grassland,North Pacific Montane Grassland,21.12,19.66,2,-0.06,0,750
Grassland,Grassland,California Annual Grassland,15.07,19.66,2,-0.06,0,1392
Grassland,Grassland,California Annual Grassland,21.12,19.66,2,-0.06,0,597
Grassland,Grassland,California Annual Grassland,21.12,19.66,2,-0.06,0,2423
Grassland,Grassland,California Annual Grassland,20.1,19.66,2,-0.06,0,2094
Grassland,Grassland,California Annual Grassland,20.1,19.66,2,-0.06,0,1780
Grassland,Grassland,California Annual Grassland,15.07,19.66,2,-0.06,0,1265
Grassland,Grassland,California Annual Grassland,27.47,19.66,2,-0.06,0,3042
Grassland,Grassland,California Annual Grassland,15.07,19.66,2,-0.06,0,3032
Grassland,Grassland,North Pacific Montane Grassland,20.1,11.34,2,-0.06,0,2349
Grassland,Grassland,North Pacific Montane Grassland,21.12,11.34,2,-0.06,0,1273
Grassland,Grassland,North Pacific Montane Grassland,21.12,11.34,2,-0.06,0,773
Grassland,Grassland,California Mesic Chaparral,21.12,152.51,2,-0.06,0,70
Grassland,Grassland,California Mesic Chaparral,20.1,152.51,2,-0.06,0,884
Grassland,Grassland,California Mesic Chaparral,15.07,152.51,2,-0.06,0,211
Grassland,Grassland,California Mesic Chaparral,15.07,152.51,2,-0.06,0,1941
Grassland,Grassland,California Mesic Chaparral,21.12,152.51,2,-0.06,0,352
Grassland,Grassland,California Mesic Chaparral,15.07,152.51,2,-0.06,0,2163
Grassland,Grassland,California Mesic Chaparral,15.07,152.51,2,-0.06,0,1299
Grassland,Grassland,California Mesic Chaparral,20.1,152.51,2,-0.06,0,914
Grassland,Grassland,California Mesic Chaparral,27.47,152.51,2,-0.06,0,804
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,14.82,2,-0.06,0,1786
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,21.12,14.82,2,-0.06,0,308
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,14.82,2,-0.06,0,440
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,14.82,2,-0.06,0,1984
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,21.12,14.82,2,-0.06,0,1976
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,14.82,2,-0.06,0,2144
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,14.82,2,-0.06,0,1889
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,14.82,2,-0.06,0,789
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,14.82,2,-0.06,0,1579
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,14.82,2,-0.06,0,502
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,11.34,2,-0.06,0,1335
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,21.12,11.34,2,-0.06,0,466
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,11.34,2,-0.06,0,441
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,11.34,2,-0.06,0,1897
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,11.34,2,-0.06,0,498
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,11.34,2,-0.06,0,445
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,21.12,11.34,2,-0.06,0,844
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,11.34,2,-0.06,0,834
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,11.34,2,-0.06,0,1934
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,11.34,2,-0.06,0,1761
Grassland,Grassland,California Mesic Chaparral,21.12,152.51,2,-0.06,0,827
Grassland,Grassland,California Mesic Chaparral,15.07,152.51,2,-0.06,0,1093
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,19.66,2,-0.06,0,1834
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,19.66,2,-0.06,0,748
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,21.12,19.66,2,-0.06,0,332
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,19.66,2,-0.06,0,1127
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,19.66,2,-0.06,0,2024
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,19.66,2,-0.06,0,1448
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,21.12,19.66,2,-0.06,0,563
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,19.66,2,-0.06,0,1992
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,19.66,2,-0.06,0,1837
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,19.66,2,-0.06,0,2082
Grassland,Grassland,California Montane Riparian Systems,20.1,281.6,2,-0.06,0,427
Grassland,Grassland,California Montane Riparian Systems,15.07,281.6,2,-0.06,0,1677
Grassland,Grassland,California Montane Riparian Systems,21.12,281.6,2,-0.06,0,125
Grassland,Grassland,California Montane Riparian Systems,15.07,281.6,2,-0.06,0,335
Grassland,Grassland,California Montane Riparian Systems,27.47,281.6,2,-0.06,0,775
Grassland,Grassland,California Annual Grassland,15.07,14.82,2,-0.06,0,2475
Grassland,Grassland,California Annual Grassland,15.07,14.82,2,-0.06,0,2802
Grassland,Grassland,California Annual Grassland,21.12,14.82,2,-0.06,0,141
Grassland,Grassland,California Annual Grassland,27.47,14.82,2,-0.06,0,1955
Grassland,Grassland,California Annual Grassland,21.12,14.82,2,-0.06,0,2614
Grassland,Grassland,California Annual Grassland,20.1,14.82,2,-0.06,0,3443
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,21.12,11.34,2,-0.06,0,351
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,11.34,2,-0.06,0,765
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,11.34,2,-0.06,0,1904
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,11.34,2,-0.06,0,476
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,11.34,2,-0.06,0,1655
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,11.34,2,-0.06,0,926
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,27.47,11.34,2,-0.06,0,1120
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,21.12,11.34,2,-0.06,0,747
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,11.34,2,-0.06,0,1369
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,15.07,11.34,2,-0.06,0,1297
Grassland,Grassland,California Mesic Serpentine Grassland,20.1,11.34,2,-0.06,0,3885
Grassland,Grassland,California Mesic Serpentine Grassland,15.07,11.34,2,-0.06,0,3887
Grassland,Grassland,California Mesic Serpentine Grassland,21.12,11.34,2,-0.06,0,3707
Grassland,Grassland,California Mesic Serpentine Grassland,15.07,11.34,2,-0.06,0,3713
Grassland,Grassland,Pacific Coastal Marsh Systems,27.47,14.82,2,-0.06,0,2919
Grassland,Grassland,Pacific Coastal Marsh Systems,20.1,11.34,2,-0.06,0,3070
Grassland,Grassland,Pacific Coastal Marsh Systems,27.47,11.34,2,-0.06,0,3110
Grassland,Grassland,Pacific Coastal Marsh Systems,21.12,14.82,2,-0.06,0,2844
Grassland,Grassland,Pacific Coastal Marsh Systems,27.47,14.82,2,-0.06,0,3020
Grassland,Grassland,California Mesic Chaparral,15.07,152.51,2,-0.06,0,954
Grassland,Grassland,California Mesic Chaparral,21.12,152.51,2,-0.06,0,1192
Grassland,Grassland,NASS-Row Crop,15.07,0,2,-0.06,0,1715
Grassland,Grassland,NASS-Row Crop,15.07,0,2,-0.06,0,1776
Grassland,Grassland,NASS-Row Crop,27.47,0,2,-0.06,0,1699
Grassland,Grassland,NASS-Row Crop,21.12,0,2,-0.06,0,832
Grassland,Grassland,NASS-Row Crop,20.1,0,2,-0.06,0,1447
Grassland,Grassland,California Mesic Chaparral,15.07,152.51,2,-0.06,0,865
Grassland,Grassland,California Mesic Chaparral,15.07,152.51,2,-0.06,0,377
Grassland,Grassland,California Mesic Chaparral,20.1,152.51,2,-0.06,0,943
Grassland,Grassland,California Mesic Chaparral,21.12,152.51,2,-0.06,0,442
Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,20.1,19.66,2,-0.06,0,2030
Grassland,Grassland,California Montane Riparian Systems,15.07,258.47,2,-0.06,0,1698
Grassland,Grassland,California Montane Riparian Systems,20.1,258.47,2,-0.06,0,1848
Grassland,Grassland,California Montane Riparian Systems,21.12,258.47,2,-0.06,0,144
Grassland,Grassland,California Montane Riparian Systems,27.47,258.47,2,-0.06,0,784
Grassland,Grassland,California Montane Riparian Systems,15.07,258.47,2,-0.06,0,339
Grassland,Grassland,California Montane Riparian Systems,20.1,184.49,2,-0.06,0,191
Grassland,Grassland,California Montane Riparian Systems,15.07,184.49,2,-0.06,0,51
Grassland,Grassland,California Montane Riparian Systems,15.07,184.49,2,-0.06,0,263
Grassland,Grassland,California Montane Riparian Systems,21.12,184.49,2,-0.06,0,39
Grassland,Grassland,California Montane Riparian Systems,27.47,184.49,2,-0.06,0,1538
Grassland,Grassland,California Montane Riparian Systems,27.47,198.33,2,-0.06,0,1534
Grassland,Grassland,California Montane Riparian Systems,21.12,198.33,2,-0.06,0,35
Grassland,Grassland,California Montane Riparian Systems,15.07,198.33,2,-0.06,0,167
Grassland,Grassland,California Montane Riparian Systems,20.1,198.33,2,-0.06,0,57
Grassland,Grassland,California Montane Riparian Systems,15.07,198.33,2,-0.06,0,202
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,21.12,162.83,2,-0.06,0,24
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,15.07,162.83,2,-0.06,0,54
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,20.1,162.83,2,-0.06,0,176
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,27.47,162.83,2,-0.06,0,150
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,15.07,162.83,2,-0.06,0,512
Grassland,Grassland,California Montane Riparian Systems,21.12,234.44,2,-0.06,0,91
Grassland,Grassland,California Montane Riparian Systems,20.1,234.44,2,-0.06,0,447
Grassland,Grassland,California Montane Riparian Systems,15.07,234.44,2,-0.06,0,2377
Grassland,Grassland,California Montane Riparian Systems,15.07,234.44,2,-0.06,0,1552
Grassland,Grassland,California Montane Riparian Systems,27.47,234.44,2,-0.06,0,1625
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,20.1,251.02,2,-0.06,0,916
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,21.12,251.02,2,-0.06,0,2272
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,15.07,251.02,2,-0.06,0,2270
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,15.07,251.02,2,-0.06,0,1235
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,27.47,222.22,2,-0.06,0,1558
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,20.1,222.22,2,-0.06,0,700
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,21.12,222.22,2,-0.06,0,203
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,15.07,222.22,2,-0.06,0,1160
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,15.07,222.22,2,-0.06,0,1662
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,21.12,284.24,2,-0.06,0,1945
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,20.1,284.24,2,-0.06,0,3757
Grassland,Grassland,Inter-Mountain Basins Big Sagebrush Shrubland,15.07,110.08,2,-0.06,0,224
Grassland,Grassland,Inter-Mountain Basins Big Sagebrush Shrubland,20.1,110.08,2,-0.06,0,149
Grassland,Grassland,Inter-Mountain Basins Big Sagebrush Shrubland,15.07,110.08,2,-0.06,0,198
Grassland,Grassland,Inter-Mountain Basins Big Sagebrush Shrubland,27.47,110.08,2,-0.06,0,108
Grassland,Grassland,Inter-Mountain Basins Big Sagebrush Shrubland,21.12,110.08,2,-0.06,0,56
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,20.1,266.22,2,-0.06,0,994
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,266.22,2,-0.06,0,690
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,266.22,2,-0.06,0,205
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,21.12,266.22,2,-0.06,0,34
Grassland,Grassland,North Pacific Montane Grassland,21.12,14.82,2,-0.06,0,2472
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,20.1,231.39,2,-0.06,0,459
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,231.39,2,-0.06,0,172
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,231.39,2,-0.06,0,412
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,21.12,231.39,2,-0.06,0,145
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,21.12,307.1,2,-0.06,0,729
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,307.1,2,-0.06,0,1535
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,194.57,2,-0.06,0,59
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,27.47,194.57,2,-0.06,0,84
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,20.1,194.57,2,-0.06,0,44
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,194.57,2,-0.06,0,181
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,21.12,194.57,2,-0.06,0,40
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,27.47,153.36,2,-0.06,0,71
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,21.12,153.36,2,-0.06,0,29
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,20.1,153.36,2,-0.06,0,53
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,153.36,2,-0.06,0,49
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,153.36,2,-0.06,0,134
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,170.88,2,-0.06,0,47
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,170.88,2,-0.06,0,133
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,21.12,170.88,2,-0.06,0,26
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,27.47,170.88,2,-0.06,0,68
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,20.1,170.88,2,-0.06,0,42
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,21.12,197.84,2,-0.06,0,155
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,15.07,197.84,2,-0.06,0,1151
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,27.47,197.84,2,-0.06,0,1136
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,20.1,197.84,2,-0.06,0,666
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,15.07,197.84,2,-0.06,0,1137
Grassland,Grassland,NASS-Close Grown Crop,15.07,0,2,-0.06,0,511
Grassland,Grassland,NASS-Close Grown Crop,20.1,0,2,-0.06,0,438
Grassland,Grassland,NASS-Close Grown Crop,15.07,0,2,-0.06,0,1612
Grassland,Grassland,NASS-Close Grown Crop,27.47,0,2,-0.06,0,766
Grassland,Grassland,NASS-Close Grown Crop,21.12,0,2,-0.06,0,334
Grassland,Grassland,California Montane Woodland and Chaparral,21.12,186.96,2,-0.06,0,3435
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,202.59,2,-0.06,0,449
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,202.59,2,-0.06,0,1169
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,21.12,202.59,2,-0.06,0,448
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,20.1,202.59,2,-0.06,0,479
Grassland,Grassland,California Xeric Serpentine Chaparral,21.12,9.3,2,-0.06,0,3807
Grassland,Grassland,Introduced Upland Vegetation-Annual Grassland,21.12,14.82,2,-0.06,0,3638
Grassland,Grassland,Introduced Upland Vegetation-Annual Grassland,21.12,14.82,2,-0.06,0,3787
Grassland,Grassland,Introduced Upland Vegetation-Annual Grassland,15.07,14.82,2,-0.06,0,3923
Grassland,Grassland,Introduced Upland Vegetation-Annual Grassland,20.1,14.82,2,-0.06,0,3810
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,27.47,162.83,2,-0.06,0,1540
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,21.12,162.83,2,-0.06,0,80
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,15.07,162.83,2,-0.06,0,1666
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,20.1,162.83,2,-0.06,0,572
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,15.07,162.83,2,-0.06,0,866
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,15.07,177.9,2,-0.06,0,428
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,20.1,177.9,2,-0.06,0,209
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,27.47,177.9,2,-0.06,0,903
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,21.12,177.9,2,-0.06,0,77
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,15.07,177.9,2,-0.06,0,173
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,15.07,162.36,2,-0.06,0,1254
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,15.07,162.36,2,-0.06,0,1236
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,20.1,162.36,2,-0.06,0,755
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,21.12,162.36,2,-0.06,0,76
Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,27.47,162.36,2,-0.06,0,805
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,20.1,162.83,2,-0.06,0,1606
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,21.12,162.83,2,-0.06,0,406
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,27.47,162.83,2,-0.06,0,3367
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,21.12,70.65,2,-0.06,0,733
Grassland,Grassland,Quercus garryana Woodland Alliance,15.07,242.74,2,-0.06,0,2855
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,154.88,2,-0.06,0,152
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,21.12,154.88,2,-0.06,0,27
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,20.1,154.88,2,-0.06,0,45
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,27.47,154.88,2,-0.06,0,139
Grassland,Grassland,Inter-Mountain Basins Montane Riparian Systems,15.07,154.88,2,-0.06,0,63
Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,21.12,70.65,2,-0.06,0,19
