,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,accesstype,unitname,AGNCY_NAME,pointid,near_cpad
6398,6398,6398,6398,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763687,5744.00813077
6399,6399,6399,6399,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763688,5765.72511177
6400,6400,6400,6400,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763689,5787.5161099
6401,6401,6401,6401,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763690,5809.38029228
6402,6402,6402,6402,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763691,5831.31683572
6403,6403,6403,6403,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763692,5853.3249266
6404,6404,6404,6404,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763773,4881.05889207
6405,6405,6405,6405,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763774,4899.27617715
6406,6406,6406,6406,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763775,4917.60899339
6407,6407,6407,6407,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763776,4936.05605356
6408,6408,6408,6408,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763777,4954.616081600001
6409,6409,6409,6409,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763778,4973.28781269
6410,6410,6410,6410,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763779,4992.06999349
6411,6411,6411,6411,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763780,5010.96138201
6412,6412,6412,6412,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763781,5029.96074775
6413,6413,6413,6413,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763782,5049.0668718000015
6414,6414,6414,6414,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763783,5068.27854681
6415,6415,6415,6415,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763784,5087.594577000002
6416,6416,6416,6416,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763785,5107.01377831
6417,6417,6417,6417,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763786,5126.53497833
6418,6418,6418,6418,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763787,5146.14738374
6419,6419,6419,6419,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763788,5165.77559645
6420,6420,6420,6420,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763789,5185.40380917
6421,6421,6421,6421,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763790,5205.03202187
6422,6422,6422,6422,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763791,5224.68674165
6423,6423,6423,6423,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763792,5244.43592834
6424,6424,6424,6424,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763793,5264.28198944
6425,6425,6425,6425,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763794,5284.22383349
6426,6426,6426,6426,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763795,5304.26038016
6427,6427,6427,6427,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763796,5324.39056028
6428,6428,6428,6428,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763797,5344.61331589
6429,6429,6429,6429,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763798,5364.92760012
6430,6430,6430,6430,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763799,5385.33237715
6431,6431,6431,6431,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763800,5405.8266223
6432,6432,6432,6432,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763801,5426.40932187
6433,6433,6433,6433,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763802,5447.07947311
6434,6434,6434,6434,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763803,5467.83608426
6435,6435,6435,6435,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763804,5488.67817444
6436,6436,6436,6436,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763805,5509.60477352
6437,6437,6437,6437,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763806,5530.61492227
6438,6438,6438,6438,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763807,5551.70767211
6439,6439,6439,6439,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763808,5572.8820851
6440,6440,6440,6440,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763809,5594.13723396
6441,6441,6441,6441,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763810,5615.47220192
6442,6442,6442,6442,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763811,5636.88608262
6443,6443,6443,6443,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763812,5658.37798016
6444,6444,6444,6444,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763813,5679.94700895
6445,6445,6445,6445,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763814,5701.59229359
6446,6446,6446,6446,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763815,5723.31296894
6447,6447,6447,6447,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763816,5745.10817988
6448,6448,6448,6448,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763817,5766.97708131
6449,6449,6449,6449,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763818,5788.91883812
6450,6450,6450,6450,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763819,5810.93262502
6451,6451,6451,6451,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763820,5833.01762644
6452,6452,6452,6452,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763899,4820.95173529
6453,6453,6453,6453,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763900,4839.02332975
6454,6454,6454,6454,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763901,4857.21298049
6455,6455,6455,6455,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763902,4875.51936618
6456,6456,6456,6456,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763903,4893.94117679
6457,6457,6457,6457,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763904,4912.47711383
6458,6458,6458,6458,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763905,4931.125890300002
6459,6459,6459,6459,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763906,4949.8862308
6460,6460,6460,6460,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763907,4968.75687168
6461,6461,6461,6461,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763908,4987.73656101
6462,6462,6462,6462,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763909,5006.82405861
6463,6463,6463,6463,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763910,5026.01813625
6464,6464,6464,6464,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763911,5045.31757752
6465,6465,6465,6465,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763912,5064.7211779
6466,6466,6466,6466,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763913,5084.22774489
6467,6467,6467,6467,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763914,5103.83143722
6468,6468,6468,6468,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763915,5123.45964992
6469,6469,6469,6469,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763916,5143.08786263
6470,6470,6470,6470,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763917,5162.71607535
6471,6471,6471,6471,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763918,5182.36208928
6472,6472,6472,6472,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763919,5202.09894969
6473,6473,6473,6473,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763920,5221.93356339
6474,6474,6474,6474,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763921,5241.86482069
6475,6475,6475,6475,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763922,5261.8916234
6476,6476,6476,6476,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763923,5282.01288473
6477,6477,6477,6477,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763924,5302.22752929
6478,6478,6478,6478,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763925,5322.53449311
6479,6479,6479,6479,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763926,5342.93272356
6480,6480,6480,6480,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763927,5363.42117928
6481,6481,6481,6481,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763928,5383.99883027
6482,6482,6482,6482,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763929,5404.66465773
6483,6483,6483,6483,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763930,5425.417654
6484,6484,6484,6484,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763931,5446.25682266
6485,6485,6485,6485,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763932,5467.18117831
6486,6486,6486,6486,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763933,5488.18974657
6487,6487,6487,6487,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763934,5509.28156408
6488,6488,6488,6488,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763935,5530.45567838
6489,6489,6489,6489,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763936,5551.71114778
6490,6490,6490,6490,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763937,5573.04704146
6491,6491,6491,6491,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763938,5594.46243928
6492,6492,6492,6492,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763939,5615.95643167
6493,6493,6493,6493,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763940,5637.5281196999995
6494,6494,6494,6494,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763941,5659.17661489
6495,6495,6495,6495,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763942,5680.90103913
6496,6496,6496,6496,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763943,5702.7005247
6497,6497,6497,6497,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763944,5724.57421408
6498,6498,6498,6498,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763945,5746.52125989
6499,6499,6499,6499,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763946,5768.54082489
6500,6500,6500,6500,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763947,5790.63208178
6501,6501,6501,6501,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,763948,5812.79421314
6502,6502,6502,6502,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764025,4761.03091356
6503,6503,6503,6503,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764026,4778.95244922
6504,6504,6504,6504,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764027,4796.99464915
6505,6505,6505,6505,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764028,4815.15615696
6506,6506,6506,6506,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764029,4833.43562778
6507,6507,6507,6507,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764030,4851.83172833
6508,6508,6508,6508,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764031,4870.34313697
6509,6509,6509,6509,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764032,4888.96854396
6510,6510,6510,6510,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764033,4907.70665138
6511,6511,6511,6511,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764034,4926.55617322
6512,6512,6512,6512,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764035,4945.51583557
6513,6513,6513,6513,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764036,4964.58437656
6514,6514,6514,6514,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764037,4983.7605464
6515,6515,6515,6515,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764038,5003.04310754
6516,6516,6516,6516,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764039,5022.43083457
6517,6517,6517,6517,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764040,5041.92251427
6518,6518,6518,6518,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764041,5061.51549068
6519,6519,6519,6519,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764042,5081.143703399999
6520,6520,6520,6520,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764043,5100.7719161
6521,6521,6521,6521,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764044,5120.40012881
6522,6522,6522,6522,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764045,5140.03911469
6523,6523,6523,6523,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764046,5159.76344016
6524,6524,6524,6524,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764047,5179.58641364
6525,6525,6525,6525,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764048,5199.50690686
6526,6526,6526,6526,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764049,5219.52380322
6527,6527,6527,6527,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764050,5239.63599789
6528,6528,6528,6528,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764051,5259.84239769
6529,6529,6529,6529,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764052,5280.14192104
6530,6530,6530,6530,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764053,5300.53349809
6531,6531,6531,6531,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764054,5321.0160705
6532,6532,6532,6532,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764055,5341.58859146
6533,6533,6533,6533,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764056,5362.25002572
6534,6534,6534,6534,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764057,5382.99934948
6535,6535,6535,6535,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764058,5403.83555027
6536,6536,6536,6536,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764059,5424.75762706
6537,6537,6537,6537,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764060,5445.76459007
6538,6538,6538,6538,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764061,5466.85546072
6539,6539,6539,6539,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764062,5488.02927164
6540,6540,6540,6540,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764063,5509.28506655
6541,6541,6541,6541,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764064,5530.62190015
6542,6542,6542,6542,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764065,5552.03883815
6543,6543,6543,6543,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764066,5573.53495714
6544,6544,6544,6544,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764067,5595.10934445
6545,6545,6545,6545,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764068,5616.76109821
6546,6546,6546,6546,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764069,5638.48932716
6547,6547,6547,6547,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764070,5660.29315057
6548,6548,6548,6548,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764071,5682.17169825
6549,6549,6549,6549,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764072,5704.12411037
6550,6550,6550,6550,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764073,5726.14953737
6551,6551,6551,6551,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764074,5748.24713999
6552,6552,6552,6552,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764075,5770.41608903
6553,6553,6553,6553,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764076,5792.65556531
6554,6554,6554,6554,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764150,4683.66138122
6555,6555,6555,6555,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764151,4701.30355177
6556,6556,6556,6556,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764152,4719.07048453
6557,6557,6557,6557,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764153,4736.96077563
6558,6558,6558,6558,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764154,4754.97303272
6559,6559,6559,6559,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764155,4773.105875
6560,6560,6560,6560,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764156,4791.35793339
6561,6561,6561,6561,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764157,4809.72785071
6562,6562,6562,6562,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764158,4828.2142817
6563,6563,6563,6563,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764159,4846.81589313
6564,6564,6564,6564,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764160,4865.53136398
6565,6565,6565,6565,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764161,4884.35938543
6566,6566,6566,6566,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764162,4903.29866089
6567,6567,6567,6567,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764163,4922.34790622
6568,6568,6568,6568,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764164,4941.50584964
6569,6569,6569,6569,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764165,4960.77123176
6570,6570,6570,6570,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764166,4980.14280577
6571,6571,6571,6571,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764167,4999.61933731
6572,6572,6572,6572,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764168,5019.19954415
6573,6573,6573,6573,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764169,5038.82775686
6574,6574,6574,6574,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764170,5058.45596959
6575,6575,6575,6575,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764171,5078.08418229
6576,6576,6576,6576,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764172,5097.71785963
6577,6577,6577,6577,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764173,5117.4294362
6578,6578,6578,6578,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764174,5137.24057178
6579,6579,6579,6579,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764175,5157.15011905
6580,6580,6580,6580,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764176,5177.15694262
6581,6581,6581,6581,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764177,5197.25991907
6582,6582,6582,6582,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764178,5217.457937
6583,6583,6583,6583,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764179,5237.7498969
6584,6584,6584,6584,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764180,5258.13471113
6585,6585,6585,6585,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764181,5278.61130397
6586,6586,6586,6586,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764182,5299.17861149
6587,6587,6587,6587,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764183,5319.83558152
6588,6588,6588,6588,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764184,5340.58117365
6589,6589,6589,6589,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764185,5361.41435915
6590,6590,6590,6590,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764186,5382.33412084
6591,6591,6591,6591,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764187,5403.33945319
6592,6592,6592,6592,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764188,5424.42936211
6593,6593,6593,6593,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764189,5445.60286492
6594,6594,6594,6594,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764190,5466.85899035
6595,6595,6595,6595,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764191,5488.19677841
6596,6596,6596,6596,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764192,5509.61528025
6597,6597,6597,6597,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764193,5531.11355826
6598,6598,6598,6598,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764194,5552.69068583
6599,6599,6599,6599,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764195,5574.34574729
6600,6600,6600,6600,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764196,5596.07783795
6601,6601,6601,6601,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764197,5617.88606386
6602,6602,6602,6602,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764198,5639.76954178
6603,6603,6603,6603,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764199,5661.72739916
6604,6604,6604,6604,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764200,5683.75877396
6605,6605,6605,6605,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764201,5705.86281454
6606,6606,6606,6606,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764202,5728.03867972
6607,6607,6607,6607,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764203,5750.28553852
6608,6608,6608,6608,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764204,5772.602570100001
6609,6609,6609,6609,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764276,4624.29709901
6610,6610,6610,6610,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764277,4641.77711787
6611,6611,6611,6611,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764278,4659.38471945
6612,6612,6612,6612,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764279,4677.11846289
6613,6613,6613,6613,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764280,4694.97691879
6614,6614,6614,6614,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764281,4712.95866944
6615,6615,6615,6615,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764282,4731.06230902
6616,6616,6616,6616,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764283,4749.28644366
6617,6617,6617,6617,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764284,4767.62969156
6618,6618,6618,6618,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764285,4786.09068321
6619,6619,6619,6619,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764286,4804.66806137
6620,6620,6620,6620,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764287,4823.36048123
6621,6621,6621,6621,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764288,4842.1666104999995
6622,6622,6622,6622,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764289,4861.08512947
6623,6623,6623,6623,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764290,4880.11473102
6624,6624,6624,6624,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764291,4899.25412077
6625,6625,6625,6625,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764292,4918.50201708
6626,6626,6626,6626,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764293,4937.85715102
6627,6627,6627,6627,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764294,4957.31826655
6628,6628,6628,6628,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764295,4976.88412041
6629,6629,6629,6629,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764296,4996.51181033
6630,6630,6630,6630,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764297,5016.14002304
6631,6631,6631,6631,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764298,5035.76823577
6632,6632,6632,6632,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764299,5055.39836733
6633,6633,6633,6633,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764300,5075.09697546
6634,6634,6634,6634,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764301,5094.89607043
6635,6635,6635,6635,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764302,5114.79448525
6636,6636,6636,6636,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764303,5134.79106531
6637,6637,6637,6637,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764304,5154.88466821
6638,6638,6638,6638,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764305,5175.07416376
6639,6639,6639,6639,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764306,5195.35843406
6640,6640,6640,6640,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764307,5215.73637337
6641,6641,6641,6641,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764308,5236.20688804
6642,6642,6642,6642,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764309,5256.76889661
6643,6643,6643,6643,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764310,5277.42132964
6644,6644,6644,6644,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764311,5298.16312965
6645,6645,6645,6645,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,764312,5318.99325121
