pointid,gridcode01,gridcode14
27520,2,2
27521,2,2
27522,2,2
27523,89,100
27524,89,100
27525,89,100
27526,89,100
27527,89,100
27528,89,100
27529,92,105
27530,35,51
27531,93,106
27532,128,74
27533,64,72
27534,128,72
27535,24,22
27536,92,105
27537,24,22
27538,24,22
27539,2,2
27540,2,2
27541,114,144
27542,89,100
27543,89,194
27544,89,194
27545,89,154
27546,89,194
27547,89,194
27548,92,194
27549,89,194
27550,89,194
27551,89,194
27552,89,194
27553,89,149
27554,89,149
27555,89,149
27556,89,149
27557,89,149
27558,89,149
27559,89,149
27560,89,149
27561,89,149
27562,89,149
27563,35,174
27564,92,173
27565,92,173
27566,89,149
27567,89,149
27568,2,203
27569,2,155
27570,89,154
27571,89,149
27572,89,149
27573,2,155
27574,89,149
27575,89,149
27576,89,149
27577,125,171
27578,35,174
27579,35,174
27580,2,155
27581,2,155
27582,89,149
27583,89,149
27584,89,149
27585,101,172
27586,92,173
27587,89,149
27588,89,149
27589,89,149
27590,2,191
27591,2,191
27592,2,155
27593,2,155
27594,92,173
27595,101,172
27596,92,173
27597,66,74
27598,64,72
27599,2,155
27600,2,155
27601,89,149
27602,89,149
27603,89,100
27604,89,100
27605,2,2
27606,2,2
27607,89,100
27608,89,100
27609,89,100
27610,89,100
27611,89,100
27612,92,105
27613,35,51
27614,93,106
27615,64,72
27616,93,106
27617,15,7
27618,15,7
27619,2,2
27620,2,2
27621,2,2
27622,2,2
27623,2,2
27624,89,100
27625,89,100
27626,89,100
27627,64,72
27628,128,72
27629,89,154
27630,89,154
27631,2,194
27632,89,194
27633,89,194
27634,89,194
27635,89,194
27636,89,194
27637,89,194
27638,89,194
27639,89,149
27640,64,72
27641,89,149
27642,89,149
27643,89,149
27644,89,149
27645,89,149
27646,89,149
27647,89,149
27648,89,149
27649,2,155
27650,89,149
27651,92,173
27652,92,173
27653,89,149
27654,89,149
27655,2,203
27656,2,155
27657,89,149
27658,89,149
27659,89,149
27660,89,149
27661,89,149
27662,89,149
27663,89,149
27664,35,174
27665,89,149
27666,89,149
27667,2,155
27668,2,155
27669,2,154
27670,2,155
27671,89,149
27672,92,173
27673,92,173
27674,92,173
27675,89,149
27676,2,155
27677,2,155
27678,100,180
27679,2,155
27680,92,173
27681,92,173
27682,92,173
27683,92,173
27684,64,72
27685,2,155
27686,89,149
27687,89,149
27688,89,149
27689,89,149
27690,89,100
27691,89,100
27692,89,100
27693,126,177
27694,89,100
27695,89,100
27696,89,100
27697,89,100
27698,89,100
27699,89,100
27700,93,106
27701,93,106
27702,2,2
27703,2,2
27704,2,2
27705,15,7
27706,89,100
27707,89,100
27708,89,100
27709,2,2
27710,89,100
27711,89,100
27712,2,2
27713,2,2
27714,89,194
27715,92,194
27716,89,194
27717,89,194
27718,2,194
27719,2,154
27720,89,194
27721,89,194
27722,89,194
27723,35,188
27724,35,154
27725,35,188
27726,89,194
27727,89,194
27728,66,74
27729,64,72
27730,89,149
27731,89,149
27732,89,149
27733,89,149
27734,89,149
27735,89,149
27736,89,149
27737,89,149
27738,2,155
27739,92,173
27740,101,172
27741,92,173
27742,89,149
27743,2,154
27744,2,154
27745,89,154
27746,89,149
27747,89,149
27748,2,155
27749,89,149
27750,89,149
27751,2,155
27752,89,149
27753,89,149
27754,89,149
27755,89,149
27756,89,149
27757,89,149
27758,89,154
27759,2,155
27760,2,155
27761,2,155
27762,92,173
27763,101,172
27764,92,173
27765,100,180
27766,100,180
27767,92,173
27768,92,173
27769,92,173
27770,92,173
27771,87,162
27772,92,173
27773,64,72
27774,89,149
27775,89,149
27776,89,149
27777,2,154
27778,89,150
27779,89,100
27780,89,100
27781,89,100
27782,89,100
27783,2,2
27784,15,7
27785,15,7
27786,89,100
27787,89,100
27788,89,100
27789,89,100
27790,66,74
27791,2,2
27792,2,2
27793,89,100
27794,15,7
27795,89,100
27796,89,100
27797,89,100
27798,89,100
27799,89,100
27800,2,2
27801,89,100
27802,24,22
27803,128,72
27804,89,194
27805,89,194
27806,89,194
27807,89,194
27808,89,194
27809,89,194
27810,89,194
27811,89,194
27812,89,194
27813,89,194
27814,35,188
27815,35,188
27816,125,171
27817,89,194
27818,89,194
27819,89,194
27820,66,74
27821,89,149
27822,89,149
27823,89,149
27824,89,149
27825,89,149
27826,89,149
27827,89,149
27828,2,155
27829,128,74
27830,128,74
27831,92,173
27832,92,173
27833,89,149
27834,89,154
27835,89,207
27836,89,154
27837,89,149
27838,89,149
27839,89,149
27840,89,149
27841,89,149
27842,2,155
27843,2,155
27844,89,149
27845,89,149
27846,89,149
27847,89,149
27848,2,155
27849,2,155
27850,100,180
27851,100,180
27852,100,180
27853,92,173
27854,101,172
27855,92,173
27856,92,173
27857,92,173
27858,89,149
27859,24,183
27860,24,183
27861,2,155
27862,89,149
27863,128,74
27864,64,72
27865,89,149
27866,64,72
27867,89,154
27868,89,149
27869,2,155
27870,89,100
27871,89,100
27872,89,100
27873,89,100
27874,89,100
27875,89,100
27876,15,7
27877,89,100
27878,89,100
27879,89,100
27880,89,100
27881,64,72
27882,2,2
27883,2,2
27884,89,100
27885,89,100
27886,89,100
27887,89,100
27888,89,100
27889,89,100
27890,89,100
27891,89,100
27892,89,100
27893,92,105
27894,92,194
27895,87,194
27896,87,194
27897,89,194
27898,89,194
27899,89,194
27900,2,194
27901,89,194
27902,89,194
27903,89,194
27904,89,194
27905,89,194
27906,89,194
27907,125,171
27908,92,194
27909,125,171
27910,89,194
27911,89,194
27912,89,194
27913,64,72
27914,124,170
27915,89,149
27916,89,149
27917,89,149
27918,89,149
27919,89,149
27920,101,172
27921,92,173
27922,128,74
27923,64,72
27924,64,72
27925,92,173
27926,89,149
27927,92,173
27928,2,155
27929,2,155
27930,89,149
27931,2,191
27932,89,149
27933,89,149
27934,2,155
27935,2,155
27936,89,149
27937,89,149
27938,89,149
27939,89,149
27940,92,173
27941,92,173
27942,89,149
27943,92,173
27944,92,173
27945,92,173
27946,101,172
27947,24,183
27948,2,155
27949,2,155
27950,2,155
27951,89,149
27952,89,149
27953,2,155
27954,2,155
27955,2,155
27956,89,149
27957,92,173
27958,66,74
27959,64,72
27960,89,149
27961,89,149
27962,89,149
27963,89,100
27964,89,100
27965,2,2
27966,2,2
27967,89,100
27968,89,100
27969,89,100
27970,89,100
27971,89,100
27972,89,100
27973,89,100
27974,64,72
27975,89,100
27976,89,100
27977,89,100
27978,89,100
27979,93,106
27980,93,106
27981,35,51
27982,89,100
27983,89,100
27984,89,100
27985,101,120
27986,101,120
27987,89,149
27988,89,149
27989,100,180
27990,87,194
27991,87,194
27992,89,194
27993,89,194
27994,89,194
27995,89,194
27996,89,194
27997,89,194
27998,89,194
27999,89,194
28000,89,194
28001,89,194
28002,92,194
28003,87,194
28004,89,194
28005,89,194
28006,89,194
28007,2,194
28008,64,72
28009,124,170
28010,2,155
28011,89,149
28012,89,149
28013,89,149
28014,92,173
28015,92,173
28016,92,173
28017,128,74
28018,24,183
28019,89,149
28020,89,149
28021,64,72
28022,64,72
28023,92,191
28024,2,191
28025,2,191
28026,89,149
28027,89,149
28028,89,149
28029,2,155
28030,89,149
28031,2,155
28032,2,155
28033,2,155
28034,92,173
28035,92,173
28036,92,173
28037,92,173
28038,92,173
28039,101,172
28040,101,172
28041,101,172
28042,87,162
28043,89,149
28044,2,155
28045,2,155
28046,2,155
28047,2,155
28048,2,155
28049,2,155
28050,89,149
28051,2,155
28052,100,180
28053,92,173
28054,64,72
28055,89,149
28056,89,149
28057,89,149
28058,89,100
28059,2,2
28060,89,100
28061,89,100
28062,89,100
28063,89,100
28064,89,100
28065,89,100
28066,15,7
28067,89,100
28068,89,100
28069,66,74
28070,87,98
28071,89,100
28072,89,100
28073,89,100
28074,89,100
28075,35,51
28076,35,51
28077,89,100
28078,89,100
28079,89,100
28080,24,22
28081,92,105
28082,89,149
28083,89,149
28084,89,149
28085,89,149
28086,89,149
28087,87,162
28088,87,162
28089,89,194
28090,89,194
28091,89,194
28092,89,194
28093,89,194
28094,89,194
28095,2,194
28096,2,154
28097,89,154
28098,89,194
28099,87,194
28100,89,194
28101,89,194
28102,89,194
28103,89,194
28104,2,194
28105,64,72
28106,64,72
28107,89,149
28108,89,149
28109,89,149
28110,89,149
28111,128,74
28112,128,74
28113,128,74
28114,128,72
28115,2,155
28116,2,155
28117,89,149
28118,92,173
28119,92,154
28120,64,72
28121,92,191
28122,2,191
28123,89,149
28124,89,149
28125,2,155
28126,2,155
28127,89,149
28128,89,149
28129,89,149
28130,89,149
28131,92,173
28132,92,173
28133,92,173
28134,92,173
28135,92,173
28136,92,173
28137,101,172
28138,92,173
28139,87,162
28140,89,149
28141,2,155
28142,89,149
28143,2,155
28144,89,149
28145,89,149
28146,89,149
28147,89,154
28148,2,196
28149,2,155
28150,128,74
28151,128,74
28152,89,149
28153,89,149
28154,89,149
28155,2,13
28156,2,2
28157,2,2
28158,2,2
28159,89,100
28160,89,100
28161,87,98
28162,89,100
28163,89,100
28164,89,100
28165,89,100
28166,64,72
28167,128,74
28168,92,105
28169,92,105
28170,89,100
28171,89,100
28172,89,100
28173,35,51
28174,35,51
28175,89,100
28176,89,100
28177,2,2
28178,114,144
28179,89,149
28180,89,149
28181,89,149
28182,89,149
28183,89,149
28184,89,149
28185,92,173
28186,87,162
28187,89,149
28188,89,194
28189,89,194
28190,89,194
28191,100,194
28192,89,194
28193,89,194
28194,89,194
28195,89,154
28196,2,194
28197,2,194
28198,87,194
28199,87,194
28200,89,194
28201,89,194
28202,89,194
28203,89,194
28204,2,194
28205,64,72
28206,89,149
28207,89,149
28208,89,149
28209,89,149
28210,66,74
28211,64,72
28212,24,183
28213,89,149
28214,2,155
28215,2,155
28216,89,149
28217,89,149
28218,92,154
28219,128,72
28220,64,72
28221,89,149
28222,89,149
28223,89,149
28224,89,149
28225,2,155
28226,89,149
28227,89,149
28228,89,149
28229,128,74
28230,64,72
28231,64,72
28232,64,72
28233,92,163
28234,128,72
28235,66,74
28236,128,74
28237,92,163
28238,66,74
28239,89,150
28240,2,13
28241,2,13
28242,2,13
28243,89,150
28244,89,149
28245,89,149
28246,89,154
28247,2,155
28248,2,155
28249,128,74
28250,92,173
28251,66,74
28252,89,149
28253,89,149
28254,64,72
28255,64,72
28256,66,74
28257,89,100
28258,64,72
28259,64,72
28260,66,74
28261,89,100
28262,64,72
28263,64,72
28264,66,74
28265,64,72
28266,64,72
28267,64,72
28268,66,74
28269,15,7
28270,64,72
28271,64,72
28272,66,74
28273,128,74
28274,64,72
28275,64,72
28276,66,74
28277,2,2
28278,64,72
28279,89,149
28280,89,149
28281,89,149
28282,89,154
28283,2,155
28284,89,149
28285,89,149
28286,89,149
28287,101,172
28288,89,149
28289,89,149
28290,89,194
28291,89,194
28292,87,194
28293,89,194
28294,89,194
28295,89,194
28296,89,194
28297,89,194
28298,89,194
28299,92,194
28300,89,194
28301,89,194
28302,89,194
28303,89,194
28304,89,194
28305,66,74
28306,89,194
28307,89,194
28308,89,194
28309,66,74
28310,128,74
28311,24,183
28312,24,183
28313,89,149
28314,2,155
28315,89,154
28316,89,149
28317,2,154
28318,2,155
28319,2,155
28320,2,155
28321,101,172
28322,128,72
28323,64,72
28324,89,149
28325,89,149
28326,89,149
28327,89,149
28328,2,155
28329,89,150
28330,66,74
28331,92,105
28332,92,105
28333,92,105
28334,64,72
28335,92,105
28336,89,100
28337,64,72
28338,64,72
28339,92,105
28340,64,72
28341,64,72
28342,64,72
28343,64,72
28344,64,72
28345,64,72
28346,64,72
28347,64,72
28348,66,74
28349,66,74
28350,2,207
28351,128,72
28352,66,74
28353,64,72
28354,66,74
28355,89,100
28356,89,100
28357,89,100
28358,64,72
28359,89,100
28360,89,100
28361,2,2
28362,128,72
28363,2,2
28364,2,2
28365,64,72
28366,64,72
28367,89,100
28368,89,100
28369,2,2
28370,2,2
28371,89,100
28372,89,100
28373,89,100
28374,64,72
28375,89,100
28376,87,98
28377,89,100
28378,64,72
28379,2,155
28380,89,149
28381,89,149
28382,89,149
28383,89,149
28384,89,149
28385,89,149
28386,89,149
28387,89,149
28388,89,149
28389,89,149
28390,89,149
28391,92,173
28392,87,162
28393,87,162
28394,89,149
28395,89,194
28396,87,194
28397,87,194
28398,24,194
28399,92,194
28400,89,194
28401,2,194
28402,89,194
28403,89,194
28404,89,194
28405,89,194
28406,89,194
28407,89,194
28408,66,74
28409,89,194
28410,66,74
28411,128,74
28412,66,74
28413,24,183
28414,92,214
28415,89,149
28416,89,149
28417,89,149
28418,89,149
28419,89,154
28420,89,154
28421,89,149
28422,2,207
28423,2,155
28424,92,173
28425,92,173
28426,64,72
28427,89,149
28428,89,149
28429,89,149
28430,66,74
28431,66,74
28432,64,72
28433,89,100
28434,35,51
28435,101,120
28436,101,120
28437,92,105
28438,2,2
28439,88,99
28440,2,2
28441,2,2
28442,101,120
28443,92,105
28444,24,22
28445,89,100
28446,89,100
28447,89,100
28448,24,22
28449,92,105
28450,24,22
28451,24,22
28452,24,22
28453,64,72
28454,24,23
28455,64,72
28456,64,72
28457,24,22
28458,89,100
28459,89,100
28460,89,100
28461,89,100
28462,89,100
28463,89,100
28464,89,100
28465,89,100
28466,89,100
28467,35,51
28468,35,51
28469,66,74
28470,89,100
28471,15,7
28472,114,144
28473,2,2
28474,89,100
28475,89,100
28476,89,100
28477,89,100
28478,89,100
28479,87,98
28480,89,100
28481,2,2
28482,89,149
28483,89,149
28484,2,155
28485,2,154
28486,89,149
28487,89,149
28488,89,149
28489,89,149
28490,89,149
28491,2,155
28492,89,149
28493,89,154
28494,89,149
28495,89,149
28496,101,172
28497,87,162
28498,89,149
28499,89,149
28500,89,149
28501,89,194
28502,24,194
28503,2,194
28504,89,194
28505,89,194
28506,89,194
28507,89,194
28508,89,194
28509,89,194
28510,89,154
28511,89,194
28512,2,194
28513,64,72
28514,64,72
28515,35,188
28516,125,171
28517,92,194
28518,24,183
28519,146,217
28520,87,162
28521,87,162
28522,89,149
28523,89,149
28524,89,149
28525,89,149
28526,89,149
28527,89,149
28528,89,149
28529,89,149
28530,92,173
28531,100,180
28532,64,72
28533,89,149
28534,89,149
28535,89,150
28536,2,218
28537,24,22
28538,92,105
28539,39,101
28540,39,101
28541,92,105
28542,24,22
28543,2,2
28544,2,2
28545,2,2
28546,89,100
28547,101,120
28548,101,120
28549,2,2
28550,2,2
28551,2,2
28552,2,2
28553,2,2
28554,89,100
28555,2,2
28556,89,100
28557,92,105
28558,24,22
28559,128,74
28560,64,72
28561,89,100
28562,89,100
28563,89,100
28564,89,100
28565,89,100
28566,15,7
28567,15,7
28568,15,7
28569,15,7
28570,89,100
28571,89,100
28572,35,51
28573,35,51
28574,66,74
28575,2,2
28576,89,100
28577,2,2
28578,2,2
28579,89,100
28580,89,100
28581,89,100
28582,89,100
28583,89,100
28584,24,22
28585,87,98
28586,89,100
28587,89,149
28588,89,149
28589,89,149
28590,2,203
28591,89,149
28592,89,149
28593,89,149
28594,2,155
28595,89,149
28596,89,149
28597,89,149
28598,2,155
28599,89,149
28600,89,154
28601,2,155
28602,89,149
28603,92,173
28604,87,162
28605,89,149
28606,89,149
28607,89,149
28608,2,194
28609,2,154
28610,89,194
28611,89,194
28612,87,194
28613,87,194
28614,89,194
28615,89,194
28616,89,194
28617,89,194
28618,89,194
28619,89,194
28620,2,194
28621,64,72
28622,35,188
28623,39,188
28624,92,173
28625,92,173
28626,148,220
28627,89,149
28628,89,149
28629,89,149
28630,2,155
28631,2,155
28632,89,149
28633,89,149
28634,89,149
28635,2,155
28636,2,155
28637,89,149
28638,89,149
28639,24,183
28640,24,183
28641,64,72
28642,24,23
28643,24,23
28644,35,51
28645,35,51
28646,39,101
28647,89,100
28648,2,2
28649,2,2
28650,2,2
28651,2,2
28652,2,2
28653,2,2
28654,101,120
28655,92,105
28656,89,100
28657,2,2
28658,89,100
28659,89,100
28660,2,2
28661,2,2
28662,2,2
28663,2,2
28664,2,2
28665,2,2
28666,24,22
28667,66,74
28668,64,72
28669,89,100
28670,89,100
28671,89,100
28672,89,100
28673,15,7
28674,15,7
28675,15,7
28676,15,7
28677,89,100
28678,35,51
28679,92,105
28680,89,100
28681,66,74
28682,15,7
28683,89,100
28684,15,7
28685,89,100
28686,89,100
28687,89,100
28688,15,7
28689,89,100
28690,89,100
28691,2,2
28692,2,2
28693,24,22
28694,92,173
28695,92,173
28696,64,72
28697,89,154
28698,2,203
28699,89,149
28700,89,149
28701,89,149
28702,2,155
28703,2,155
28704,89,149
28705,89,184
28706,89,149
28707,2,155
28708,89,149
28709,89,149
28710,89,149
28711,2,154
28712,92,173
28713,87,162
28714,89,149
28715,89,184
28716,89,149
28717,89,149
28718,89,149
28719,2,155
28720,2,194
28721,89,194
28722,89,194
28723,89,194
28724,89,194
28725,89,194
28726,89,194
28727,89,194
28728,89,194
28729,66,74
28730,24,194
28731,89,149
28732,39,188
28733,89,154
28734,89,154
28735,2,155
28736,2,155
28737,89,154
28738,89,149
28739,2,155
28740,89,149
28741,89,149
28742,89,207
28743,2,155
28744,89,149
28745,89,149
28746,89,149
28747,2,155
28748,101,172
28749,89,149
28750,89,149
28751,89,154
28752,35,38
28753,35,51
28754,35,51
28755,2,2
28756,2,2
28757,2,2
28758,2,2
28759,2,2
28760,2,2
28761,89,100
28762,89,100
28763,101,120
28764,92,105
28765,89,100
28766,2,2
28767,89,100
28768,89,100
28769,89,100
28770,2,2
28771,2,2
28772,89,100
28773,89,100
28774,89,100
28775,2,2
28776,64,72
28777,89,100
28778,89,100
28779,89,100
28780,89,100
28781,89,100
28782,114,144
28783,15,7
28784,89,100
28785,15,7
28786,35,51
28787,35,51
28788,89,100
28789,89,100
28790,66,74
28791,89,100
28792,15,7
28793,15,7
28794,89,100
28795,89,100
28796,89,100
28797,89,100
28798,15,7
28799,2,2
28800,89,100
28801,89,100
28802,24,22
28803,89,149
28804,89,149
28805,92,173
28806,92,173
28807,64,72
28808,89,149
28809,89,149
28810,89,149
28811,89,149
28812,89,149
28813,2,155
28814,2,155
28815,89,149
28816,89,149
28817,89,149
28818,2,155
28819,89,149
28820,89,149
28821,89,154
28822,89,149
28823,89,149
28824,24,183
28825,87,162
28826,89,149
28827,89,149
28828,89,149
28829,89,149
28830,2,155
28831,89,194
28832,89,194
28833,89,194
28834,89,194
28835,89,194
28836,89,194
28837,89,194
28838,66,74
28839,64,72
28840,64,72
28841,24,183
28842,87,162
28843,89,149
28844,89,149
28845,89,149
28846,89,149
28847,89,149
28848,89,149
28849,2,155
28850,89,149
28851,89,149
28852,89,149
28853,2,155
28854,89,149
28855,89,149
28856,89,149
28857,89,149
28858,2,155
28859,92,173
28860,92,173
28861,101,172
28862,89,154
28863,92,163
28864,39,101
28865,92,105
28866,2,2
28867,2,2
28868,2,2
28869,2,2
28870,2,2
28871,2,2
28872,89,100
28873,89,100
28874,89,100
28875,2,2
28876,92,105
28877,92,105
28878,92,105
28879,89,100
28880,89,100
28881,89,100
28882,15,7
28883,89,100
28884,89,100
28885,89,100
28886,89,100
28887,64,72
28888,89,100
28889,89,100
28890,89,100
28891,89,100
28892,15,7
28893,15,7
28894,15,7
28895,92,105
28896,92,105
28897,35,51
28898,35,51
28899,89,100
28900,15,7
28901,89,100
28902,64,72
28903,89,100
28904,89,100
28905,89,100
28906,89,100
28907,89,100
28908,89,100
28909,89,100
28910,89,100
28911,89,100
28912,2,2
28913,24,22
28914,89,149
28915,66,74
28916,101,172
28917,101,172
28918,92,173
28919,66,74
28920,89,149
28921,89,149
28922,89,149
28923,89,149
28924,89,149
28925,89,149
28926,2,155
28927,89,149
28928,89,149
28929,89,149
28930,89,149
28931,2,155
28932,89,149
28933,89,149
28934,89,149
28935,89,149
28936,2,155
28937,2,155
28938,35,174
28939,89,149
28940,89,149
28941,89,149
28942,89,149
28943,89,149
28944,89,149
28945,89,194
28946,89,194
28947,89,194
28948,89,194
28949,89,194
28950,92,194
28951,100,180
28952,100,180
28953,92,173
28954,92,173
28955,89,149
28956,2,155
28957,89,149
28958,2,155
28959,89,149
28960,89,149
28961,89,154
28962,89,149
28963,89,149
28964,89,149
28965,2,155
28966,2,155
28967,89,149
28968,89,149
28969,89,149
28970,89,149
28971,2,155
28972,101,172
28973,92,173
28974,92,173
28975,92,173
28976,92,163
28977,24,22
28978,2,2
28979,2,2
28980,89,100
28981,89,100
28982,89,100
28983,89,100
28984,2,2
28985,2,2
28986,89,100
28987,89,100
28988,89,100
28989,92,105
28990,92,105
28991,92,105
28992,89,100
28993,89,100
28994,89,100
28995,15,7
28996,89,100
28997,89,100
28998,89,100
28999,89,100
29000,64,72
29001,89,100
29002,89,100
29003,89,100
29004,87,98
29005,87,98
29006,89,100
29007,89,100
29008,92,105
29009,35,51
29010,35,51
29011,92,105
29012,89,100
29013,15,7
29014,89,100
29015,64,72
29016,128,72
29017,89,100
29018,89,100
29019,89,100
29020,2,2
29021,2,2
29022,89,100
29023,89,100
29024,2,2
29025,2,2
29026,127,178
29027,89,149
29028,89,149
29029,89,149
29030,64,72
29031,101,172
29032,92,173
29033,92,173
29034,64,72
29035,89,149
29036,89,149
29037,89,149
29038,2,154
29039,89,149
29040,89,149
29041,2,155
29042,89,149
29043,89,149
29044,89,149
29045,89,149
29046,89,149
29047,101,172
29048,89,149
29049,89,149
29050,64,72
29051,89,149
29052,35,174
29053,125,171
29054,125,171
29055,89,149
29056,89,184
29057,89,149
29058,89,149
29059,89,149
29060,87,194
29061,89,194
29062,92,194
29063,92,194
29064,66,74
29065,66,74
29066,64,72
29067,87,162
29068,89,149
29069,89,149
29070,89,149
29071,2,155
29072,2,155
29073,2,155
29074,89,149
29075,89,149
29076,89,149
29077,89,149
29078,89,154
29079,89,149
29080,2,155
29081,89,149
29082,89,149
29083,89,149
29084,89,149
29085,89,149
29086,100,180
29087,92,173
29088,92,173
29089,92,173
29090,87,162
29091,89,150
29092,89,100
29093,87,98
29094,89,100
29095,89,100
29096,2,2
29097,89,100
29098,89,100
29099,89,100
29100,89,100
29101,2,2
29102,2,2
29103,2,2
29104,2,2
29105,87,98
29106,92,105
29107,101,120
29108,89,100
29109,89,100
29110,89,100
29111,89,100
29112,89,100
29113,89,100
29114,87,98
29115,64,72
29116,101,120
29117,101,120
29118,89,100
29119,24,22
29120,89,100
29121,89,100
29122,89,100
29123,15,7
29124,87,98
29125,92,105
29126,89,100
29127,89,100
29128,89,100
29129,89,100
29130,89,100
29131,128,72
29132,128,74
29133,92,105
29134,89,100
29135,2,2
29136,89,100
29137,89,100
29138,89,100
29139,89,100
29140,89,100
29141,2,2
29142,89,149
29143,89,149
29144,89,149
29145,89,149
29146,89,149
29147,64,72
29148,64,72
29149,89,149
29150,92,173
29151,89,149
29152,64,72
29153,89,149
29154,2,214
29155,89,149
29156,89,149
29157,89,149
29158,89,149
29159,89,149
29160,89,149
29161,89,149
29162,2,155
29163,89,149
29164,92,173
29165,87,162
29166,89,149
29167,89,149
29168,89,149
29169,89,149
29170,125,171
29171,125,171
29172,89,149
29173,89,149
29174,89,149
29175,89,149
29176,89,149
29177,89,149
29178,89,149
29179,128,74
29180,64,72
29181,100,180
29182,100,180
29183,92,173
29184,2,155
29185,89,149
29186,89,149
29187,89,149
29188,89,149
29189,89,149
29190,89,149
29191,89,149
29192,89,191
29193,89,149
29194,89,149
29195,89,149
29196,2,155
29197,2,155
29198,89,149
29199,89,149
29200,89,149
29201,89,149
29202,101,172
29203,101,172
29204,92,173
29205,92,173
29206,89,149
29207,89,149
29208,89,150
29209,92,105
29210,92,105
29211,89,100
29212,92,105
29213,89,100
29214,89,100
29215,89,100
29216,89,100
29217,89,100
29218,89,100
29219,89,100
29220,2,2
29221,2,2
29222,89,100
29223,101,120
29224,87,98
29225,92,105
29226,92,105
29227,89,100
29228,89,100
29229,89,100
29230,89,100
29231,89,100
29232,92,105
29233,101,120
29234,92,105
29235,24,22
29236,2,2
29237,2,2
29238,24,22
29239,13,10
29240,15,7
29241,89,100
29242,87,98
29243,89,100
29244,89,100
29245,15,7
29246,89,100
29247,89,100
29248,89,100
29249,89,100
29250,128,72
29251,89,100
29252,89,100
29253,89,100
29254,89,100
29255,89,100
29256,89,100
29257,89,100
29258,2,2
29259,101,172
29260,89,149
29261,89,149
29262,89,149
29263,89,149
29264,89,149
29265,89,149
29266,66,74
29267,89,149
29268,89,149
29269,92,173
29270,89,149
29271,64,72
29272,89,149
29273,89,149
29274,89,149
29275,2,155
29276,2,155
29277,87,162
29278,89,149
29279,89,149
29280,89,149
29281,89,149
29282,89,149
29283,128,74
29284,128,74
29285,64,72
29286,64,72
29287,89,149
29288,89,149
29289,89,149
29290,35,174
29291,125,171
29292,89,149
29293,89,149
29294,89,149
29295,128,74
29296,128,74
29297,128,74
29298,66,74
29299,92,173
29300,123,169
29301,2,155
29302,2,155
29303,89,149
29304,89,149
29305,89,149
29306,89,149
29307,89,149
29308,89,149
29309,89,149
29310,15,182
29311,89,149
29312,2,155
29313,89,149
29314,89,149
29315,89,149
29316,2,155
29317,89,149
29318,89,149
29319,2,155
29320,89,149
29321,92,173
29322,124,170
29323,89,149
29324,89,149
29325,89,149
29326,89,149
29327,88,224
29328,101,120
29329,92,105
29330,24,22
29331,2,2
29332,2,2
29333,89,100
29334,89,100
29335,89,100
29336,89,100
29337,89,100
29338,89,100
29339,89,100
29340,2,2
29341,89,100
29342,89,100
29343,89,100
29344,101,120
29345,92,105
29346,89,100
29347,89,100
29348,89,100
29349,89,100
29350,64,72
29351,92,105
29352,24,22
29353,24,22
29354,24,22
29355,2,2
29356,114,144
29357,2,2
29358,13,10
29359,15,7
29360,114,144
29361,89,100
29362,89,100
29363,89,100
29364,89,100
29365,89,100
29366,89,100
29367,89,100
29368,89,100
29369,64,72
29370,89,100
29371,89,100
29372,89,100
29373,89,100
29374,89,100
29375,89,100
29376,89,100
29377,89,100
29378,89,149
29379,89,149
29380,89,149
29381,89,149
29382,92,173
29383,87,162
29384,92,173
29385,89,149
29386,89,149
29387,89,149
29388,64,72
29389,89,149
29390,101,172
29391,92,173
29392,89,149
29393,89,149
29394,89,149
29395,89,149
29396,89,149
29397,2,155
29398,2,155
29399,128,74
29400,89,149
29401,128,74
29402,128,74
29403,89,149
29404,128,74
29405,128,72
29406,64,72
29407,128,72
29408,64,72
29409,64,72
29410,66,74
29411,89,149
29412,2,155
29413,66,74
29414,128,74
29415,66,74
29416,128,74
29417,125,171
29418,89,149
29419,92,173
29420,92,173
29421,89,149
29422,89,149
29423,89,149
29424,2,155
29425,89,149
29426,89,149
29427,89,149
29428,89,149
29429,89,149
29430,89,149
29431,89,149
29432,89,149
29433,89,149
29434,2,155
29435,89,149
29436,89,149
29437,89,149
29438,2,155
29439,89,149
29440,2,155
29441,89,149
29442,101,172
29443,92,173
29444,92,173
29445,89,149
29446,89,149
29447,89,149
29448,89,149
29449,88,224
29450,92,105
29451,24,22
29452,24,22
29453,2,2
29454,2,2
29455,2,2
29456,2,2
29457,2,2
29458,89,100
29459,89,100
29460,89,100
29461,2,2
29462,89,100
29463,89,100
29464,89,100
29465,89,100
29466,92,105
29467,92,105
29468,87,98
29469,89,100
29470,89,100
29471,128,72
29472,92,105
29473,2,2
29474,2,2
29475,2,2
29476,2,2
29477,2,2
29478,2,2
29479,2,2
29480,114,144
29481,2,2
29482,15,7
29483,114,144
29484,13,10
29485,89,100
29486,89,100
29487,89,100
29488,89,100
29489,89,100
29490,89,100
29491,128,72
29492,89,100
29493,89,100
29494,89,100
29495,89,100
29496,89,100
29497,89,100
29498,89,100
29499,2,2
29500,2,155
29501,89,149
29502,89,149
29503,2,155
29504,89,149
29505,89,149
29506,87,162
29507,101,172
29508,92,173
29509,89,149
29510,89,149
29511,89,149
29512,64,72
29513,89,149
29514,101,172
29515,92,173
29516,128,74
