,Unnamed: 0,pointid,ripstr_dist,ripstr_flag
34402,34402,304,3600.6731864318144,1
34403,34403,305,3594.439868573575,1
34404,34404,306,3588.4465360505797,1
34405,34405,307,3582.6671965049986,1
34406,34406,308,3576.921267204625,1
34407,34407,309,3571.2456439736934,1
13648,13648,310,3542.480167436165,1
13649,13649,311,3512.7031088211656,1
38392,38392,312,3816.4238558933466,1
38393,38393,313,3805.404029040727,1
38394,38394,314,3794.5893849858057,1
38395,38395,315,3783.9816829702704,1
38396,38396,316,3773.58266816325,1
38397,38397,317,3763.3940704993456,1
38398,38398,318,3753.4176035018,1
38399,38399,319,3743.654963092185,1
38400,38400,320,3734.1078263880254,1
34408,34408,321,3724.2041120973963,1
34409,34409,322,3713.8183641456335,1
34410,34410,323,3703.646502457751,1
34411,34411,324,3693.690294064964,1
34412,34412,325,3683.951487434641,1
34413,34413,326,3674.431811188512,1
34414,34414,327,3665.132972809618,1
34415,34415,328,3656.0566573397705,1
34416,34416,329,3647.204526069335,1
34417,34417,330,3638.5782152212732,1
34418,34418,331,3630.179334631418,1
34419,34419,332,3622.0094664270564,1
34420,34420,333,3614.070163705927,1
34421,34421,334,3606.362949217891,1
34422,34422,335,3598.889314051455,1
34423,34423,336,3591.650716327513,1
34424,34424,337,3584.6485799026555,1
34425,34425,338,3577.8842930844344,1
34426,34426,339,3571.359207361042,1
34427,34427,340,3565.074636147843,1
34428,34428,341,3559.031853553275,1
34429,34429,342,3553.222599435534,1
34430,34430,343,3547.4766701351673,1
34431,34431,344,3541.7699378626094,1
34432,34432,345,3536.285408237413,1
13650,13650,346,3509.1634057486876,1
38401,38401,347,3811.391503121844,1
38402,38402,348,3799.883414853268,1
38403,38403,349,3788.5779314783135,1
38404,38404,350,3777.476872105514,1
38405,38405,351,3766.582044201296,1
38406,38406,352,3755.895242429849,1
38407,38407,353,3745.4182474744707,1
38408,38408,354,3735.152824841616,1
38409,38409,355,3725.10072364894,1
38410,38410,356,3715.263675398748,1
38411,38411,357,3705.6433927382955,1
34433,34433,358,3696.113561714484,1
34434,34434,359,3685.6486585663483,1
34435,34435,360,3675.398836547417,1
34436,34436,361,3665.365900015479,1
34437,34437,362,3655.5516347465914,1
34438,34438,363,3645.957806612777,1
34439,34439,364,3636.586160247387,1
34440,34440,365,3627.4384176998815,1
34441,34441,366,3618.5162770819757,1
34442,34442,367,3609.821411207124,1
34443,34443,368,3601.355466225401,1
34444,34444,369,3593.120060255955,1
34445,34445,370,3585.1167820192336,1
34446,34446,371,3577.347189471289,1
34447,34447,372,3569.812808442526,1
34448,34448,373,3562.515131283303,1
34449,34449,374,3555.4556155188725,1
34450,34450,375,3548.635682516151,1
34451,34451,376,3542.056716164925,1
34452,34452,377,3535.7200615760344,1
34453,34453,378,3529.6270237991753,1
34454,34454,379,3523.77800236791,1
34455,34455,380,3518.032073067542,1
34456,34456,381,3512.3031099132963,1
34457,34457,382,3506.7724949976646,1
34458,34458,383,3501.4901866830473,1
38412,38412,384,3807.5345477513283,1
38413,38413,385,3795.5405555371776,1
38414,38414,386,3783.746408671574,1
38415,38415,387,3772.1539816850786,1
38416,38416,388,3760.765139961568,1
38417,38417,389,3749.58173858868,1
38418,38418,390,3738.605621186229,1
38419,38419,391,3727.8386187136407,1
38420,38420,392,3717.2825482575818,1
38421,38421,393,3706.939211801017,1
38422,38422,394,3696.81039497504,1
38423,38423,395,3686.8978657949096,1
38424,38424,396,3677.2033733818175,1
38425,38425,397,3667.728646671968,1
34459,34459,398,3657.508062456083,1
34460,34460,399,3647.1791565857347,1
34461,34461,400,3637.068376252448,1
34462,34462,401,3627.17754553562,1
34463,34463,402,3617.508468565069,1
34464,34464,403,3608.062928143324,1
34465,34465,404,3598.8426843562306,1
34466,34466,405,3589.8494731738465,1
34467,34467,406,3581.085005043685,1
34468,34468,407,3572.5509634784657,1
34469,34469,408,3564.249003640613,1
34470,34470,409,3556.180750925813,1
34471,34471,410,3548.3477995480475,1
34472,34472,411,3540.7517111285365,1
34473,34473,412,3533.394013291164,1
34474,34474,413,3526.2761982669513,1
34475,34475,414,3519.3997215102204,1
34476,34476,415,3512.766000329141,1
34477,34477,416,3506.3764125333973,1
34478,34478,417,3500.232295101677,1
34479,34479,418,3494.334942871812,1
34480,34480,419,3488.5874760017327,1
34481,34481,420,3482.8453854684185,1
34482,34482,421,3477.267918185797,1
34483,34483,422,3471.940721067933,1
38426,38426,423,3804.856564253701,1
38427,38427,424,3792.379497222297,1
38428,38428,425,3780.0993409379603,1
38429,38429,426,3768.018020626647,1
38430,38430,427,3756.137454909593,1
38431,38431,428,3744.459554673047,1
38432,38432,429,3732.9862219126703,1
38433,38433,430,3721.719348553488,1
38434,38434,431,3710.660815246384,1
38435,38435,432,3699.8124901422375,1
38436,38436,433,3689.1762276448735,1
38437,38437,434,3678.7538671440943,1
38438,38438,435,3668.5472317301824,1
38439,38439,436,3658.5581268913506,1
38440,38440,437,3648.7883391956707,1
38441,38441,438,3639.239634959185,1
34484,34484,439,3629.397252911981,1
34485,34485,440,3618.988117243165,1
34486,34486,441,3608.7983548612706,1
34487,34487,442,3598.8298291738647,1
34488,34488,443,3589.0843836072986,1
34489,34489,444,3579.5638401844385,1
34490,34490,445,3570.2699980895204,1
34491,34491,446,3561.2046322221263,1
34492,34492,447,3552.3694917424505,1
34493,34493,448,3543.7662986100963,1
34494,34494,449,3535.396746118728,1
34495,34495,450,3527.2624974290006,1
34496,34496,451,3519.365184102277,1
34497,34497,452,3511.7064046377004,1
34498,34498,453,3504.287723015282,1
34499,34499,454,3497.110667247722,1
34500,34500,455,3490.1767279437295,1
34501,34501,456,3483.487356885652,1
34502,34502,457,3477.043965624301,1
34503,34503,458,3470.8479240938445,1
34504,34504,459,3464.9005592496783,1
34505,34505,460,3459.142878932276,1
34506,34506,461,3453.3969496319014,1
34507,34507,462,3447.7718918151704,1
34508,34508,463,3442.399049174324,1
38442,38442,464,3803.3600430122333,1
38443,38443,465,3790.403196651984,1
38444,38444,466,3777.640158828941,1
38445,38445,467,3765.07290049007,1
38446,38446,468,3752.7033885470173,1
38447,38447,469,3740.533584773677,1
38448,38448,470,3728.565444675389,1
38449,38449,471,3716.8009163304578,1
38450,38450,472,3705.241939204847,1
38451,38451,473,3693.8904429408917,1
38452,38452,474,3682.748346121088,1
38453,38453,475,3671.8175550080337,1
38454,38454,476,3661.0999622617155,1
38455,38455,477,3650.5974456354797,1
38456,38456,478,3640.3118666520654,1
38457,38457,479,3630.2450692612206,1
38458,38458,480,3620.3988784805147,1
38459,38459,481,3610.775099021058,1
34509,34509,482,3601.3169274546776,1
34510,34510,483,3590.826393084716,1
34511,34511,484,3580.5564872762397,1
34512,34512,485,3570.509113820908,1
34513,34513,486,3560.686156512582,1
34514,34514,487,3551.089477679001,1
34515,34515,488,3541.7209166992134,1
34516,34516,489,3532.5822885089165,1
34517,34517,490,3523.6753820959557,1
34518,34518,491,3515.0019589882545,1
34519,34519,492,3506.563751736656,1
34520,34520,493,3498.362462395176,1
34521,34521,494,3490.399761001285,1
34522,34522,495,3482.677284058919,1
34523,34523,496,3475.196633026999,1
34524,34524,497,3467.9593728162927,1
34525,34525,498,3460.9670302975383,1
34526,34526,499,3454.2210928237846,1
34527,34527,500,3447.723006769965,1
34528,34528,501,3441.4741760927272,1
34529,34529,502,3435.4759609136113,1
34530,34530,503,3429.6982818646416,1
34531,34531,504,3423.952352564276,1
34532,34532,505,3418.2846372340114,1
34533,34533,506,3412.865373394561,1
38460,38460,507,3803.0463787642952,1
38461,38461,508,3789.613507396206,1
38462,38462,509,3776.371183007218,1
38463,38463,510,3763.3214170802503,1
38464,38464,511,3750.466219640225,1
38465,38465,512,3737.807598187741,1
38466,38466,513,3725.347556601608,1
38467,38467,514,3713.08809401085,1
38468,38468,515,3701.031203636722,1
38469,38469,516,3689.178871605475,1
38470,38470,517,3677.533075732672,1
38471,38471,518,3666.0957842799694,1
38472,38472,519,3654.8689546853693,1
38473,38473,520,3643.85453226806,1
38474,38474,521,3633.054448909079,1
38475,38475,522,3622.470621709113,1
38476,38476,523,3612.1049516249054,1
38477,38477,524,3601.959322085789,1
38478,38478,525,3592.035597592023,1
38479,38479,526,3582.3356222966936,1
38480,38480,527,3572.8612185730635,1
34534,34534,528,3562.694679286002,1
34535,34535,529,3552.343444983181,1
34536,34536,530,3542.2160471119155,1
34537,34537,531,3532.314410937869,1
34538,34538,532,3522.640440212644,1
34539,34539,533,3513.1960156421264,1
34540,34540,534,3503.9829933414203,1
34541,34541,535,3495.0032032786585,1
34542,34542,536,3486.258447710134,1
34543,34543,537,3477.7504996092603,1
34544,34544,538,3469.4811010920116,1
34545,34545,539,3461.4519618415657,1
34546,34546,540,3453.6647575349602,1
34547,34547,541,3446.1211282746863,1
34548,34548,542,3438.822677028198,1
34549,34549,543,3431.770968078373,1
34550,34550,544,3424.9675254880517,1
34551,34551,545,3418.4138315818245,1
34552,34552,546,3412.111325448236,1
34553,34553,547,3406.061401465673,1
34554,34554,548,3400.2536847988417,1
34555,34555,549,3394.507755498468,1
34556,34556,550,3388.8063834220093,1
34557,34557,551,3383.339903126391,1
38481,38481,552,3803.915864113863,1
38482,38482,553,3790.0111711794043,1
38483,38483,554,3776.293613329376,1
38484,38484,555,3762.765237226448,1
38485,38485,556,3749.4280906409385,1
38486,38486,557,3736.284221428412,1
38487,38487,558,3723.335676473781,1
38488,38488,559,3710.584500602301,1
38489,38489,560,3698.032735457813,1
38490,38490,561,3685.682418348758,1
38491,38491,562,3673.535581062569,1
38492,38492,563,3661.594248649114,1
38493,38493,564,3649.8604381740165,1
38494,38494,565,3638.336157442765,1
38495,38495,566,3627.0234036966094,1
38496,38496,567,3615.924162281408,1
38497,38497,568,3605.040405290634,1
38498,38498,569,3594.374090183939,1
38499,38499,570,3583.927158382713,1
38500,38500,571,3573.7015338442493,1
38501,38501,572,3563.699121616231,1
38502,38502,573,3553.9218063733283,1
38503,38503,574,3544.371450937869,1
34558,34558,575,3534.5936923961876,1
34559,34559,576,3524.1599202688153,1
34560,34560,577,3513.951296892329,1
34561,34561,578,3503.969790142813,1
34562,34562,579,3494.217346350346,1
34563,34563,580,3484.6958887165233,1
34564,34564,581,3475.4073157171124,1
34565,34565,582,3466.3534994922557,1
34566,34566,583,3457.5362842267327,1
34567,34567,584,3448.957484522907,1
34568,34568,585,3440.618883769134,1
34569,34569,586,3432.5222325064337,1
34570,34570,587,3424.669246796417,1
34571,34571,588,3417.061606593495,1
34572,34572,589,3409.7009541244965,1
34573,34573,590,3402.588892278891,1
34574,34574,591,3395.7269830128967,1
34575,34575,592,3389.1167457708,1
34576,34576,593,3382.759655926836,1
34577,34577,594,3376.657143251063,1
34578,34578,595,3370.8090877293785,1
34579,34579,596,3365.0631584290168,1
34580,34580,597,3359.3373673194337,1
34581,34581,598,3353.8228550766066,1
38504,38504,599,3805.967688183213,1
38505,38505,600,3791.5958144166975,1
38506,38506,601,3777.4075231975935,1
38507,38507,602,3763.404890882369,1
38508,38508,603,3749.58999746971,1
38509,38509,604,3735.964925629316,1
38510,38510,605,3722.5317596952777,1
38511,38511,606,3709.2925846241333,1
38512,38512,607,3696.249484917805,1
38513,38513,608,3683.404543511709,1
38514,38514,609,3670.759840628403,1
38515,38515,610,3658.317452597275,1
38516,38516,611,3646.079450640835,1
38517,38517,612,3634.0478996283114,1
38518,38518,613,3622.2248567973375,1
38519,38519,614,3610.6123704446654,1
38520,38520,615,3599.2124785868928,1
38521,38521,616,3588.02720759238,1
38522,38522,617,3577.058570785601,1
38523,38523,618,3566.308567025333,1
38524,38524,619,3555.779179258161,1
38525,38525,620,3545.4723730489577,1
38526,38526,621,3535.3900950900684,1
38527,38527,622,3525.534271691104,1
38528,38528,623,3515.9068072513073,1
38529,38529,624,3506.509582716641,1
34582,34582,625,3496.0066270182697,1
34583,34583,626,3485.715552000457,1
34584,34584,627,3475.6529577562883,1
34585,34585,628,3465.820834385733,1
34586,34586,629,3456.221148793057,1
34587,34587,630,3446.8558430353005,1
34588,34588,631,3437.7268326568324,1
34589,34589,632,3428.836005012628,1
34590,34590,633,3420.185217582981,1
34591,34591,634,3411.776296282529,1
34592,34592,635,3403.611033766567,1
34593,34593,636,3395.6911877377333,1
34594,34594,637,3388.018479256257,1
34595,34595,638,3380.594591057033,1
34596,34596,639,3373.4211658768986,1
34597,34597,640,3366.499804795545,1
34598,34598,641,3359.83206559355,1
34599,34599,642,3353.4194611311023,1
34600,34600,643,3347.263457750972,1
34601,34601,644,3341.3654737093902,1
34602,34602,645,3335.618561361377,1
34603,34603,646,3329.877834189712,1
34604,34604,647,3324.3144535969373,1
38530,38530,648,3809.1999403739,1
38531,38531,649,3794.3659499515975,1
38532,38532,650,3779.711859197689,1
38533,38533,651,3765.239768589405,1
38534,38534,652,3750.951784730745,1
38535,38535,653,3736.850019439143,1
38536,38536,654,3722.9365887951776,1
38537,38537,655,3709.2136121552007,1
38538,38538,656,3695.683211126868,1
38539,38539,657,3682.3475085076575,1
38540,38540,658,3669.208627186537,1
38541,38541,659,3656.2686890090113,1
38542,38542,660,3643.529813605926,1
38543,38543,661,3630.9941171864753,1
38544,38544,662,3618.663711295973,1
38545,38545,663,3606.540701539067,1
38546,38546,664,3594.6271862691774,1
38547,38547,665,3582.925255245081,1
38548,38548,666,3571.436988255649,1
38549,38549,667,3560.1644537139205,1
38550,38550,668,3549.109707221757,1
38551,38551,669,3538.2747901065086,1
38552,38552,670,3527.6617279312395,1
38553,38553,671,3517.272528980144,1
38554,38554,672,3507.1091827209966,1
38555,38555,673,3497.173658246542,1
38556,38556,674,3487.4679026968915,1
38557,38557,675,3477.9938396651332,1
34605,34605,676,3467.884301515022,1
34606,34606,677,3457.5095230521806,1
34607,34607,678,3447.3645985446196,1
34608,34608,679,3437.4515630916003,1
34609,34609,680,3427.7724285464283,1
34610,34610,681,3418.329181808747,1
34611,34611,682,3409.1237831013764,1
34612,34612,683,3400.158164234368,1
34613,34613,684,3391.434226859164,1
34614,34614,685,3382.9538407158325,1
34615,34615,686,3374.7188418764867,1
34616,34616,687,3366.731030988125,1
34617,34617,688,3358.9921715181995,1
34618,34618,689,3351.5039880063896,1
34619,34619,690,3344.2681643260785,1
34620,34620,691,3337.286341959152,1
34621,34621,692,3330.5601182878063,1
34622,34622,693,3324.091044907085,1
34623,34623,694,3317.8806259619496,1
34624,34624,695,3311.9303165126894,1
34625,34625,696,3306.1739642955745,1
34626,34626,697,3300.428037967097,1
34627,34627,698,3294.8149310036933,1
38558,38558,699,3829.074242106336,1
38559,38559,700,3813.6096192412974,1
38560,38560,701,3798.3189840213945,1
38561,38561,702,3783.204446072784,1
38562,38562,703,3768.26812437656,1
38563,38563,704,3753.512146456968,1
38564,38564,705,3738.9386475318843,1
38565,38565,706,3724.5497696251978,1
38566,38566,707,3710.3476606408008,1
38567,38567,708,3696.334473397968,1
38568,38568,709,3682.512364627957,1
38569,38569,710,3668.883493931819,1
38570,38570,711,3655.450022699381,1
38571,38571,712,3642.21411298958,1
38572,38572,713,3629.1779263723106,1
38573,38573,714,3616.343622732163,1
38574,38574,715,3603.71335903442,1
38575,38575,716,3591.289288053902,1
38576,38576,717,3579.073557067284,1
38577,38577,718,3567.0683065096778,1
38578,38578,719,3555.2756685963727,1
38579,38579,720,3543.6977659107642,1
38580,38580,721,3532.3367099596403,1
38581,38581,722,3521.194599697106,1
38582,38582,723,3510.273520018577,1
38583,38583,724,3499.575540226439,1
38584,38584,725,3489.102712469029,1
38585,38585,726,3478.857070154836,1
38586,38586,727,3468.8406263438874,1
38587,38587,728,3459.0553721184365,1
38588,38588,729,3449.503274935244,1
34628,34628,730,3439.793703292218,1
34629,34629,731,3429.333943276884,1
34630,34630,732,3419.105419230761,1
34631,34631,733,3409.110212521054,1
34632,34632,734,3399.350381237205,1
34633,34633,735,3389.827958424987,1
34634,34634,736,3380.5449503034124,1
34635,34635,737,3371.5033344672943,1
34636,34636,738,3362.705058078432,1
34637,34637,739,3354.152036048524,1
34638,34638,740,3345.846149217062,1
34639,34639,741,3337.789242527578,1
34640,34640,742,3329.983123205734,1
34641,34641,743,3322.429558942852,1
34642,34642,744,3315.1302760886156,1
34643,34643,745,3308.0869578566953,1
34644,34644,746,3301.301242547209,1
34645,34645,747,3294.7747217899337,1
34646,34646,748,3288.5089388122583,1
34647,34647,749,3282.505386735916,1
34648,34648,750,3276.729367226112,1
34649,34649,751,3270.9834379257445,1
34650,34650,752,3265.324527931658,1
38589,38589,753,3835.1041307635637,1
38590,38590,754,3819.192646385792,1
38591,38591,755,3803.4512283733666,1
38592,38592,756,3787.8819969769947,1
38593,38593,757,3772.487084064037,1
38594,38594,758,3757.268632376123,1
