,Unnamed: 0,pointid,ripstr_dist,ripstr_flag
35104,35104,2760,2536.793758609236,1
35105,35105,2761,2530.073743395824,1
40143,40143,2762,4276.020240630607,1
40144,40144,2763,4254.29435449441,1
40145,40145,2764,4232.669584444711,1
40146,40146,2765,4211.14748821313,1
40147,40147,2766,4189.729648066104,1
40148,40148,2767,4168.417671045511,1
40149,40149,2768,4147.213189201257,1
40150,40150,2769,4126.117859815111,1
40151,40151,2770,4105.133365615006,1
40152,40152,2771,4084.2614149789642,1
40153,40153,2772,4063.5037421277643,1
40154,40154,2773,4042.8621073055056,1
40155,40155,2774,4022.3382969470736,1
40156,40156,2775,4001.934123831557,1
40157,40157,2776,3981.651427220598,1
40158,40158,2777,3961.492072980608,1
40159,40159,2778,3941.457953687769,1
40160,40160,2779,3921.5509887146613,1
40161,40161,2780,3901.773124297376,1
40162,40162,2781,3882.126333581853,1
40163,40163,2782,3862.612616648225,1
40164,40164,2783,3843.2340005118626,1
40165,40165,2784,3823.992539099781,1
40166,40166,2785,3804.890313201047,1
40167,40167,2786,3785.929430389786,1
40168,40168,2787,3767.112024919341,1
40169,40169,2788,3746.144239072581,1
40170,40170,2789,3723.815977776592,1
40171,40171,2790,3701.5961709446105,1
40172,40172,2791,3679.486783392402,1
40173,40173,2792,3657.4898175616186,1
40174,40174,2793,3635.607314050087,1
40175,40175,2794,3613.841352132385,1
40176,40176,2795,3592.194050269222,1
40177,40177,2796,3570.6675666039205,1
40178,40178,2797,3549.264099444378,1
40179,40179,2798,3527.9858877286165,1
40180,40180,2799,3506.835211471995,1
40181,40181,2800,3485.814392194081,1
40182,40182,2801,3464.92579332299,1
40183,40183,2802,3444.171820574942,1
40184,40184,2803,3423.554922306647,1
40185,40185,2804,3403.0775898380025,1
40186,40186,2805,3382.7423577424847,1
40187,40187,2806,3362.551804102465,1
40188,40188,2807,3342.5085507265803,1
40189,40189,2808,3322.6152633261445,1
40190,40190,2809,3302.8746516474744,1
40191,40191,2810,3283.289469556863,1
40192,40192,2811,3263.8625150748217,1
40193,40193,2812,3244.596630356091,1
40194,40194,2813,3225.494701611779,1
40195,40195,2814,3206.5596589699085,1
40196,40196,2815,3187.79447627051,1
40197,40197,2816,3169.2021707913073,1
40198,40198,2817,3150.7858028999517,1
40199,40199,2818,3132.548475628662,1
40200,40200,2819,3114.493334167053,1
40201,40201,2820,3096.6235652688842,1
40202,40202,2821,3078.942396568362,1
40203,40203,2822,3061.4530958016803,1
40204,40204,2823,3044.1589699293377,1
40205,40205,2824,3027.063364154905,1
40206,40206,2825,3010.169660835809,1
40207,40207,2826,2993.481278281849,1
40208,40208,2827,2977.001669437134,1
40209,40209,2828,2960.734320441306,1
40210,40210,2829,2944.6827490659502,1
40211,40211,2830,2928.8505030223296,1
40212,40212,2831,2913.24115813671,1
40213,40213,2832,2897.8583163897583,1
40214,40214,2833,2882.7056038168103,1
40215,40215,2834,2867.786668266033,1
40216,40216,2835,2853.105177011874,1
40217,40217,2836,2838.664814221558,1
40218,40218,2837,2824.469278272836,1
40219,40219,2838,2810.522278921594,1
40220,40220,2839,2796.8275343185164,1
40221,40221,2840,2783.3887678744677,1
40222,40222,2841,2770.209704974934,1
40223,40223,2842,2757.2940695444267,1
40224,40224,2843,2744.645580462517,1
40225,40225,2844,2732.267947833811,1
40226,40226,2845,2720.1648691150212,1
40227,40227,2846,2708.340025103033,1
40228,40228,2847,2696.797075788733,1
40229,40229,2848,2685.539656082223,1
40230,40230,2849,2674.571371415947,1
40231,40231,2850,2663.895793233162,1
40232,40232,2851,2653.5164543701057,1
40233,40233,2852,2643.4368443411804,1
40234,40234,2853,2633.6604045373842,1
40235,40235,2854,2624.1905233491666,1
35106,35106,2855,2614.780083798293,1
35107,35107,2856,2604.1170211667504,1
35108,35108,2857,2593.7571268784163,1
35109,35109,2858,2583.7040477838714,1
35110,35110,2859,2573.961378854964,1
35111,35111,2860,2564.5326578421905,1
35112,35112,2861,2555.4213598624624,1
35113,35113,2862,2546.630891932221,1
35114,35114,2863,2538.164587461909,1
35115,35115,2864,2530.025700728724,1
35116,35116,2865,2522.217401345501,1
35117,35117,2866,2514.742768744397,1
35118,35118,2867,2507.60478669475,1
35119,35119,2868,2500.8063378751685,1
40236,40236,2869,4299.399245131367,1
40237,40237,2870,4277.371298523959,1
40238,40238,2871,4255.4408210944375,1
40239,40239,2872,4233.609327540425,1
40240,40240,2873,4211.878357056108,1
40241,40241,2874,4190.24947360393,1
40242,40242,2875,4168.724266180048,1
40243,40243,2876,4147.304349072871,1
40244,40244,2877,4125.991362113975,1
40245,40245,2878,4104.786970920599,1
40246,40246,2879,4083.6928671289506,1
40247,40247,2880,4062.710768617456,1
40248,40248,2881,4041.8424197190834,1
40249,40249,2882,4021.0895914218304,1
40250,40250,2883,4000.454081556412,1
40251,40251,2884,3979.9377149701368,1
40252,40252,2885,3959.5423436859587,1
40253,40253,2886,3939.269847045575,1
40254,40254,2887,3919.1221318354997,1
40255,40255,2888,3899.101132394902,1
40256,40256,2889,3879.208810704005,1
40257,40257,2890,3859.447156451808,1
40258,40258,2891,3839.8181870818203,1
40259,40259,2892,3820.323947814464,1
40260,40260,2893,3800.966511644776,1
40261,40261,2894,3781.7479793139883,1
40262,40262,2895,3762.670479253505,1
40263,40263,2896,3743.736167499811,1
40264,40264,2897,3724.9472275787402,1
40265,40265,2898,3703.786863655577,1
40266,40266,2899,3681.4461707045475,1
40267,40267,2900,3659.2150366168335,1
40268,40268,2901,3637.095470373344,1
40269,40269,2902,3615.0895199175707,1
40270,40270,2903,3593.199272713024,1
40271,40271,2904,3571.426856290489,1
40272,40272,2905,3549.7744387834746,1
40273,40273,2906,3528.244229450122,1
40274,40274,2907,3506.838479179737,1
40275,40275,2908,3485.5594809819568,1
40276,40276,2909,3464.409570456525,1
40277,40277,2910,3443.391126241445,1
40278,40278,2911,3422.5065704372114,1
40279,40279,2912,3401.7583690046886,1
40280,40280,2913,3381.1490321340466,1
40281,40281,2914,3360.6811145820666,1
40282,40282,2915,3340.3572159749797,1
40283,40283,2916,3320.179981073869,1
40284,40284,2917,3300.1520999995205,1
40285,40285,2918,3280.276308413484,1
40286,40286,2919,3260.55538765198,1
40287,40287,2920,3240.9921648090904,1
40288,40288,2921,3221.5895127656268,1
40289,40289,2922,3202.350350159868,1
40290,40290,2923,3183.2776412962457,1
40291,40291,2924,3164.374395987957,1
40292,40292,2925,3145.643669329332,1
40293,40293,2926,3127.0885613936907,1
40294,40294,2927,3108.7122168523133,1
40295,40295,2928,3090.517824510058,1
40296,40296,2929,3072.508616753083,1
40297,40297,2930,3054.6878689040395,1
40298,40298,2931,3037.0588984800843,1
40299,40299,2932,3019.625064348986,1
40300,40300,2933,3002.389765778617,1
40301,40301,2934,2985.356441375089,1
40302,40302,2935,2968.5285679048625,1
40303,40303,2936,2951.909658996165,1
40304,40304,2937,2935.50326371517,1
40305,40305,2938,2919.3129650124824,1
40306,40306,2939,2903.3423780356206,1
40307,40307,2940,2887.5951483033577,1
40308,40308,2941,2872.07494973802,1
40309,40309,2942,2856.7854825520603,1
40310,40310,2943,2841.7304709855516,1
40311,40311,2944,2826.9136608915614,1
40312,40312,2945,2812.3388171667516,1
40313,40313,2946,2798.009721025008,1
40314,40314,2947,2783.930167112316,1
40315,40315,2948,2770.103960461693,1
40316,40316,2949,2756.5349132875353,1
40317,40317,2950,2743.2268416193147,1
40318,40318,2951,2730.1835617753322,1
40319,40319,2952,2717.408886677858,1
40320,40320,2953,2704.906622011813,1
40321,40321,2954,2692.6805622299344,1
40322,40322,2955,2680.7344864082447,1
40323,40323,2956,2669.072153956508,1
40324,40324,2957,2657.697300189318,1
40325,40325,2958,2646.6136317644005,1
40326,40326,2959,2635.824821995709,1
40327,40327,2960,2625.334506049899,1
40328,40328,2961,2615.1462760357845,1
40329,40329,2962,2605.2636759973802,1
40330,40330,2963,2595.690196822214,1
40331,40331,2964,2586.4292710775035,1
35120,35120,2965,2576.040498992178,1
35121,35121,2966,2565.567232747966,1
35122,35122,2967,2555.4032556628395,1
35123,35123,2968,2545.552272563741,1
35124,35124,2969,2536.017930862597,1
35125,35125,2970,2526.8038148931932,1
35126,35126,2971,2517.913440184348,1
35127,35127,2972,2509.350247686274,1
35128,35128,2973,2501.117597968026,1
35129,35129,2974,2493.2187654049803,1
35130,35130,2975,2485.6569323761714,1
35131,35131,2976,2478.435183492177,1
35132,35132,2977,2471.556499874945,1
40332,40332,2978,4323.6927087618815,1
40333,40333,2979,4301.370711319943,1
40334,40334,2980,4279.1425954975375,1
40335,40335,2981,4257.009831912744,1
40336,40336,2982,4234.973915551564,1
40337,40337,2983,4213.036366066937,1
40338,40338,2984,4191.1987280732565,1
40339,40339,2985,4169.462571435705,1
40340,40340,2986,4147.82949155382,1
40341,40341,2987,4126.301109638509,1
40342,40342,2988,4104.879072981854,1
40343,40343,2989,4083.565055218874,1
40344,40344,2990,4062.3607565804773,1
40345,40345,2991,4041.2679041367046,1
40346,40346,2992,4020.288252029429,1
40347,40347,2993,3999.4235816935193,1
40348,40348,2994,3978.675702065524,1
40349,40349,2995,3958.0464497788494,1
40350,40350,2996,3937.537689344361,1
40351,40351,2997,3917.1513133152894,1
40352,40352,2998,3896.889242435313,1
40353,40353,2999,3876.753425768583,1
40354,40354,3000,3856.745840810464,1
40355,40355,3001,3836.868493577696,1
40356,40356,3002,3817.123418676628,1
40357,40357,3003,3797.512679348144,1
40358,40358,3004,3778.038367487854,1
40359,40359,3005,3758.7026036400734,1
40360,40360,3006,3739.5075369640635,1
40361,40361,3007,3720.455345170991,1
40362,40362,3008,3701.548234429989,1
40363,40363,3009,3682.788439241676,1
40364,40364,3010,3661.431086726588,1
40365,40365,3011,3639.077682498053,1
40366,40366,3012,3616.8349638410323,1
40367,40367,3013,3594.7049854015168,1
40368,40368,3014,3572.689842188666,1
40369,40369,3015,3550.791670161126,1
40370,40370,3016,3529.0126468026715,1
40371,40371,3017,3507.354991685437,1
40372,40372,3018,3485.8209670188617,1
40373,40373,3019,3464.4128781823724,1
40374,40374,3020,3443.1330742397145,1
40375,40375,3021,3421.9839484326903,1
40376,40376,3022,3400.967938651958,1
40377,40377,3023,3380.0875278823933,1
40378,40378,3024,3359.3452446203955,1
40379,40379,3025,3338.743663260362,1
40380,40380,3026,3318.285404447421,1
40381,40381,3027,3297.9731353933644,1
40382,40382,3028,3277.809570152589,1
40383,40383,3029,3257.797469854665,1
40384,40384,3030,3237.9396428900623,1
40385,40385,3031,3218.2389450453456,1
40386,40386,3032,3198.698279584077,1
40387,40387,3033,3179.3205972694373,1
40388,40388,3034,3160.1088963245006,1
40389,40389,3035,3141.066222325919,1
40390,40390,3036,3122.195668026649,1
40391,40391,3037,3103.5003731032375,1
40392,40392,3038,3084.983523823018,1
40393,40393,3039,3066.648352626536,1
40394,40394,3040,3048.4981376203277,1
40395,40395,3041,3030.5362019751824,1
40396,40396,3042,3012.765913224876,1
40397,40397,3043,2995.190682460348,1
40398,40398,3044,2977.813963414243,1
40399,40399,3045,2960.6392514307454,1
40400,40400,3046,2943.6700823156043,1
40401,40401,3047,2926.9100310613444,1
40402,40402,3048,2910.362710442649,1
40403,40403,3049,2894.0317694770815,1
40404,40404,3050,2877.9208917463648,1
40405,40405,3051,2862.0337935736798,1
40406,40406,3052,2846.3742220525596,1
40407,40407,3053,2830.9459529233104,1
40408,40408,3054,2815.752788293112,1
40409,40409,3055,2800.7985541962835,1
40410,40410,3056,2786.0870979916526,1
40411,40411,3057,2771.622285594325,1
40412,40412,3058,2757.4079985396916,1
40413,40413,3059,2743.448130878043,1
40414,40414,3060,2729.7465858987325,1
40415,40415,3061,2716.307272683513,1
40416,40416,3062,2703.13410248935,1
40417,40417,3063,2690.230984961786,1
40418,40418,3064,2677.601824180739,1
40419,40419,3065,2665.250514541472,1
40420,40420,3066,2653.180936474393,1
40421,40421,3067,2641.3969520082924,1
40422,40422,3068,2629.9024001826106,1
40423,40423,3069,2618.701092315389,1
40424,40424,3070,2607.796807134593,1
40425,40425,3071,2597.1932857815827,1
40426,40426,3072,2586.8942266966565,1
40427,40427,3073,2576.9032803976274,1
40428,40428,3074,2567.224044163581,1
40429,40429,3075,2557.860056637026,1
35133,35133,3076,2548.007818860538,1
35134,35134,3077,2537.4188495943313,1
35135,35135,3078,2527.14166432727,1
35136,35136,3079,2517.1800819331525,1
35137,35137,3080,2507.537863758626,1
35138,35138,3081,2498.218707696617,1
35139,35139,3082,2489.226242186022,1
35140,35140,3083,2480.564020155442,1
35141,35141,3084,2472.235512929929,1
35142,35142,3085,2464.244104120794,1
35143,35143,3086,2456.593083519589,1
35144,35144,3087,2449.2856410183085,1
35145,35145,3088,2442.324860578677,1
40430,40430,3089,4348.885306670637,1
40431,40431,3090,4326.277241113442,1
40432,40432,3091,4303.759533637597,1
40433,40433,3092,4281.3336099604385,1
40434,40434,3093,4259.000919954967,1
40435,40435,3094,4236.7629379725295,1
40436,40436,3095,4214.621163162592,1
40437,40437,3096,4192.577119789017,1
40438,40438,3097,4170.632357542288,1
40439,40439,3098,4148.788451847008,1
40440,40440,3099,4127.047004164052,1
40441,40441,3100,4105.409642286609,1
40442,40442,3101,4083.8780206294373,1
40443,40443,3102,4062.4538205105277,1
40444,40444,3103,4041.1387504243103,1
40445,40445,3104,4019.934546305614,1
40446,40446,3105,3998.842971783425,1
40447,40447,3106,3977.865818423501,1
40448,40448,3107,3957.0049059588537,1
40449,40449,3108,3936.2620825070585,1
40450,40450,3109,3915.6392247732924,1
40451,40451,3110,3895.138238237964,1
40452,40452,3111,3874.761057327784,1
40453,40453,3112,3854.509645568978,1
40454,40454,3113,3834.3859957214336,1
40455,40455,3114,3814.3921298923938,1
40456,40456,3115,3794.5300996283318,1
40457,40457,3116,3774.801985983605,1
40458,40458,3117,3755.209899564356,1
40459,40459,3118,3735.755980546176,1
40460,40460,3119,3716.442398663927,1
40461,40461,3120,3697.2713531721283,1
40462,40462,3121,3678.245072774193,1
40463,40463,3122,3659.365815518857,1
40464,40464,3123,3640.635868662007,1
40465,40465,3124,3619.07696440916,1
40466,40466,3125,3596.710559764933,1
40467,40467,3126,3574.4559903756185,1
40468,40468,3127,3552.3153581206293,1
40469,40469,3128,3530.290806710866,1
40470,40470,3129,3508.384522305788,1
40471,40471,3130,3486.598734119309,1
40472,40472,3131,3464.935715012608,1
40473,40473,3132,3443.3977820718724,1
40474,40474,3133,3421.9872971688624,1
40475,40475,3134,3400.706667502009,1
40476,40476,3135,3379.558346115683,1
40477,40477,3136,3358.544832395085,1
40478,40478,3137,3337.6686725340614,1
40479,40479,3138,3316.9324599730467,1
40480,40480,3139,3296.3388358041107,1
40481,40481,3140,3275.8904891400084,1
40482,40482,3141,3255.5901574438885,1
40483,40483,3142,3235.4406268162425,1
40484,40484,3143,3215.4447322354413,1
40485,40485,3144,3195.6053577480748,1
40486,40486,3145,3175.9254366051728,1
40487,40487,3146,3156.4079513401484,1
40488,40488,3147,3137.055933784234,1
40489,40489,3148,3117.872465014956,1
40490,40490,3149,3098.860675233076,1
40491,40491,3150,3080.023743563278,1
40492,40492,3151,3061.364897773722,1
40493,40493,3152,3042.8874139094714,1
40494,40494,3153,3024.594615834696,1
40495,40495,3154,3006.4898746784074,1
40496,40496,3155,2988.5766081784395,1
40497,40497,3156,2970.858279918265,1
40498,40498,3157,2953.338398451228,1
40499,40499,3158,2936.020516306727,1
40500,40500,3159,2918.9082288728405,1
40501,40501,3160,2902.005173149962,1
40502,40502,3161,2885.315026370032,1
40503,40503,3162,2868.841504476025,1
40504,40504,3163,2852.588360456485,1
40505,40505,3164,2836.5593825300707,1
40506,40506,3165,2820.758392175221,1
40507,40507,3166,2805.189242000349,1
40508,40508,3167,2789.8558134502314,1
40509,40509,3168,2774.7620143445843,1
40510,40510,3169,2759.911776245243,1
40511,40511,3170,2745.309051648781,1
40512,40512,3171,2730.9578110019,1
40513,40513,3172,2716.862039537497,1
40514,40514,3173,2703.025733929925,1
40515,40515,3174,2689.4528987686263,1
40516,40516,3175,2676.1475428500808,1
40517,40517,3176,2663.1136752887746,1
40518,40518,3177,2650.355301448777,1
40519,40519,3178,2637.87641869842,1
40520,40520,3179,2625.681011991511,1
40521,40521,3180,2613.773049279589,1
40522,40522,3181,2602.1564767607424,1
40523,40523,3182,2590.835213971633,1
40524,40524,3183,2579.8131487305427,1
40525,40525,3184,2569.0941319403923,1
40526,40526,3185,2558.681972261913,1
40527,40527,3186,2548.5804306683503,1
40528,40528,3187,2538.7932148942805,1
40529,40529,3188,2529.323973792363,1
35146,35146,3189,2520.02044386742,1
35147,35147,3190,2509.313374373941,1
35148,35148,3191,2498.9206038035936,1
35149,35149,3192,2488.8460694499176,1
35150,35150,3193,2479.093651058485,1
35151,35151,3194,2469.667164623741,1
35152,35152,3195,2460.570356100971,1
35153,35153,3196,2451.806895052105,1
35154,35154,3197,2443.380368245442,1
35155,35155,3198,2435.2942732305296,1
35156,35156,3199,2427.5520119106814,1
35157,35157,3200,2420.156884136601,1
35158,35158,3201,2413.112081345574,1
40530,40530,3202,4374.961506268328,1
40531,40531,3203,4352.075313885321,1
40532,40532,3204,4329.276024248209,1
40533,40533,3205,4306.565017566873,1
40534,40534,3206,4283.9436979179745,1
40535,40535,3207,4261.413493587719,1
40536,40536,3208,4238.9758574131865,1
40537,40537,3209,4216.63226712174,1
40538,40538,3210,4194.384225668006,1
40539,40539,3211,4172.233261567833,1
40540,40540,3212,4150.180929228669,1
40541,40541,3213,4128.228809275682,1
40542,40542,3214,4106.378508873005,1
40543,40543,3215,4084.6316620393627,1
40544,40544,3216,4062.9899299573494,1
40545,40545,3217,4041.4550012755535,1
40546,40546,3218,4020.02859240274,1
40547,40547,3219,3998.712447793156,1
40548,40548,3220,3977.508340222093,1
40549,40549,3221,3956.418071050717,1
40550,40550,3222,3935.443470479159,1
40551,40551,3223,3914.5863977867975,1
40552,40552,3224,3893.848741558638,1
40553,40553,3225,3873.2324198966107,1
40554,40554,3226,3852.739380614593,1
40555,40555,3227,3832.371601415878,1
40556,40556,3228,3812.131090051767,1
40557,40557,3229,3792.019884459948,1
40558,40558,3230,3772.0400528812,1
40559,40559,3231,3752.1936939529614,1
40560,40560,3232,3732.4829367782454,1
40561,40561,3233,3712.909940968285,1
40562,40562,3234,3693.476896657334,1
40563,40563,3235,3674.186024487854,1
40564,40564,3236,3655.0395755644317,1
40565,40565,3237,3636.039831374596,1
40566,40566,3238,3617.189103674698,1
40567,40567,3239,3598.4897343390253,1
40568,40568,3240,3576.724555479257,1
40569,40569,3241,3554.344851329968,1
40570,40570,3242,3532.078155786393,1
40571,40571,3243,3509.9266196020344,1
40572,40572,3244,3487.8924369020506,1
40573,40573,3245,3465.9778458331316,1
40574,40574,3246,3444.185129201629,1
40575,40575,3247,3422.516615097902,1
40576,40576,3248,3400.974677504782,1
40577,40577,3249,3379.561736887835,1
40578,40578,3250,3358.280260765006,1
40579,40579,3251,3337.1327642530846,1
40580,40580,3252,3316.121810588235,1
40581,40581,3253,3295.250011617716,1
40582,40582,3254,3274.520028259732,1
40583,40583,3255,3253.934570928197,1
40584,40584,3256,3233.496399919015,1
40585,40585,3257,3213.208325754305,1
40586,40586,3258,3193.0732094808527,1
40587,40587,3259,3173.093962918827,1
40588,40588,3260,3153.273548856722,1
40589,40589,3261,3133.614981188184,1
40590,40590,3262,3114.1213249863245,1
40591,40591,3263,3094.795696510861,1
40592,40592,3264,3075.6412631432977,1
40593,40593,3265,3056.661243245195,1
40594,40594,3266,3037.858905934378,1
40595,40595,3267,3019.23757077385,1
40596,40596,3268,3000.800607367963,1
40597,40597,3269,2982.551434860344,1
40598,40598,3270,2964.493521327894,1
40599,40599,3271,2946.63038306514,1
40600,40600,3272,2928.965583753106,1
40601,40601,3273,2911.502733506828,1
40602,40602,3274,2894.245487795617,1
40603,40603,3275,2877.19754623016,1
40604,40604,3276,2860.3626512105784,1
40605,40605,3277,2843.7445864296546,1
40606,40606,3278,2827.347175225484,1
40607,40607,3279,2811.174278778014,1
40608,40608,3280,2795.229794144061,1
40609,40609,3281,2779.517652125671,1
40610,40610,3282,2764.0418149669445,1
40611,40611,3283,2748.806273874775,1
40612,40612,3284,2733.8150463593697,1
40613,40613,3285,2719.072173390849,1
40614,40614,3286,2704.5817163687248,1
40615,40615,3287,2690.347753901632,1
40616,40616,3288,2676.3743783953532,1
40617,40617,3289,2662.6656924478284,1
40618,40618,3290,2649.225805050644,1
40619,40619,3291,2636.0588275973264,1
40620,40620,3292,2623.168869699652,1
40621,40621,3293,2610.5600348141597,1
40622,40622,3294,2598.2364156820818,1
40623,40623,3295,2586.2020895869728,1
40624,40624,3296,2574.4611134355064,1
40625,40625,3297,2563.0175186680144,1
40626,40626,3298,2551.8753060066833,1
40627,40627,3299,2541.0384400504963,1
40628,40628,3300,2530.510843727373,1
40629,40629,3301,2520.296392615238,1
40630,40630,3302,2510.398909145107,1
40631,40631,3303,2500.822156700572,1
40632,40632,3304,2491.569833629405,1
35159,35159,3305,2481.252265153575,1
35160,35160,3306,2470.7414629280684,1
35161,35161,3307,2460.5515540085958,1
35162,35162,3308,2450.686541203567,1
35163,35163,3309,2441.1503633611937,1
35164,35164,3310,2431.946888778756,1
35165,35165,3311,2423.0799085343547,1
35166,35166,3312,2414.5531297623256,1
35167,35167,3313,2406.370168894891,1
35168,35168,3314,2398.534544893905,1
35169,35169,3315,2391.049672497749,1
35170,35170,3316,2383.9188555095125,1
30,30,3317,4394.793133122288,1
40633,40633,3318,4378.749171680709,1
40634,40634,3319,4355.676258044769,1
40635,40635,3320,4332.6881980238595,1
40636,40636,3321,4309.786349425642,1
40637,40637,3322,4286.972093925499,1
40638,40638,3323,4264.246837425849,1
40639,40639,3324,4241.612010414992,1
40640,40640,3325,4219.069068325036,1
40641,40641,3326,4196.6194918883775,1
40642,40642,3327,4174.264787492263,1
40643,40643,3328,4152.006487530843,1
40644,40644,3329,4129.846150754112,1
40645,40645,3330,4107.785362613161,1
40646,40646,3331,4085.825735600983,1
40647,40647,3332,4063.968909588221,1
40648,40648,3333,4042.216552153045,1
40649,40649,3334,4020.5703589043706,1
40650,40650,3335,3999.0320537976177,1
40651,40651,3336,3977.603389442085,1
40652,40652,3337,3956.2861473990397,1
40653,40653,3338,3935.082138469527,1
40654,40654,3339,3913.993202970883,1
40655,40655,3340,3893.0212110008656,1
40656,40656,3341,3872.168062688269,1
40657,40657,3342,3851.435688428848,1
40658,40658,3343,3830.826049105305,1
40659,40659,3344,3810.3411362900483,1
40660,40660,3345,3789.98297242936,1
40661,40661,3346,3769.753611007604,1
40662,40662,3347,3749.6551366899375,1
40663,40663,3348,3729.6896654421002,1
40664,40664,3349,3709.8593446256123,1
40665,40665,3350,3690.1663530668025,1
40666,40666,3351,3670.612901097952,1
40667,40667,3352,3651.201230568796,1
40668,40668,3353,3631.9336148266084,1
40669,40669,3354,3612.8123586629604,1
40670,40670,3355,3593.839798225319,1
40671,40671,3356,3575.0183008914205,1
40672,40672,3357,3556.3502651045137,1
40673,40673,3358,3534.373921535257,1
40674,40674,3359,3511.980608379846,1
40675,40675,3360,3489.701501567667,1
40676,40676,3361,3467.5388024434837,1
40677,40677,3362,3445.4947573401923,1
40678,40678,3363,3423.571658263677,1
40679,40679,3364,3401.77184356533,1
40680,40680,3365,3380.0976986000596,1
40681,40681,3366,3358.551656367515,1
40682,40682,3367,3337.136198134044,1
40683,40683,3368,3315.8538540327886,1
40684,40684,3369,3294.7072036391432,1
40685,40685,3370,3273.698876518612,1
40686,40686,3371,3252.8315527439754,1
40687,40687,3372,3232.1079633784416,1
40688,40688,3373,3211.530890921321,1
40689,40689,3374,3191.103169712546,1
40690,40690,3375,3170.8276862921784,1
40691,40691,3376,3150.707379710876,1
40692,40692,3377,3130.7452417870313,1
40693,40693,3378,3110.944317306192,1
40694,40694,3379,3091.307704158104,1
40695,40695,3380,3071.838553406544,1
40696,40696,3381,3052.5400692869484,1
40697,40697,3382,3033.4155091266216,1
40698,40698,3383,3014.468183182149,1
40699,40699,3384,2995.7014543884447,1
40700,40700,3385,2977.118738013753,1
40701,40701,3386,2958.723501214698,1
40702,40702,3387,2940.519262485407,1
40703,40703,3388,2922.5095909945753,1
40704,40704,3389,2904.698105804257,1
40705,40705,3390,2887.088474964076,1
40706,40706,3391,2869.6844144745173,1
40707,40707,3392,2852.489687112912,1
40708,40708,3393,2835.508101115755,1
40709,40709,3394,2818.743508711041,1
40710,40710,3395,2802.1998044943525,1
40711,40711,3396,2785.880923642601,1
40712,40712,3397,2769.790839959456,1
40713,40713,3398,2753.9335637467493,1
40714,40714,3399,2738.313139496362,1
40715,40715,3400,2722.9336433975004,1
40716,40716,3401,2707.799180654567,1
40717,40717,3402,2692.913882611381,1
40718,40718,3403,2678.2819036779274,1
40719,40719,3404,2663.9074180564576,1
40720,40720,3405,2649.794616264397,1
40721,40721,3406,2635.9477014522386,1
40722,40722,3407,2622.370885515414,1
40723,40723,3408,2609.0683849999905,1
40724,40724,3409,2596.044416802998,1
40725,40725,3410,2583.3031936692164,1
40726,40726,3411,2570.8489194873223,1
40727,40727,3412,2558.6857843894572,1
40728,40728,3413,2546.8179596595137,1
40729,40729,3414,2535.2495924566883,1
40730,40730,3415,2523.9848003621914,1
40731,40731,3416,2513.027665758363,1
40732,40732,3417,2502.3822300508937,1
40733,40733,3418,2492.0524877462053,1
40734,40734,3419,2482.042380397564,1
40735,40735,3420,2472.3557904349373,1
40736,40736,3421,2462.996534894989,1
35171,35171,3422,2453.237044367362,1
35172,35172,3423,2442.605692525606,1
35173,35173,3424,2432.297914002452,1
35174,35174,3425,2422.317839541885,1
35175,35175,3426,2412.6695358181673,1
35176,35176,3427,2403.356998526693,1
35177,35177,3428,2394.384145384658,1
35178,35178,3429,2385.754809063917,1
35179,35179,3430,2377.472730079945,1
35180,35180,3431,2369.541549662292,1
35181,35181,3432,2361.9648026332143,1
35182,35182,3433,2354.745910322459,1
31,31,3434,4390.28080141725,1
32,32,3435,4381.94186621258,1
33,33,3436,4373.792807443019,1
34,34,3437,4365.834688351586,1
35,35,3438,4358.068554943542,1
40737,40737,3439,4336.512786614423,1
40738,40738,3440,4313.422597528644,1
40739,40739,3441,4290.417912193535,1
40740,40740,3442,4267.500113376857,1
40741,40741,3443,4244.670608430278,1
40742,40742,3444,4221.930829664579,1
40743,40743,3445,4199.282234724477,1
40744,40744,3446,4176.726306962544,1
40745,40745,3447,4154.2645558116965,1
40746,40746,3448,4131.89851715573,1
40747,40747,3449,4109.629753697293,1
40748,40748,3450,4087.459855322674,1
40749,40749,3451,4065.390439462713,1
40750,40750,3452,4043.423151449177,1
40751,40751,3453,4021.5596648658056,1
40752,40752,3454,3999.801681893232,1
40753,40753,3455,3978.150933646976,1
40754,40754,3456,3956.6091805075566,1
40755,40755,3457,3935.178212441852,1
40756,40756,3458,3913.8598493146656,1
40757,40757,3459,3892.655941189485,1
40758,40758,3460,3871.568368617318,1
40759,40759,3461,3850.599042912483,1
40760,40760,3462,3829.749906414113,1
40761,40761,3463,3809.0229327321294,1
40762,40762,3464,3788.420126976369,1
40763,40763,3465,3767.9435259674487,1
40764,40764,3466,3747.5951984279714,1
40765,40765,3467,3727.377245152516,1
40766,40766,3468,3707.2917991548934,1
40767,40767,3469,3687.3410257910095,1
40768,40768,3470,3667.5271228556544,1
40769,40769,3471,3647.8523206514587,1
40770,40770,3472,3628.318882028233,1
40771,40771,3473,3608.92910239076,1
40772,40772,3474,3589.685309673168,1
40773,40773,3475,3570.5898642778498,1
40774,40774,3476,3551.645158976905,1
40775,40775,3477,3532.853618773988,1
40776,40776,3478,3514.21770072442,1
40777,40777,3479,3492.0251271572142,1
40778,40778,3480,3469.6178845954937,1
