CUSTOMCODE,LC2030MOD,evt_nick_mod,evt_name_mod,ipcc_soil_mod,soc_mod,total_mass_mod,tot_mass_mod,n20_em_mod,ch4_em_mod,gridcode14
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,NA,27.126,342.43236,171.21618,0,0,541
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,49.446,342.43236,171.21618,0,0,1515
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,LAC,36.18,335.718,167.859,0,0,362
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,27.126,335.718,167.859,0,0,1488
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,27.126,335.718,3.6,-0.107982,0,261
7,Orchard,Orchard,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,38.412,335.718,30.744,-3.546,0,1087
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,LAC,36.18,335.718,3.6,-0.107982,0,4
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,335.718,5.4,0,-6.6735,1406
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,NA,27.126,335.718,3.6,-0.107982,0,34
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,335.718,3.6,-0.107982,0,10
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,27.126,342.43236,171.21618,0,0,262
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,342.43236,171.21618,0,0,24
7,Orchard,Orchard,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,21.168,335.718,30.744,-3.546,0,3899
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,LAC,36.18,335.718,5.4,0,-6.6735,5510
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,49.446,335.718,3.6,-0.107982,0,2462
11,Irrigated Pasture,Irrigated Pasture,California Lower Montane Foothill Pine Woodland and Savanna,HAC,26.532,335.718,5.4,-4.41,0,5172
9,Annual Cropland,Annual Cropland,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,22.504536,335.718,3.6,-4.626,0,5001
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,NA,27.126,335.718,167.859,0,0,2370
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,49.446,335.718,5.4,0,-6.6735,5340
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,27.126,335.718,5.4,0,-6.6735,4575
8,Vineyard,Vineyard,California Lower Montane Foothill Pine Woodland and Savanna,NA,21.168,335.718,5.22,-1.638,0,3249
3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Sandy,27.126,230.981886,115.490934,0,0,2348
3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Sandy,27.126,230.981886,115.490934,0,0,2125
3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,LAC,36.18,230.981886,115.490934,0,0,2285
7,Orchard,Orchard,Inter-Mountain Basins Montane Riparian Shrubland,Sandy,21.168,230.981886,30.744,-3.546,0,2364
5,Urban,Urban,Western Warm Temperate Orchard,NA,27.126,0,14.4,0,0,7159
4,Urban,Developed,Western Warm Temperate Orchard,LAC,36.18,0,14.4,0,0,6498
10,Rice,Rice,Western Warm Temperate Orchard,Wetland,39.731292,0,1.8,-0.5148,-7.866,6223
10,Rice,Rice,Western Warm Temperate Orchard,HAC,31.657374,0,1.8,-0.5148,-7.866,6172
3980,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,1965
4,Urban,Developed,Western Warm Temperate Orchard,Wetland,49.446,0,14.4,0,0,3641
7,Orchard,Orchard,Western Warm Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,895
5,Urban,Urban,Western Warm Temperate Orchard,Sandy,27.126,0,14.4,0,0,4141
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,HAC,26.532,0,5.4,-4.41,0,868
3980,Orchard,Orchard,Western Warm Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,620
5,Urban,Urban,Western Warm Temperate Orchard,Sandy,27.126,0,14.4,0,0,4115
4,Urban,Developed,Western Warm Temperate Orchard,Sandy,27.126,0,14.4,0,0,3595
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,Sandy,18.252,0,5.4,-4.41,0,3588
0,Wetland,Wetland,Western Warm Temperate Orchard,Wetland,49.446,0,5.4,0,-6.6735,3567
2,Grassland,Grassland,Western Warm Temperate Orchard,HAC,38.016,0,3.6,-0.107982,0,1443
0,Wetland,Wetland,Western Warm Temperate Orchard,NA,27.126,0,5.4,0,-6.6735,3622
3980,Orchard,Orchard,Western Warm Temperate Orchard,NA,21.168,0,30.744,-3.546,0,3438
7,Orchard,Orchard,Western Warm Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,635
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,HAC,31.657374,0,3.6,-4.626,0,633
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,LAC,31.855176,0,3.6,-4.626,0,2218
7,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,735
7,Orchard,Orchard,Western Warm Temperate Orchard,NA,21.168,0,30.744,-3.546,0,2204
3980,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,486
5,Urban,Urban,Western Warm Temperate Orchard,Sandy,27.126,0,14.4,0,0,4038
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,LAC,21.564,0,5.4,-4.41,0,882
7,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,256
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Wetland,39.731292,0,3.6,-4.626,0,2346
2,Grassland,Grassland,Western Warm Temperate Orchard,LAC,36.18,0,3.6,-0.107982,0,2384
8,Vineyard,Vineyard,Western Warm Temperate Orchard,NA,21.168,0,5.22,-1.638,0,3056
3980,Orchard,Orchard,Western Warm Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,2335
0,Wetland,Wetland,Western Warm Temperate Orchard,LAC,36.18,0,5.4,0,-6.6735,3191
0,Wetland,Wetland,Western Warm Temperate Orchard,Sandy,27.126,0,5.4,0,-6.6735,3199
5,Urban,Urban,Western Warm Temperate Orchard,HAC,38.016,0,14.4,0,0,4932
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,NA,22.504536,0,3.6,-4.626,0,2849
2,Grassland,Grassland,Western Warm Temperate Orchard,Sandy,27.126,0,3.6,-0.107982,0,2328
8,Vineyard,Vineyard,Western Warm Temperate Orchard,Wetland,38.412,0,5.22,-1.638,0,2906
8,Vineyard,Vineyard,Western Warm Temperate Orchard,Sandy,21.168,0,5.22,-1.638,0,3015
8,Vineyard,Vineyard,Western Warm Temperate Orchard,LAC,30.528,0,5.22,-1.638,0,3227
8,Vineyard,Vineyard,Western Warm Temperate Orchard,HAC,30.33,0,5.22,-1.638,0,2477
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Sandy,22.504536,0,3.6,-4.626,0,2347
5,Urban,Urban,Western Warm Temperate Orchard,Wetland,49.446,0,14.4,0,0,5372
2,Grassland,Grassland,Western Warm Temperate Orchard,Wetland,49.446,0,3.6,-0.107982,0,2457
2,Grassland,Grassland,Western Warm Temperate Orchard,NA,27.126,0,3.6,-0.107982,0,2883
0,Wetland,Wetland,Western Warm Temperate Orchard,HAC,38.016,0,5.4,0,-6.6735,3068
5,Urban,Urban,Western Warm Temperate Orchard,NA,27.126,0,14.4,0,0,4988
5,Urban,Urban,Western Warm Temperate Orchard,HAC,38.016,0,14.4,0,0,5495
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,NA,18.252,0,5.4,-4.41,0,2939
4,Urban,Developed,Western Warm Temperate Orchard,HAC,38.016,0,14.4,0,0,2931
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,Wetland,33.39,0,5.4,-4.41,0,2720
10,Rice,Rice,Western Warm Temperate Orchard,Wetland,39.731292,0,1.8,-0.5148,-7.866,7491
4,Urban,Developed,Western Warm Temperate Orchard,HAC,38.016,0,14.4,0,0,6456
4,Urban,Developed,Western Warm Temperate Orchard,Wetland,49.446,0,14.4,0,0,6104
4,Urban,Developed,Western Warm Temperate Orchard,LAC,36.18,0,14.4,0,0,6728
3980,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,1661
7,Orchard,Orchard,Western Warm Temperate Orchard,NA,21.168,0,30.744,-3.546,0,907
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Wetland,39.731292,0,3.6,-4.626,0,1129
7,Orchard,Orchard,Western Warm Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,680
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,HAC,26.532,0,5.4,-4.41,0,994
2,Grassland,Grassland,Western Warm Temperate Orchard,LAC,36.18,0,3.6,-0.107982,0,924
7,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,272
2,Grassland,Grassland,Western Warm Temperate Orchard,Wetland,49.446,0,3.6,-0.107982,0,1557
2,Grassland,Grassland,Western Warm Temperate Orchard,Sandy,27.126,0,3.6,-0.107982,0,1805
0,Wetland,Wetland,Western Warm Temperate Orchard,LAC,36.18,0,5.4,0,-6.6735,3415
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,LAC,31.855176,0,3.6,-4.626,0,2134
3980,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,557
7,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,1079
7,Orchard,Orchard,Western Warm Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,507
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,Wetland,33.39,0,5.4,-4.41,0,1674
4,Urban,Developed,Western Warm Temperate Orchard,Sandy,27.126,0,14.4,0,0,4076
3980,Orchard,Orchard,Western Warm Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,1463
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,HAC,31.657374,0,3.6,-4.626,0,1150
3980,Orchard,Orchard,Western Warm Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,899
5,Urban,Urban,Western Warm Temperate Orchard,Sandy,27.126,0,14.4,0,0,4110
2,Grassland,Grassland,Western Warm Temperate Orchard,HAC,38.016,0,3.6,-0.107982,0,2054
8,Vineyard,Vineyard,Western Warm Temperate Orchard,Wetland,38.412,0,5.22,-1.638,0,2206
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,LAC,21.564,0,5.4,-4.41,0,909
8,Vineyard,Vineyard,Western Warm Temperate Orchard,NA,21.168,0,5.22,-1.638,0,3126
0,Wetland,Wetland,Western Warm Temperate Orchard,Wetland,49.446,0,5.4,0,-6.6735,2895
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,Sandy,18.252,0,5.4,-4.41,0,2635
8,Vineyard,Vineyard,Western Warm Temperate Orchard,LAC,30.528,0,5.22,-1.638,0,2915
5,Urban,Urban,Western Warm Temperate Orchard,Sandy,27.126,0,14.4,0,0,5020
5,Urban,Urban,Western Warm Temperate Orchard,HAC,38.016,0,14.4,0,0,5513
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,NA,22.504536,0,3.6,-4.626,0,2930
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Sandy,22.504536,0,3.6,-4.626,0,2437
8,Vineyard,Vineyard,Western Warm Temperate Orchard,HAC,30.33,0,5.22,-1.638,0,2464
2,Grassland,Grassland,Western Warm Temperate Orchard,NA,27.126,0,3.6,-0.107982,0,2831
0,Wetland,Wetland,Western Warm Temperate Orchard,NA,27.126,0,5.4,0,-6.6735,3725
5,Urban,Urban,Western Warm Temperate Orchard,HAC,38.016,0,14.4,0,0,4931
0,Wetland,Wetland,Western Warm Temperate Orchard,HAC,38.016,0,5.4,0,-6.6735,3947
3980,Orchard,Orchard,Western Warm Temperate Orchard,NA,21.168,0,30.744,-3.546,0,2535
8,Vineyard,Vineyard,Western Warm Temperate Orchard,Sandy,21.168,0,5.22,-1.638,0,2954
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,NA,18.252,0,5.4,-4.41,0,2708
0,Wetland,Wetland,Western Warm Temperate Orchard,Sandy,27.126,0,5.4,0,-6.6735,2929
10,Rice,Rice,Western Warm Temperate Orchard,Wetland,39.731292,0,1.8,-0.5148,-7.866,7047
0,Wetland,Wetland,Western Warm Temperate Orchard,Wetland,49.446,0,5.4,0,-6.6735,5650
4,Urban,Developed,Western Warm Temperate Orchard,HAC,38.016,0,14.4,0,0,6212
8,Vineyard,Vineyard,Western Warm Temperate Orchard,LAC,30.528,0,5.22,-1.638,0,7622
7,Orchard,Orchard,Western Warm Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,2279
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,Sandy,18.252,0,5.4,-4.41,0,4208
4,Urban,Developed,Western Warm Temperate Orchard,Sandy,27.126,0,14.4,0,0,4196
2,Grassland,Grassland,Western Warm Temperate Orchard,LAC,36.18,0,3.6,-0.107982,0,2119
3980,Orchard,Orchard,Western Warm Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,1887
3980,Orchard,Orchard,Western Warm Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,1860
7,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,1153
7,Orchard,Orchard,Western Warm Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,2251
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,HAC,26.532,0,5.4,-4.41,0,1118
2,Grassland,Grassland,Western Warm Temperate Orchard,Sandy,27.126,0,3.6,-0.107982,0,2137
8,Vineyard,Vineyard,Western Warm Temperate Orchard,Sandy,21.168,0,5.22,-1.638,0,4964
2,Grassland,Grassland,Western Warm Temperate Orchard,HAC,38.016,0,3.6,-0.107982,0,3660
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,LAC,31.855176,0,3.6,-4.626,0,3745
0,Wetland,Wetland,Western Warm Temperate Orchard,Sandy,27.126,0,5.4,0,-6.6735,3272
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,Wetland,33.39,0,5.4,-4.41,0,3898
8,Vineyard,Vineyard,Western Warm Temperate Orchard,HAC,30.33,0,5.22,-1.638,0,3026
0,Wetland,Wetland,Western Warm Temperate Orchard,NA,27.126,0,5.4,0,-6.6735,3738
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,NA,22.504536,0,3.6,-4.626,0,3732
7,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,3146
3980,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,2975
3980,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,2615
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,HAC,31.657374,0,3.6,-4.626,0,3149
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Wetland,39.731292,0,3.6,-4.626,0,2641
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,LAC,21.564,0,5.4,-4.41,0,5569
2,Grassland,Grassland,Western Warm Temperate Orchard,Wetland,49.446,0,3.6,-0.107982,0,3131
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Sandy,22.504536,0,3.6,-4.626,0,2616
0,Wetland,Wetland,Western Warm Temperate Orchard,HAC,38.016,0,5.4,0,-6.6735,4843
0,Wetland,Wetland,Western Warm Temperate Orchard,LAC,36.18,0,5.4,0,-6.6735,5049
9,Annual Cropland,Annual Cropland,Western Warm Temperate Fallow/Idle Cropland,Sandy,22.504536,0,3.6,-4.626,0,5739
2,Grassland,Grassland,Western Warm Temperate Fallow/Idle Cropland,Wetland,49.446,0,3.6,-0.107982,0,6219
9,Annual Cropland,Annual Cropland,Western Warm Temperate Fallow/Idle Cropland,NA,22.504536,0,3.6,-4.626,0,5907
0,Wetland,Wetland,Western Warm Temperate Fallow/Idle Cropland,Wetland,49.446,0,5.4,0,-6.6735,6213
2,Grassland,Grassland,Western Warm Temperate Fallow/Idle Cropland,HAC,38.016,0,3.6,-0.107982,0,6019
0,Wetland,Wetland,Western Warm Temperate Fallow/Idle Cropland,HAC,38.016,0,5.4,0,-6.6735,6697
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Fallow/Idle Cropland,Wetland,33.39,0,5.4,-4.41,0,7024
2,Grassland,Grassland,Western Warm Temperate Fallow/Idle Cropland,LAC,36.18,0,3.6,-0.107982,0,6353
0,Wetland,Wetland,Western Warm Temperate Fallow/Idle Cropland,NA,27.126,0,5.4,0,-6.6735,7034
9,Annual Cropland,Annual Cropland,Western Warm Temperate Fallow/Idle Cropland,LAC,31.855176,0,3.6,-4.626,0,7245
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Fallow/Idle Cropland,HAC,26.532,0,5.4,-4.41,0,6021
3986,Annual Cropland,Annual Cropland,Western Warm Temperate Fallow/Idle Cropland,HAC,31.657374,0,3.6,-4.626,0,7281
3986,Annual Cropland,Annual Cropland,Western Warm Temperate Fallow/Idle Cropland,LAC,31.855176,0,3.6,-4.626,0,6931
9,Annual Cropland,Annual Cropland,Western Warm Temperate Fallow/Idle Cropland,Wetland,39.731292,0,3.6,-4.626,0,6777
0,Wetland,Wetland,Western Warm Temperate Fallow/Idle Cropland,LAC,36.18,0,5.4,0,-6.6735,6352
7,Orchard,Orchard,Western Warm Temperate Fallow/Idle Cropland,NA,21.168,0,30.744,-3.546,0,7240
9,Annual Cropland,Annual Cropland,Western Warm Temperate Fallow/Idle Cropland,HAC,31.657374,0,3.6,-4.626,0,998
7,Orchard,Orchard,Western Warm Temperate Fallow/Idle Cropland,HAC,30.33,0,30.744,-3.546,0,4810
7,Orchard,Orchard,Western Warm Temperate Fallow/Idle Cropland,Wetland,38.412,0,30.744,-3.546,0,4815
9,Annual Cropland,Annual Cropland,Western Cool Temperate Orchard,Sandy,22.504536,0,3.6,-4.626,0,1737
7,Orchard,Orchard,Western Cool Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,1504
3960,Orchard,Orchard,Western Cool Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,1372
2,Grassland,Grassland,Western Cool Temperate Orchard,Sandy,27.126,0,3.6,-0.107982,0,1505
2,Grassland,Grassland,Western Cool Temperate Orchard,HAC,38.016,0,3.6,-0.107982,0,692
3960,Orchard,Orchard,Western Cool Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,1619
7,Orchard,Orchard,Western Cool Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,2177
11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Orchard,HAC,26.532,0,5.4,-4.41,0,1768
9,Annual Cropland,Annual Cropland,Western Cool Temperate Orchard,LAC,31.855176,0,3.6,-4.626,0,1830
3960,Orchard,Orchard,Western Cool Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,1711
3960,Orchard,Orchard,Western Cool Temperate Orchard,NA,21.168,0,30.744,-3.546,0,1697
11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Orchard,LAC,21.564,0,5.4,-4.41,0,1597
11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Orchard,Sandy,18.252,0,5.4,-4.41,0,2000
3960,Orchard,Orchard,Western Cool Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,1352
2,Grassland,Grassland,Western Cool Temperate Orchard,LAC,36.18,0,3.6,-0.107982,0,1750
2,Grassland,Grassland,Western Cool Temperate Orchard,NA,27.126,0,3.6,-0.107982,0,3926
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,127.17,63.585,0,0,7682
0,Wetland,Wetland,Pacific Coastal Marsh Systems,Sandy,27.126,20.412,5.4,0,-6.6735,6072
0,Wetland,Wetland,Pacific Coastal Marsh Systems,HAC,38.016,20.412,5.4,0,-6.6735,6829
0,Wetland,Wetland,Pacific Coastal Marsh Systems,Wetland,49.446,20.412,5.4,0,-6.6735,5942
7,Orchard,Orchard,Western Cool Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,7436
3960,Orchard,Orchard,Western Cool Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,7613
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,27.126,374.76,5.4,0,-6.6735,6159
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,LAC,36.18,382.2552,191.1276,0,0,7618
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,382.2552,191.1276,0,0,6752
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,374.76,5.4,0,-6.6735,6474
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,49.446,374.76,5.4,0,-6.6735,5812
8,Vineyard,Vineyard,California Lower Montane Foothill Pine Woodland and Savanna,HAC,30.33,374.76,5.22,-1.638,0,1224
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,LAC,36.18,374.76,3.6,-0.107982,0,1187
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,27.126,374.76,3.6,-0.107982,0,351
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,LAC,36.18,374.76,187.38,0,0,1331
9,Annual Cropland,Annual Cropland,California Lower Montane Foothill Pine Woodland and Savanna,HAC,31.657374,374.76,3.6,-4.626,0,970
7,Orchard,Orchard,California Lower Montane Foothill Pine Woodland and Savanna,HAC,30.33,374.76,30.744,-3.546,0,345
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,374.76,3.6,-0.107982,0,144
11,Irrigated Pasture,Irrigated Pasture,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,18.252,374.76,5.4,-4.41,0,5297
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,NA,27.126,382.2552,191.1276,0,0,2390
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,27.126,374.76,187.38,0,0,5294
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,49.446,374.76,3.6,-0.107982,0,3829
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,NA,27.126,374.76,3.6,-0.107982,0,3824
8,Vineyard,Vineyard,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,38.412,374.76,5.22,-1.638,0,3187
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,374.76,187.38,0,0,4272
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,49.446,382.2552,191.1276,0,0,3846
7,Orchard,Orchard,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,21.168,374.76,30.744,-3.546,0,4319
9,Annual Cropland,Annual Cropland,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,22.504536,374.76,3.6,-4.626,0,4749
3986,Annual Cropland,Annual Cropland,Western Warm Temperate Fallow/Idle Cropland,LAC,31.855176,0,3.6,-4.626,0,7542
2,Grassland,Grassland,Western Warm Temperate Fallow/Idle Cropland,LAC,36.18,0,3.6,-0.107982,0,7277
2,Grassland,Grassland,Western Warm Temperate Fallow/Idle Cropland,HAC,38.016,0,3.6,-0.107982,0,1119
3220,Shrubland,Artemisia tridentata ssp. vaseyana Shrubland Alliance,Artemisia tridentata ssp. vaseyana Shrubland Alliance,Sandy,27.126,6.678,3.339,0,0,1871
2,Grassland,Grassland,Inter-Mountain Basins Montane Sagebrush Steppe,HAC,38.016,9.126,3.6,-0.107982,0,2361
9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Evergreen Forest,Wetland,39.731292,0,3.6,-4.626,0,6963
3029,Forest,Mediterranean California Mixed Oak Woodland,Mediterranean California Mixed Oak Woodland,HAC,38.016,363.65652,181.82826,0,0,6769
3922,Urban,Western Cool Temperate Developed Ruderal Mixed Forest,Western Cool Temperate Developed Ruderal Mixed Forest,HAC,38.016,0,14.4,0,0,7216
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Shrubland,Sandy,27.126,230.981886,3.6,-0.107982,0,1903
3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Wetland,49.446,230.981886,115.490934,0,0,1826
3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,HAC,38.016,230.981886,115.490934,0,0,1019
9,Annual Cropland,Annual Cropland,Inter-Mountain Basins Montane Riparian Shrubland,Sandy,22.504536,230.981886,3.6,-4.626,0,1637
3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Sandy,27.126,230.981886,115.490934,0,0,1298
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Shrubland,NA,27.126,230.981886,3.6,-0.107982,0,877
7,Orchard,Orchard,Inter-Mountain Basins Montane Riparian Shrubland,Sandy,21.168,230.981886,30.744,-3.546,0,1693
0,Wetland,Wetland,Inter-Mountain Basins Montane Riparian Shrubland,Sandy,27.126,230.981886,5.4,0,-6.6735,1638
4,Urban,Developed,Inter-Mountain Basins Montane Riparian Shrubland,Sandy,27.126,230.981886,14.4,0,0,1999
3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,LAC,36.18,230.981886,115.490934,0,0,2210
3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Sandy,27.126,230.981886,115.490934,0,0,2048
3097,Shrubland,California Mesic Chaparral,California Mesic Chaparral,HAC,38.016,274.518,137.259,0,0,7129
2,Grassland,Grassland,California Mesic Chaparral,HAC,38.016,274.518,3.6,-0.107982,0,7128
3126,Shrubland,Inter-Mountain Basins Montane Sagebrush Steppe,Inter-Mountain Basins Montane Sagebrush Steppe,Sandy,27.126,4.428,2.214,0,0,1228
2,Grassland,Grassland,Inter-Mountain Basins Montane Sagebrush Steppe,Sandy,27.126,4.428,3.6,-0.107982,0,1328
3126,Shrubland,Inter-Mountain Basins Montane Sagebrush Steppe,Inter-Mountain Basins Montane Sagebrush Steppe,HAC,38.016,4.428,2.214,0,0,1580
2,Grassland,Grassland,Inter-Mountain Basins Montane Sagebrush Steppe,LAC,36.18,4.428,3.6,-0.107982,0,1255
