OID_,AREA_HA,CUSTOMCODE,LANDCOVER_,EVT_NICK,EVT_NAME,IPCC_SOIL,SOC,TOTAL_MASS,TOT_MASS,N2O_EMISSI,CH4_EMISSI,gridcode14
,1.71,3218,Barren,Barren,NA,NA,27.126,0,0,0,0,6868
,38.97,3985,Annual Cropland,Annual Cropland,Western Warm Temperate Close Grown Crop,LAC,31.855176,0,3.6,-4.626,0,651
,85.5,2,Grassland,Grassland,NA,LAC,36.18,0,3.6,-0.107982,0,1563
,7.2,2,Grassland,Grassland,NA,Sandy,27.126,0,3.6,-0.107982,0,1928
,0.09,5,Urban,Urban,Western Warm Temperate Close Grown Crop,Sandy,27.126,0,14.4,0,0,4177
,43.83,9,Annual Cropland,Annual Cropland,NA,HAC,31.657374,0,3.6,-4.626,0,2149
,1033.74,7,Orchard,Orchard,Western Warm Temperate Wheat,HAC,30.33,0,30.744,-3.546,0,422
,0.09,3219,Barren,Barren,NA,Wetland,49.446,0,0,0,0,1565
,88.47,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Wheat,HAC,26.532,0,5.4,-4.41,0,1014
,43.47,0,Wetland,Wetland,NA,Wetland,49.446,0,5.4,0,-6.6735,3604
,0.45,3965,Annual Cropland,Annual Cropland,Western Cool Temperate Close Grown Crop,HAC,31.657374,0,3.6,-4.626,0,779
,0.36,5,Urban,Urban,Western Warm Temperate Close Grown Crop,Sandy,27.126,0,14.4,0,0,4120
,19.44,3221,Barren,Barren,NA,NA,27.126,0,0,0,0,983
,3.51,11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Close Grown Crop,HAC,26.532,0,5.4,-4.41,0,540
,13.5,0,Wetland,Wetland,NA,Sandy,27.126,0,5.4,0,-6.6735,1914
,0.54,5,Urban,Urban,NA,Sandy,27.126,0,14.4,0,0,4169
,87.03,3221,Barren,Barren,NA,Sandy,27.126,0,0,0,0,1419
,7.83,9,Annual Cropland,Annual Cropland,Western Cool Temperate Close Grown Crop,HAC,31.657374,0,3.6,-4.626,0,969
,44.73,3985,Annual Cropland,Annual Cropland,Western Warm Temperate Close Grown Crop,Wetland,39.731292,0,3.6,-4.626,0,1410
,17.64,2,Grassland,Grassland,NA,NA,27.126,0,3.6,-0.107982,0,961
,22.59,9,Annual Cropland,Annual Cropland,NA,Sandy,22.504536,0,3.6,-4.626,0,1913
,1.08,3219,Barren,Barren,NA,HAC,38.016,0,0,0,0,43
,0.36,2,Grassland,Grassland,Western Cool Temperate Close Grown Crop,LAC,36.18,0,3.6,-0.107982,0,1180
,0.27,2,Grassland,Grassland,Western Cool Temperate Wheat,HAC,38.016,0,3.6,-0.107982,0,102
,3.69,5,Urban,Urban,Western Warm Temperate Close Grown Crop,Sandy,27.126,0,14.4,0,0,4207
,1171.53,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Close Grown Crop,Wetland,33.39,0,5.4,-4.41,0,1225
,0.09,3968,Grassland,Grassland,Western Cool Temperate Wheat,HAC,38.016,0,3.6,-0.107982,0,103
,82.89,2,Grassland,Grassland,NA,HAC,38.016,0,3.6,-0.107982,0,75
,0.18,5,Urban,Urban,NA,Sandy,27.126,0,14.4,0,0,4149
,0.54,3219,Barren,Barren,NA,NA,27.126,0,0,0,0,1084
,4.59,9,Annual Cropland,Annual Cropland,NA,LAC,31.855176,0,3.6,-4.626,0,1536
,74.25,3985,Annual Cropland,Annual Cropland,Western Warm Temperate Close Grown Crop,Sandy,22.504536,0,3.6,-4.626,0,1534
,0.18,10,Rice,Rice,NA,Sandy,22.504536,0,1.8,-0.5148,-7.866,1989
,2525.67,7,Orchard,Orchard,Western Warm Temperate Close Grown Crop,HAC,30.33,0,30.744,-3.546,0,396
,62.01,4,Urban,Developed,Western Warm Temperate Close Grown Crop,HAC,38.016,0,14.4,0,0,2025
,4.5,8,Vineyard,Vineyard,Western Warm Temperate Wheat,HAC,30.33,0,5.22,-1.638,0,1191
,4.68,4,Urban,Developed,NA,Sandy,27.126,0,14.4,0,0,2044
,2.34,5,Urban,Urban,NA,Sandy,27.126,0,14.4,0,0,4137
,260.1,2,Grassland,Grassland,Western Warm Temperate Close Grown Crop,Sandy,27.126,0,3.6,-0.107982,0,1064
,3.87,4,Urban,Developed,Western Warm Temperate Wheat,Sandy,27.126,0,14.4,0,0,4140
,2.07,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Wheat,LAC,21.564,0,5.4,-4.41,0,1625
,4.77,4,Urban,Developed,NA,Wetland,49.446,0,14.4,0,0,1497
,1091.52,2,Grassland,Grassland,Western Warm Temperate Close Grown Crop,HAC,38.016,0,3.6,-0.107982,0,148
,4681.08,9,Annual Cropland,Annual Cropland,Western Warm Temperate Wheat,HAC,31.657374,0,3.6,-4.626,0,1189
,63.72,2,Grassland,Grassland,Western Warm Temperate Wheat,LAC,36.18,0,3.6,-0.107982,0,1494
,0.18,11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Close Grown Crop,Sandy,18.252,0,5.4,-4.41,0,2069
,3.69,9,Annual Cropland,Annual Cropland,NA,NA,22.504536,0,3.6,-4.626,0,1972
,231.12,7,Orchard,Orchard,Western Warm Temperate Close Grown Crop,LAC,30.528,0,30.744,-3.546,0,669
,27.27,3221,Barren,Barren,NA,HAC,38.016,0,0,0,0,2090
,683.37,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Close Grown Crop,Sandy,18.252,0,5.4,-4.41,0,1042
,0.81,9,Annual Cropland,Annual Cropland,Western Cool Temperate Close Grown Crop,LAC,31.855176,0,3.6,-4.626,0,1037
,0.27,5,Urban,Urban,NA,Sandy,27.126,0,14.4,0,0,4018
,9.63,4,Urban,Developed,NA,HAC,38.016,0,14.4,0,0,2128
,2081.34,7,Orchard,Orchard,Western Warm Temperate Close Grown Crop,Sandy,21.168,0,30.744,-3.546,0,768
,7.29,7,Orchard,Orchard,NA,LAC,30.528,0,30.744,-3.546,0,786
,0.45,3965,Annual Cropland,Annual Cropland,Western Cool Temperate Close Grown Crop,Sandy,22.504536,0,3.6,-4.626,0,2049
,164.34,3985,Annual Cropland,Annual Cropland,Western Warm Temperate Close Grown Crop,HAC,31.657374,0,3.6,-4.626,0,467
,21.06,3221,Barren,Barren,NA,LAC,36.18,0,0,0,0,1310
,72,8,Vineyard,Vineyard,Western Warm Temperate Close Grown Crop,HAC,30.33,0,5.22,-1.638,0,1144
,5.67,7,Orchard,Orchard,NA,NA,21.168,0,30.744,-3.546,0,894
,31.77,7,Orchard,Orchard,NA,Sandy,21.168,0,30.744,-3.546,0,1850
,569.97,7,Orchard,Orchard,Western Warm Temperate Close Grown Crop,Wetland,38.412,0,30.744,-3.546,0,1140
,23.67,0,Wetland,Wetland,Western Warm Temperate Close Grown Crop,LAC,36.18,0,5.4,0,-6.6735,1783
,949.41,9,Annual Cropland,Annual Cropland,Western Warm Temperate Close Grown Crop,LAC,31.855176,0,3.6,-4.626,0,913
,1.17,11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Close Grown Crop,LAC,21.564,0,5.4,-4.41,0,1642
,839.79,2,Grassland,Grassland,Western Warm Temperate Wheat,HAC,38.016,0,3.6,-0.107982,0,127
,5333.13,9,Annual Cropland,Annual Cropland,Western Warm Temperate Close Grown Crop,Sandy,22.504536,0,3.6,-4.626,0,1258
,62.37,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Close Grown Crop,LAC,21.564,0,5.4,-4.41,0,887
,2170.71,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Close Grown Crop,HAC,26.532,0,5.4,-4.41,0,153
,0.09,7,Orchard,Orchard,NA,Sandy,21.168,0,30.744,-3.546,0,2306
,83.61,2,Grassland,Grassland,Western Warm Temperate Wheat,Sandy,27.126,0,3.6,-0.107982,0,1875
,0.36,3219,Barren,Barren,NA,Sandy,27.126,0,0,0,0,1835
,12.15,7,Orchard,Orchard,Western Warm Temperate Close Grown Crop,NA,21.168,0,30.744,-3.546,0,2219
,16.29,4,Urban,Developed,Western Warm Temperate Close Grown Crop,Sandy,27.126,0,14.4,0,0,1608
,65.61,7,Orchard,Orchard,NA,HAC,30.33,0,30.744,-3.546,0,571
,0.09,7,Orchard,Orchard,Western Cool Temperate Close Grown Crop,LAC,30.528,0,30.744,-3.546,0,2292
,0.09,11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Wheat,HAC,26.532,0,5.4,-4.41,0,1641
,5.76,2,Grassland,Grassland,Western Cool Temperate Close Grown Crop,HAC,38.016,0,3.6,-0.107982,0,546
,13567.23,9,Annual Cropland,Annual Cropland,Western Warm Temperate Close Grown Crop,Wetland,39.731292,0,3.6,-4.626,0,1134
,7.65,3221,Barren,Barren,NA,Wetland,49.446,0,0,0,0,1364
,17.91,7,Orchard,Orchard,NA,Wetland,38.412,0,30.744,-3.546,0,1232
,0.63,11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Close Grown Crop,Wetland,33.39,0,5.4,-4.41,0,846
,0.27,5,Urban,Urban,Western Warm Temperate Wheat,Sandy,27.126,0,14.4,0,0,4054
,488.88,2,Grassland,Grassland,Western Warm Temperate Close Grown Crop,Wetland,49.446,0,3.6,-0.107982,0,2321
,13.14,0,Wetland,Wetland,Western Warm Temperate Close Grown Crop,NA,27.126,0,5.4,0,-6.6735,3461
,0.72,2,Grassland,Grassland,NA,HAC,38.016,0,3.6,-0.107982,0,37
,19306.26,9,Annual Cropland,Annual Cropland,Western Warm Temperate Close Grown Crop,HAC,31.657374,0,3.6,-4.626,0,461
,94.32,2,Grassland,Grassland,Western Warm Temperate Close Grown Crop,LAC,36.18,0,3.6,-0.107982,0,926
,0.45,3965,Annual Cropland,Annual Cropland,Western Cool Temperate Close Grown Crop,LAC,31.855176,0,3.6,-4.626,0,1773
,147.42,8,Vineyard,Vineyard,Western Warm Temperate Close Grown Crop,Sandy,21.168,0,5.22,-1.638,0,2955
,2109.33,9,Annual Cropland,Annual Cropland,Western Warm Temperate Wheat,Wetland,39.731292,0,3.6,-4.626,0,2602
,133.74,2,Grassland,Grassland,Western Warm Temperate Wheat,Wetland,49.446,0,3.6,-0.107982,0,3335
,2.25,8,Vineyard,Vineyard,Western Warm Temperate Wheat,Sandy,21.168,0,5.22,-1.638,0,3396
,0.54,4,Urban,Developed,NA,LAC,36.18,0,14.4,0,0,2845
,16.74,0,Wetland,Wetland,Western Warm Temperate Wheat,Sandy,27.126,0,5.4,0,-6.6735,3398
,9.63,9,Annual Cropland,Annual Cropland,Western Warm Temperate Wheat,NA,22.504536,0,3.6,-4.626,0,2848
,37.8,8,Vineyard,Vineyard,Western Warm Temperate Close Grown Crop,Wetland,38.412,0,5.22,-1.638,0,2878
